,stco,geoid,name,2000,2010
206,34019,3401974420,"Union township, Hunterdon County, New Jersey",6160,5908
207,34019,3401978230,"West Amwell township, Hunterdon County, New Jersey",2383,3840
208,34021,3402119780,"East Windsor township, Mercer County, New Jersey",24919,27190
209,34021,3402122185,"Ewing township, Mercer County, New Jersey",35707,35790
210,34021,3402129310,"Hamilton township, Mercer County, New Jersey",87109,88464
211,34021,3402131620,"Hightstown borough, Mercer County, New Jersey",5216,5494
212,34021,3402133150,"Hopewell borough, Mercer County, New Jersey",2035,1922
213,34021,3402133180,"Hopewell township, Mercer County, New Jersey",16105,17304
214,34021,3402139510,"Lawrence township, Mercer County, New Jersey",29159,33472
215,34021,3402157600,"Pennington borough, Mercer County, New Jersey",2696,2585
216,34021,3402160900,"Princeton borough, Mercer County, New Jersey",30230,28572
217,34021,3402163850,"Robbinsville township, Mercer County, New Jersey",10275,13642
218,34021,3402174000,"Trenton city, Mercer County, New Jersey",85403,84913
219,34021,3402180240,"West Windsor township, Mercer County, New Jersey",21907,27165
220,34023,3402310750,"Carteret borough, Middlesex County, New Jersey",20709,22844
221,34023,3402315550,"Cranbury township, Middlesex County, New Jersey",3227,3857
222,34023,3402318490,"Dunellen borough, Middlesex County, New Jersey",6823,7227
223,34023,3402319000,"East Brunswick township, Middlesex County, New Jersey",46756,47512
224,34023,3402320230,"Edison township, Middlesex County, New Jersey",97687,99967
225,34023,3402330840,"Helmetta borough, Middlesex County, New Jersey",1825,2178
226,34023,3402331470,"Highland Park borough, Middlesex County, New Jersey",13999,13982
227,34023,3402334890,"Jamesburg borough, Middlesex County, New Jersey",6025,5915
228,34023,3402345690,"Metuchen borough, Middlesex County, New Jersey",12840,13574
229,34023,3402345900,"Middlesex borough, Middlesex County, New Jersey",13717,13635
230,34023,3402346620,"Milltown borough, Middlesex County, New Jersey",7000,6893
231,34023,3402347280,"Monroe township, Middlesex County, New Jersey",27999,39132
232,34023,3402351210,"New Brunswick city, Middlesex County, New Jersey",48573,55181
233,34023,3402352560,"North Brunswick township, Middlesex County, New Jersey",36287,40742
234,34023,3402354705,"Old Bridge township, Middlesex County, New Jersey",60456,65375
235,34023,3402358200,"Perth Amboy city, Middlesex County, New Jersey",47303,50814
236,34023,3402359010,"Piscataway township, Middlesex County, New Jersey",50482,56044
237,34023,3402359280,"Plainsboro township, Middlesex County, New Jersey",20215,22999
238,34023,3402365790,"Sayreville borough, Middlesex County, New Jersey",40377,42704
239,34023,3402368550,"South Amboy city, Middlesex County, New Jersey",7913,8631
240,34023,3402368790,"South Brunswick township, Middlesex County, New Jersey",37734,43417
241,34023,3402369390,"South Plainfield borough, Middlesex County, New Jersey",21810,23385
242,34023,3402369420,"South River borough, Middlesex County, New Jersey",15322,16008
243,34023,3402369810,"Spotswood borough, Middlesex County, New Jersey",7880,8257
244,34023,3402382000,"Woodbridge township, Middlesex County, New Jersey",97203,99585
245,34025,3402500000,"County subdivisions not defined, Monmouth County, New Jersey",0,0
246,34025,3402500070,"Aberdeen township, Monmouth County, New Jersey",17454,18210
247,34025,3402500730,"Allenhurst borough, Monmouth County, New Jersey",718,496
248,34025,3402500760,"Allentown borough, Monmouth County, New Jersey",1882,1828
249,34025,3402501960,"Asbury Park city, Monmouth County, New Jersey",16930,16116
250,34025,3402502110,"Atlantic Highlands borough, Monmouth County, New Jersey",4705,4385
251,34025,3402502440,"Avon-by-the-Sea borough, Monmouth County, New Jersey",2244,1901
252,34025,3402504930,"Belmar borough, Monmouth County, New Jersey",6045,5794
253,34025,3402506970,"Bradley Beach borough, Monmouth County, New Jersey",4793,4298
254,34025,3402507750,"Brielle borough, Monmouth County, New Jersey",4893,4774
255,34025,3402514560,"Colts Neck township, Monmouth County, New Jersey",12331,10142
256,34025,3402516660,"Deal borough, Monmouth County, New Jersey",1070,750
257,34025,3402519840,"Eatontown borough, Monmouth County, New Jersey",14008,12709
258,34025,3402521570,"Englishtown borough, Monmouth County, New Jersey",1764,1847
259,34025,3402522440,"Fair Haven borough, Monmouth County, New Jersey",5937,6121
260,34025,3402522950,"Farmingdale borough, Monmouth County, New Jersey",1587,1329
261,34025,3402525200,"Freehold borough, Monmouth County, New Jersey",10976,12052
262,34025,3402525230,"Freehold township, Monmouth County, New Jersey",31537,36184
263,34025,3402530690,"Hazlet township, Monmouth County, New Jersey",21378,20334
264,34025,3402531500,"Highlands borough, Monmouth County, New Jersey",5097,5005
265,34025,3402532640,"Holmdel township, Monmouth County, New Jersey",15781,16773
266,34025,3402533300,"Howell township, Monmouth County, New Jersey",48903,51075
267,34025,3402534200,"Interlaken borough, Monmouth County, New Jersey",900,820
268,34025,3402536480,"Keansburg borough, Monmouth County, New Jersey",10732,10105
269,34025,3402536810,"Keyport borough, Monmouth County, New Jersey",7568,7240
