,stco,geoid,name,2000,2010
218,34021,3402174000,"Trenton city, Mercer County, New Jersey",29437,28578
219,34021,3402180240,"West Windsor township, Mercer County, New Jersey",7282,9449
220,34023,3402310750,"Carteret borough, Middlesex County, New Jersey",7039,7591
221,34023,3402315550,"Cranbury township, Middlesex County, New Jersey",1091,1320
222,34023,3402318490,"Dunellen borough, Middlesex County, New Jersey",2451,2566
223,34023,3402319000,"East Brunswick township, Middlesex County, New Jersey",16372,16810
224,34023,3402320230,"Edison township, Middlesex County, New Jersey",35136,34972
225,34023,3402330840,"Helmetta borough, Middlesex County, New Jersey",746,891
226,34023,3402331470,"Highland Park borough, Middlesex County, New Jersey",5899,5875
227,34023,3402334890,"Jamesburg borough, Middlesex County, New Jersey",2176,2172
228,34023,3402345690,"Metuchen borough, Middlesex County, New Jersey",4992,5243
229,34023,3402345900,"Middlesex borough, Middlesex County, New Jersey",5048,4984
230,34023,3402346620,"Milltown borough, Middlesex County, New Jersey",2627,2599
231,34023,3402347280,"Monroe township, Middlesex County, New Jersey",12536,16497
232,34023,3402351210,"New Brunswick city, Middlesex County, New Jersey",13057,14119
233,34023,3402352560,"North Brunswick township, Middlesex County, New Jersey",13635,14551
234,34023,3402354705,"Old Bridge township, Middlesex County, New Jersey",21438,23777
235,34023,3402358200,"Perth Amboy city, Middlesex County, New Jersey",14562,15419
236,34023,3402359010,"Piscataway township, Middlesex County, New Jersey",16500,17050
237,34023,3402359280,"Plainsboro township, Middlesex County, New Jersey",8742,9402
238,34023,3402365790,"Sayreville borough, Middlesex County, New Jersey",14955,15636
239,34023,3402368550,"South Amboy city, Middlesex County, New Jersey",2967,3372
240,34023,3402368790,"South Brunswick township, Middlesex County, New Jersey",13428,15069
241,34023,3402369390,"South Plainfield borough, Middlesex County, New Jersey",7151,7876
242,34023,3402369420,"South River borough, Middlesex County, New Jersey",5606,5652
243,34023,3402369810,"Spotswood borough, Middlesex County, New Jersey",3099,3128
244,34023,3402382000,"Woodbridge township, Middlesex County, New Jersey",34562,34615
245,34025,3402500000,"County subdivisions not defined, Monmouth County, New Jersey",0,0
246,34025,3402500070,"Aberdeen township, Monmouth County, New Jersey",6421,6876
247,34025,3402500730,"Allenhurst borough, Monmouth County, New Jersey",285,217
248,34025,3402500760,"Allentown borough, Monmouth County, New Jersey",708,704
249,34025,3402501960,"Asbury Park city, Monmouth County, New Jersey",6754,6725
250,34025,3402502110,"Atlantic Highlands borough, Monmouth County, New Jersey",1969,1870
251,34025,3402502440,"Avon-by-the-Sea borough, Monmouth County, New Jersey",1043,901
252,34025,3402504930,"Belmar borough, Monmouth County, New Jersey",2946,2695
253,34025,3402506970,"Bradley Beach borough, Monmouth County, New Jersey",2297,2098
254,34025,3402507750,"Brielle borough, Monmouth County, New Jersey",1938,1805
255,34025,3402514560,"Colts Neck township, Monmouth County, New Jersey",3513,3277
256,34025,3402516660,"Deal borough, Monmouth County, New Jersey",434,333
