,COUNTY,P_AsianO18,P_BlackO18,P_HispO18,P_NonHispO18,P_O18,P_OtherO18,P_TwoO18,P_WhiteO18,STATE,SUMLEV,id,name
24444,000,461,150,938,12986,13924,50,230,12095,36,160,3639672,Kings Park CDP
24445,000,237,88,192,4189,4381,20,243,3601,36,160,3639694,Kings Point village
24456,000,775,209,927,8140,9067,30,193,6933,36,160,3640530,Lake Grove village
24463,000,853,494,1824,13128,14952,126,320,11335,36,160,3640838,Lake Ronkonkoma CDP
24464,000,1109,12,66,2059,2125,10,29,899,36,160,3640937,Lake Success village
24465,000,124,3395,803,3929,4732,91,196,123,36,160,3641003,Lakeview CDP
24472,000,62,2,73,1372,1445,8,42,1258,36,160,3641432,Lattingtown village
24473,000,13,5,185,1040,1225,9,22,991,36,160,3641465,Laurel CDP
24474,000,137,10,61,1365,1426,2,39,1177,36,160,3641487,Laurel Hollow village
24476,000,80,70,236,4700,4936,71,71,4408,36,160,3641553,Lawrence village
24480,000,4441,527,6022,35192,41214,235,852,29137,36,160,3642081,Levittown CDP
24483,000,47,10,122,2178,2300,0,32,2089,36,160,3642279,Lido Beach CDP
24489,000,595,490,3118,18874,21992,112,418,17259,36,160,3642554,Lindenhurst village
24498,000,106,9,134,2566,2700,11,58,2382,36,160,3643005,Lloyd Harbor village
24501,000,102,70,597,2156,2753,13,37,1934,36,160,3643192,Locust Valley CDP
24503,000,924,1426,4144,25586,29730,258,588,22390,36,160,3643335,Long Beach city
24509,000,1004,984,2726,13375,16101,115,338,10934,36,160,3643874,Lynbrook village
24525,000,385,350,816,6113,6929,70,111,5197,36,160,3644787,Malverne village
24526,000,38,54,51,385,436,15,11,267,36,160,3644792,Malverne Park Oaks CDP
24529,000,1325,500,636,5671,6307,18,126,3702,36,160,3644897,Manhasset CDP
24530,000,1486,22,150,2692,2842,26,47,1111,36,160,3644908,Manhasset Hills CDP
24533,000,714,83,1783,3536,5319,29,62,2648,36,160,3645106,Manorhaven village
24534,000,203,263,1009,10242,11251,47,249,9480,36,160,3645139,Manorville CDP
24543,000,336,98,1045,15840,16885,45,307,15054,36,160,3645986,Massapequa CDP
24544,000,243,58,834,12607,13441,63,158,12085,36,160,3645997,Massapequa Park village
24546,000,299,1011,3103,8555,11658,122,370,6753,36,160,3646074,Mastic CDP
24547,000,173,1160,2066,8684,10750,109,423,6819,36,160,3646085,Mastic Beach CDP
24548,000,40,1,58,622,680,0,10,571,36,160,3646107,Matinecock village
24549,000,37,58,347,3288,3635,7,68,3118,36,160,3646140,Mattituck CDP
24556,000,635,1217,4170,15232,19402,116,462,12802,36,160,3646404,Medford CDP
24559,000,1567,615,922,14882,15804,67,278,12355,36,160,3646514,Melville CDP
24562,000,722,263,1398,15741,17139,90,246,14420,36,160,3646668,Merrick CDP
24566,000,225,999,908,7784,8692,77,213,6270,36,160,3646976,Middle Island CDP
24572,000,268,138,587,8509,9096,33,157,7913,36,160,3647306,Miller Place CDP
24574,000,53,13,95,743,838,0,19,658,36,160,3647405,Mill Neck village
24579,000,2282,435,3046,14103,17149,165,419,10802,36,160,3647636,Mineola village
24587,000,49,81,641,2997,3638,27,94,2746,36,160,3648054,Montauk CDP
24595,000,43,202,267,2223,2490,23,73,1882,36,160,3648450,Moriches CDP
24605,000,459,134,679,8498,9177,43,139,7723,36,160,3649066,Mount Sinai CDP
24609,000,259,18,94,1866,1960,5,48,1536,36,160,3649231,Munsey Park village
24611,000,939,45,100,2686,2786,13,49,1640,36,160,3649330,Muttontown village
24615,000,11,7,19,284,303,4,7,255,36,160,3649424,Napeague CDP
24625,000,621,170,803,9673,10476,70,189,8623,36,160,3649825,Nesconset CDP
24631,000,356,3890,5470,5029,10499,67,144,572,36,160,3650067,New Cassel CDP
24639,000,3068,143,1031,7136,8167,93,123,3709,36,160,3650397,New Hyde Park village
24644,000,0,1,19,312,331,1,3,307,36,160,3650727,New Suffolk CDP
24652,000,31,6,59,1228,1287,13,29,1149,36,160,3651286,Nissequogue village
24655,000,241,7016,4729,9501,14230,265,436,1543,36,160,3651396,North Amityville CDP
24656,000,10,119,197,376,573,3,10,234,36,160,3651418,Northampton CDP
24657,000,775,1263,2369,12122,14491,103,315,9666,36,160,3651440,North Babylon CDP
24660,000,689,2087,9744,4873,14617,156,227,1714,36,160,3651495,North Bay Shore CDP
24661,000,1111,514,1610,14631,16241,92,304,12610,36,160,3651517,North Bellmore CDP
24662,000,263,1947,3032,5912,8944,143,297,3262,36,160,3651528,North Bellport CDP
24670,000,77,106,507,2952,3459,14,56,2699,36,160,3652078,North Great River CDP
24671,000,15,7,39,908,947,5,18,863,36,160,3652188,North Haven village
24672,000,1498,43,110,4600,4710,15,65,2979,36,160,3653022,North Hills village
24674,000,365,574,2411,7095,9506,85,193,5878,36,160,3653198,North Lindenhurst CDP
24675,000,57,47,86,525,611,4,19,398,36,160,3653231,North Lynbrook CDP
24676,000,355,86,1037,13255,14292,33,177,12604,36,160,3653253,North Massapequa CDP
24677,000,503,220,916,8551,9467,58,149,7621,36,160,3653264,North Merrick CDP
24678,000,5447,82,945,11613,12558,156,175,5753,36,160,3653275,North New Hyde Park CDP
24679,000,103,152,1264,4116,5380,24,94,3743,36,160,3653319,North Patchogue CDP
24680,000,119,46,263,5796,6059,24,91,5516,36,160,3653396,Northport village
24682,000,102,54,727,3665,4392,58,120,3331,36,160,3653561,North Sea CDP
24685,000,2680,6663,2066,12755,14821,362,606,2444,36,160,3653748,North Valley Stream CDP
24687,000,15,17,153,1196,1349,2,26,1136,36,160,3653775,Northville CDP
24688,000,308,110,980,8513,9493,38,110,7947,36,160,3653792,North Wantagh CDP
24689,000,96,72,641,3225,3866,49,84,2924,36,160,3653852,Northwest Harbor CDP
24693,000,58,52,412,3161,3573,19,65,2967,36,160,3654056,Noyack CDP
24696,000,14,2,16,210,226,0,0,194,36,160,3654111,Oak Beach CDP
24697,000,82,73,362,5857,6219,9,91,5602,36,160,3654144,Oakdale CDP
24699,000,0,2,5,132,137,1,4,125,36,160,3654430,Ocean Beach village
24700,000,903,511,3152,22643,25795,168,434,20627,36,160,3654441,Oceanside CDP
24704,000,443,17,239,4929,5168,17,52,4400,36,160,3654551,Old Bethpage CDP
24705,000,223,22,76,1524,1600,13,27,1239,36,160,3654562,Old Brookville village
24706,000,71,2,24,722,746,9,14,626,36,160,3654617,Old Field village
24708,000,761,575,289,3316,3605,20,100,1860,36,160,3654705,Old Westbury village
24717,000,10,2,30,845,875,5,15,813,36,160,3655321,Orient CDP
24729,000,193,187,945,4756,5701,24,122,4230,36,160,3655992,Oyster Bay CDP
24730,000,216,21,78,1704,1782,7,39,1421,36,160,3656011,Oyster Bay Cove village
24740,000,205,528,2556,7746,10302,54,201,6758,36,160,3656660,Patchogue village
24746,000,6,12,57,539,596,5,9,507,36,160,3656968,Peconic CDP
24768,000,614,141,808,6883,7691,46,132,5950,36,160,3658409,Plainedge CDP
24769,000,3918,117,1136,19752,20888,84,307,15326,36,160,3658442,Plainview CDP
24770,000,106,9,47,984,1031,4,10,855,36,160,3658475,Plandome village
24771,000,126,0,47,687,734,10,10,541,36,160,3658486,Plandome Heights village
24772,000,73,2,33,587,620,4,2,506,36,160,3658497,Plandome Manor village
24780,000,14,5,54,1259,1313,1,22,1217,36,160,3658849,Point Lookout CDP
24783,000,77,8,36,711,747,0,10,616,36,160,3659157,Poquott village
24790,000,438,82,490,6100,6590,40,196,5344,36,160,3659355,Port Jefferson village
24791,000,420,237,1099,5194,6293,17,132,4388,36,160,3659377,Port Jefferson Station CDP
24796,000,1160,245,1851,10882,12733,61,259,9157,36,160,3659520,Port Washington CDP
24797,000,238,22,214,2295,2509,18,46,1971,36,160,3659531,Port Washington North village
24808,000,18,34,200,585,785,11,23,499,36,160,3660408,Quiogue CDP
24809,000,45,34,94,1281,1375,23,21,1158,36,160,3660422,Quogue village
24821,000,32,28,244,2254,2498,9,36,2149,36,160,3661142,Remsenburg-Speonk CDP
24831,000,273,521,762,10443,11205,48,212,9389,36,160,3661665,Ridge CDP
24834,000,174,1396,3854,8026,11880,86,258,6112,36,160,3661973,Riverhead CDP
24836,000,22,488,847,1570,2417,23,46,991,36,160,3662066,Riverside CDP
24840,000,518,1071,2184,18137,20321,100,322,16126,36,160,3663264,Rockville Centre village
24841,000,197,128,1050,9512,10562,25,285,8877,36,160,3663319,Rocky Point CDP
24846,000,844,432,1944,13152,15096,206,353,11317,36,160,3663473,Ronkonkoma CDP
24847,000,131,6907,5883,7795,13678,153,350,254,36,160,3663506,Roosevelt CDP
24850,000,349,35,435,2061,2496,12,61,1604,36,160,3663770,Roslyn village
24851,000,117,8,30,980,1010,5,24,826,36,160,3663792,Roslyn Estates village
24852,000,142,2,44,801,845,3,31,623,36,160,3663803,Roslyn Harbor village
24853,000,1596,283,482,4592,5074,47,104,2562,36,160,3663814,Roslyn Heights CDP
24861,000,292,3,26,750,776,9,14,432,36,160,3664232,Russell Gardens village
24865,000,77,1,18,690,708,5,13,594,36,160,3664430,Saddle Rock village
24866,000,32,3,1,305,306,5,11,254,36,160,3664441,Saddle Rock Estates CDP
24867,000,27,5,42,585,627,10,11,532,36,160,3664452,Sagaponack village
24868,000,23,190,219,2077,2296,28,65,1771,36,160,3664485,Sag Harbor village
24870,000,391,94,713,10158,10871,31,181,9461,36,160,3664584,St. James CDP
24876,000,1817,236,1802,8213,10015,66,197,5897,36,160,3664842,Salisbury CDP
24879,000,2,0,3,96,99,0,3,91,36,160,3664881,Saltaire village
24883,000,232,27,72,1971,2043,9,27,1676,36,160,3665035,Sands Point village
24891,000,218,150,756,12513,13269,45,240,11860,36,160,3665409,Sayville CDP
24906,000,121,65,310,3692,4002,17,87,3402,36,160,3666047,Sea Cliff village
24907,000,338,88,870,11278,12148,47,213,10592,36,160,3666058,Seaford CDP
24908,000,1965,51,142,3831,3973,16,78,1721,36,160,3666102,Searingtown CDP
24909,000,1120,675,2876,13911,16787,122,336,11658,36,160,3666212,Selden CDP
24912,000,298,56,196,3022,3218,9,105,2554,36,160,3666465,Setauket CDP
24914,000,17,12,130,1224,1354,2,49,1144,36,160,3666828,Shelter Island CDP
24915,000,24,4,57,1351,1408,1,38,1284,36,160,3666850,Shelter Island Heights CDP
24920,000,37,39,483,1313,1796,15,42,1180,36,160,3667048,Shinnecock Hills CDP
24921,000,566,1314,4244,16172,20416,174,623,13495,36,160,3667070,Shirley CDP
24923,000,12,8,30,423,453,0,15,388,36,160,3667191,Shoreham village
24939,000,776,260,1776,18683,20459,98,416,17133,36,160,3667851,Smithtown CDP
24945,000,113,93,513,5332,5845,34,150,4942,36,160,3668374,Sound Beach CDP
24946,000,106,200,546,3219,3765,42,81,2790,36,160,3668462,Southampton village
24953,000,632,223,1456,10112,11568,58,186,9013,36,160,3669001,South Farmingdale CDP
24954,000,172,687,284,1086,1370,25,68,134,36,160,3669023,South Floral Park village
24956,000,64,388,610,1952,2562,28,58,1414,36,160,3669188,South Hempstead CDP
24958,000,629,164,985,6805,7790,31,155,5826,36,160,3669254,South Huntington CDP
24964,000,70,57,535,4597,5132,18,109,4343,36,160,3669452,Southold CDP
24966,000,1013,1271,586,4371,4957,134,191,1762,36,160,3669892,South Valley Stream CDP
24974,000,114,107,2012,4462,6474,21,144,4076,36,160,3670387,Springs CDP
24982,000,124,30,168,1409,1577,6,31,1218,36,160,3671267,Stewart Manor village
24986,000,1375,179,574,10352,10926,57,213,8528,36,160,3671608,Stony Brook CDP
24987,000,1820,3484,1718,8584,10302,117,532,2631,36,160,3671620,Stony Brook University CDP
24996,000,4753,86,665,13708,14373,65,218,8586,36,160,3672554,Syosset CDP
25002,000,355,310,1640,7476,9116,44,181,6586,36,160,3673352,Terryville CDP
25006,000,900,27,100,2024,2124,21,32,1044,36,160,3673605,Thomaston village
25021,000,33,77,261,998,1259,19,27,842,36,160,3675572,Tuckahoe CDP
25030,000,1038,9403,9445,16791,26236,274,685,5391,36,160,3676089,Uniondale CDP
25034,000,1560,49,248,3231,3479,16,77,1529,36,160,3676287,University Gardens CDP
25035,000,218,26,68,1336,1404,9,25,1058,36,160,3676331,Upper Brookville village
25044,000,4991,7118,7848,24067,31915,781,1067,10110,36,160,3676705,Valley Stream village
25054,000,39,18,71,1288,1359,3,25,1203,36,160,3677519,Village of the Branch village
25059,000,83,114,442,5659,6101,24,144,5294,36,160,3677772,Wading River CDP
25061,000,18,16,113,642,755,9,12,587,36,160,3677805,Wainscott CDP
25070,000,392,46,930,13516,14446,53,218,12807,36,160,3678146,Wantagh CDP
25082,000,71,17,142,1915,2057,7,54,1766,36,160,3678575,Water Mill CDP
25097,000,1142,4039,5677,28955,34632,202,801,22771,36,160,3679246,West Babylon CDP
25098,000,110,100,327,3423,3750,15,78,3120,36,160,3679301,West Bay Shore CDP
25099,000,1263,2309,3633,9144,12777,128,323,5121,36,160,3679444,Westbury village
25109,000,39,69,440,2492,2932,23,53,2308,36,160,3680170,Westhampton CDP
25110,000,37,26,217,1538,1755,8,26,1441,36,160,3680181,Westhampton Beach village
25111,000,2,0,2,103,105,0,0,101,36,160,3680186,West Hampton Dunes village
25113,000,1173,1732,2888,12406,15294,202,333,8966,36,160,3680225,West Hempstead CDP
25114,000,309,89,386,4081,4467,20,62,3601,36,160,3680258,West Hills CDP
25116,000,413,138,1872,19575,21447,51,340,18633,36,160,3680302,West Islip CDP
25125,000,59,39,217,3731,3948,11,72,3550,36,160,3680885,West Sayville CDP
25130,000,312,2014,618,3324,3942,64,141,793,36,160,3681419,Wheatley Heights CDP
25139,000,1058,65,538,5514,6052,48,129,4214,36,160,3682117,Williston Park village
25151,000,1187,117,460,7050,7510,28,58,5660,36,160,3682744,Woodbury CDP
25153,000,513,601,710,11757,12467,150,195,10298,36,160,3682942,Woodmere CDP
25155,000,30,3,21,644,665,6,9,596,36,160,3682986,Woodsburgh village
25161,000,132,4799,3721,5651,9372,130,254,336,36,160,3683294,Wyandanch CDP
25164,000,132,225,548,4352,4900,44,155,3796,36,160,3683426,Yaphank CDP
46,003,612,38,326,4893,5219,14,103,4126,34,60,3400300700,Allendale borough
47,003,459,41,89,1314,1403,3,29,782,34,60,3400301090,Alpine borough
48,003,5993,1529,6721,15235,21956,202,313,7198,34,60,3400305170,Bergenfield borough
49,003,613,464,3368,3616,6984,77,132,2330,34,60,3400306490,Bogota borough
50,003,513,95,1155,4047,5202,38,92,3309,34,60,3400310480,Carlstadt borough
51,003,3289,540,6801,14305,21106,277,549,9650,34,60,3400313570,Cliffside Park borough
52,003,2184,66,513,5938,6451,25,149,3514,34,60,3400313810,Closter borough
53,003,2012,57,445,6323,6768,15,115,4124,34,60,3400315820,Cresskill borough
54,003,1130,31,186,3506,3692,23,78,2244,34,60,3400317530,Demarest borough
55,003,2493,370,2732,11519,14251,79,282,8295,34,60,3400318400,Dumont borough
56,003,1270,347,1936,6298,8234,92,157,4432,34,60,3400319510,East Rutherford borough
57,003,4005,622,1501,10116,11617,77,270,5142,34,60,3400320020,Edgewater borough
58,003,1929,1099,4434,12765,17199,201,302,9234,34,60,3400321300,Elmwood Park borough
59,003,567,81,622,5133,5755,18,101,4366,34,60,3400321450,Emerson borough
60,003,2521,5934,7300,15913,23213,251,553,6654,34,60,3400321480,Englewood city
61,003,1982,76,260,3969,4229,14,49,1848,34,60,3400321510,Englewood Cliffs borough
62,003,3297,600,3758,23254,27012,125,460,18772,34,60,3400322470,Fair Lawn borough
63,003,618,202,7516,4170,11686,172,234,2944,34,60,3400322560,Fairview borough
64,003,13804,941,4152,29170,33322,195,557,13673,34,60,3400324420,Fort Lee borough
65,003,833,119,539,8024,8563,29,135,6908,34,60,3400324990,Franklin Lakes borough
66,003,803,1237,9208,16029,25237,163,305,13521,34,60,3400325770,Garfield city
67,003,1076,133,519,8172,8691,25,179,6759,34,60,3400326640,Glen Rock borough
68,003,4031,7923,14785,23197,37982,362,678,10203,34,60,3400328680,Hackensack city
69,003,743,18,185,3403,3588,14,65,2563,34,60,3400330150,Harrington Park borough
70,003,1131,270,1814,7858,9672,58,176,6223,34,60,3400330420,Hasbrouck Heights borough
71,003,416,38,122,2431,2553,10,54,1913,34,60,3400330540,Haworth borough
72,003,566,78,742,7077,7819,40,125,6268,34,60,3400331920,Hillsdale borough
73,003,236,22,184,2915,3099,19,32,2606,34,60,3400332310,Ho-Ho-Kus borough
74,003,2997,169,1207,6070,7277,26,123,2755,34,60,3400340020,Leonia borough
75,003,2323,390,2666,6386,9052,65,169,3439,34,60,3400340680,Little Ferry borough
76,003,1802,1592,8003,13001,21004,137,354,9116,34,60,3400341100,Lodi borough
77,003,1377,505,4506,13882,18388,149,390,11461,34,60,3400342090,Lyndhurst township
78,003,2196,592,1637,19726,21363,147,453,16338,34,60,3400342750,Mahwah township
79,003,1142,450,1897,6183,8080,66,131,4394,34,60,3400344880,Maywood borough
80,003,189,59,489,5096,5585,24,88,4736,34,60,3400346110,Midland Park borough
81,003,938,98,436,6056,6492,15,110,4895,34,60,3400347610,Montvale borough
82,003,270,15,939,1547,2486,14,33,1215,34,60,3400347700,Moonachie borough
83,003,2824,618,2410,11166,13576,98,276,7350,34,60,3400351660,New Milford borough
84,003,956,230,3869,9578,13447,115,341,7936,34,60,3400352320,North Arlington borough
85,003,974,41,411,3350,3761,13,82,2240,34,60,3400353430,Northvale borough
86,003,1366,51,284,4146,4430,5,68,2656,34,60,3400353610,Norwood borough
87,003,479,104,791,9160,9951,33,226,8318,34,60,3400353850,Oakland borough
88,003,1183,44,271,4279,4550,7,79,2966,34,60,3400354870,Old Tappan borough
89,003,896,51,502,5793,6295,27,101,4718,34,60,3400354990,Oradell borough
90,003,10443,213,3516,13422,16938,64,166,2536,34,60,3400355770,Palisades Park borough
91,003,5459,356,2053,19538,21591,114,557,13052,34,60,3400355950,Paramus borough
92,003,501,77,621,6490,7111,27,111,5774,34,60,3400356130,Park Ridge borough
93,003,893,100,905,10517,11422,51,180,9293,34,60,3400361680,Ramsey borough
94,003,2781,153,2489,6841,9330,93,156,3658,34,60,3400362910,Ridgefield borough
95,003,1207,523,4629,5972,10601,68,225,3949,34,60,3400362940,Ridgefield Park village
96,003,3150,266,1309,17149,18458,65,449,13219,34,60,3400363000,Ridgewood village
97,003,2427,213,957,8107,9064,33,149,5285,34,60,3400363360,River Edge borough
98,003,736,95,502,7215,7717,27,131,6226,34,60,3400363690,River Vale township
99,003,510,163,1157,3654,4811,25,99,2857,34,60,3400363990,Rochelle Park township
100,003,27,9,15,335,350,1,7,291,34,60,3400364170,Rockleigh borough
101,003,2115,551,2537,12507,15044,126,418,9297,34,60,3400365280,Rutherford borough
102,003,1015,361,1967,9619,11586,42,173,8028,34,60,3400365340,Saddle Brook township
103,003,367,54,156,2645,2801,23,55,2146,34,60,3400365400,Saddle River borough
104,003,148,102,895,1229,2124,13,29,937,34,60,3400368970,South Hackensack township
105,003,3579,7636,6554,25214,31768,441,917,12641,34,60,3400372360,Teaneck township
106,003,3216,162,756,10107,10863,59,234,6436,34,60,3400372420,Tenafly borough
107,003,1,5,16,28,44,0,1,21,34,60,3400372480,Teterboro borough
108,003,898,94,354,5898,6252,21,145,4740,34,60,3400375140,Upper Saddle River borough
109,003,488,86,870,6810,7680,19,124,6093,34,60,3400376400,Waldwick borough
110,003,576,271,1677,8035,9712,81,120,6987,34,60,3400376490,Wallington borough
111,003,461,68,526,6826,7352,13,112,6172,34,60,3400377135,Washington township
112,003,724,373,1160,7822,8982,26,202,6497,34,60,3400380270,Westwood borough
113,003,402,46,282,4413,4695,14,89,3862,34,60,3400382300,Woodcliff Lake borough
114,003,1310,266,1264,6867,8131,62,127,5102,34,60,3400382570,Wood-Ridge borough
115,003,654,63,955,11612,12567,19,242,10634,34,60,3400383050,Wyckoff township
225,013,3584,2512,14399,16333,30732,411,626,9200,34,60,3401304695,Belleville township
226,013,3817,8009,11794,30956,42750,598,1347,17185,34,60,3401306260,Bloomfield township
227,013,468,388,968,6511,7479,45,140,5470,34,60,3401309250,Caldwell borough
228,013,837,268,1078,9432,10510,63,219,8045,34,60,3401311200,Cedar Grove township
229,013,251,16778,6973,19097,26070,209,943,916,34,60,3401313045,City of Orange township
230,013,428,42375,6278,47318,53596,613,2643,1259,34,60,3401319390,East Orange city
231,013,72,18,83,1594,1677,4,35,1465,34,60,3401321840,Essex Fells borough
232,013,275,24,475,5704,6179,19,99,5287,34,60,3401322385,Fairfield township
233,013,424,232,329,5112,5441,30,202,4224,34,60,3401326610,Glen Ridge borough
234,013,361,36682,6168,39947,46115,373,1646,885,34,60,3401334450,Irvington township
235,013,6348,693,1094,22229,23323,140,384,14664,34,60,3401340890,Livingston township
236,013,782,6048,1435,17341,18776,140,743,9628,34,60,3401343800,Maplewood township
237,013,4627,332,652,14635,15287,92,369,9215,34,60,3401346380,Millburn township
238,013,1633,7432,3062,28318,31380,360,1255,17638,34,60,3401347500,Montclair township
239,013,4188,111203,82955,152171,235126,5934,9609,21237,34,60,3401351000,Newark city
240,013,381,57,285,4758,5043,8,93,4219,34,60,3401352620,North Caldwell borough
241,013,2755,761,4083,19989,24072,147,472,15854,34,60,3401353680,Nutley township
242,013,421,152,278,4859,5137,26,93,4167,34,60,3401364590,Roseland borough
243,013,1036,3172,1227,13333,14560,228,512,8385,34,60,3401369274,South Orange Village township
244,013,552,273,921,10398,11319,44,229,9300,34,60,3401375815,Verona township
245,013,376,111,647,7950,8597,44,188,7231,34,60,3401378510,West Caldwell township
246,013,2965,10655,6783,31556,38339,356,1273,16307,34,60,3401379800,West Orange township
271,017,5505,5500,15855,39992,55847,494,1314,27179,34,60,3401703580,Bayonne city
272,017,231,49,1228,829,2057,58,57,434,34,60,3401719360,East Newark borough
273,017,921,304,6067,3526,9593,67,124,2110,34,60,3401728650,Guttenberg town
274,017,4391,642,5864,10240,16104,401,646,4160,34,60,3401730210,Harrison town
275,017,5513,1885,6738,44284,51022,411,1291,35184,34,60,3401732250,Hoboken city
276,017,68293,42352,55476,180269,235745,3750,6586,59288,34,60,3401736000,Jersey City city
277,017,1761,1118,15360,18139,33499,1038,1610,12612,34,60,3401736510,Kearny town
278,017,3692,1231,35685,15580,51265,409,658,9590,34,60,3401752470,North Bergen township
279,017,5635,760,3643,14475,18118,107,316,7657,34,60,3401766570,Secaucus town
280,017,2082,1149,43377,9723,53100,343,520,5629,34,60,3401774630,Union City city
281,017,2216,571,4531,9831,14362,99,346,6599,34,60,3401777930,Weehawken township
282,017,3151,1071,31343,10696,42039,301,490,5683,34,60,3401779610,West New York town
283,019,78,55,191,3674,3865,31,104,3406,34,60,3401900550,Alexandria township
284,019,72,28,129,2844,2973,8,71,2665,34,60,3401905650,Bethlehem township
285,019,11,18,36,622,658,4,16,573,34,60,3401906370,Bloomsbury borough
286,019,11,1,27,770,797,6,26,726,34,60,3401909280,Califon borough
287,019,175,42,198,1964,2162,14,45,1688,34,60,3401913720,Clinton town
288,019,588,723,814,10126,10940,49,262,8504,34,60,3401913750,Clinton township
289,019,44,25,182,3614,3796,17,86,3442,34,60,3401917170,Delaware township
290,019,60,31,134,3143,3277,23,71,2958,34,60,3401918820,East Amwell township
291,019,249,96,1228,2363,3591,11,72,1935,34,60,3401923700,Flemington borough
292,019,51,21,145,2526,2671,19,91,2344,34,60,3401924870,Franklin township
293,019,17,13,69,1041,1110,13,31,967,34,60,3401925350,Frenchtown borough
294,019,15,44,100,1264,1364,13,32,1160,34,60,3401926550,Glen Gardner borough
295,019,31,22,99,1070,1169,7,34,976,34,60,3401929460,Hampton borough
296,019,88,28,217,2568,2785,7,65,2380,34,60,3401931320,High Bridge borough
297,019,40,24,154,4027,4181,9,102,3852,34,60,3401932460,Holland township
298,019,33,33,89,3009,3098,7,87,2849,34,60,3401937065,Kingwood township
299,019,55,64,356,3207,3563,14,76,2998,34,60,3401938610,Lambertville city
300,019,56,49,91,1289,1380,1,35,1148,34,60,3401939630,Lebanon borough
301,019,100,44,224,4787,5011,30,125,4488,34,60,3401939660,Lebanon township
302,019,5,9,55,941,996,6,20,901,34,60,3401946260,Milford borough
303,019,1594,450,1269,17142,18411,79,427,14592,34,60,3401961920,Raritan township
304,019,615,166,825,12225,13050,25,275,11144,34,60,3401962250,Readington township
305,019,8,0,9,421,430,1,12,400,34,60,3401970980,Stockton borough
306,019,181,49,223,4542,4765,31,116,4165,34,60,3401972510,Tewksbury township
307,019,195,459,443,5110,5553,20,106,4330,34,60,3401974420,Union township
308,019,57,52,120,2304,2424,6,47,2142,34,60,3401978230,West Amwell township
309,021,5501,2075,5442,18254,23696,141,464,10073,34,60,3402119780,East Windsor township
310,021,1681,9278,3668,28042,31710,232,860,15991,34,60,3402122185,Ewing township
311,021,3435,9068,12512,62046,74558,292,1658,47593,34,60,3402129310,Hamilton township
312,021,272,327,1462,3090,4552,24,134,2333,34,60,3402131620,Hightstown borough
313,021,27,27,67,1444,1511,8,44,1338,34,60,3402133150,Hopewell borough
314,021,1459,486,713,12928,13641,61,347,10575,34,60,3402133180,Hopewell township
315,021,4681,3065,2651,24380,27031,145,743,15746,34,60,3402139510,Lawrence township
316,021,68,37,43,2066,2109,4,46,1911,34,60,3402157600,Pennington borough
317,021,5540,1459,2277,22927,25204,151,960,14817,34,60,3402160900,Princeton
318,021,2887,371,527,10922,11449,58,246,7360,34,60,3402163850,Robbinsville township
319,021,493,29219,27944,39145,67089,399,1284,7750,34,60,3402174000,Trenton city
320,021,11032,874,1047,21075,22122,95,450,8624,34,60,3402180240,West Windsor township
321,023,4407,2906,6802,12773,19575,162,377,4921,34,60,3402310750,Carteret borough
322,023,593,77,119,2821,2940,11,47,2093,34,60,3402315550,Cranbury township
323,023,322,510,1956,3846,5802,63,156,2795,34,60,3402318490,Dunellen borough
324,023,10436,1617,3274,35453,38727,254,815,22331,34,60,3402319000,East Brunswick township
325,023,42389,5973,7768,75082,82850,518,1407,24795,34,60,3402320230,Edison township
326,023,103,81,191,1832,2023,12,61,1575,34,60,3402330840,Helmetta borough
327,023,2144,1020,1626,10397,12023,132,335,6766,34,60,3402331470,Highland Park borough
328,023,223,314,1265,3232,4497,36,126,2533,34,60,3402334890,Jamesburg borough
329,023,2109,531,1009,10591,11600,67,342,7542,34,60,3402345690,Metuchen borough
330,023,913,667,2666,8832,11498,61,240,6951,34,60,3402345900,Middlesex borough
331,023,202,133,557,4903,5460,25,122,4421,34,60,3402346620,Milltown borough
332,023,9052,1408,2029,38139,40168,147,559,26973,34,60,3402347280,Monroe township
333,023,5521,5248,21332,21683,43015,651,587,9676,34,60,3402351210,New Brunswick city
334,023,8926,5971,7502,27193,34695,403,761,11132,34,60,3402352560,North Brunswick township
335,023,8182,3752,6811,47381,54192,353,1220,33874,34,60,3402354705,Old Bridge township
336,023,534,2709,33672,7377,41049,239,360,3535,34,60,3402358200,Perth Amboy city
337,023,19869,9462,6154,44088,50242,837,1042,12878,34,60,3402359010,Piscataway township
338,023,9898,1296,1113,17702,18815,99,364,6045,34,60,3402359280,Plainsboro township
339,023,5880,4298,5535,30310,35845,312,840,18980,34,60,3402365790,Sayreville borough
340,023,400,388,1442,6123,7565,43,175,5117,34,60,3402368550,South Amboy city
341,023,16470,2651,2463,33857,36320,149,688,13899,34,60,3402368790,South Brunswick township
342,023,3597,1976,3225,16104,19329,277,476,9778,34,60,3402369390,South Plainfield borough
343,023,728,787,2887,9813,12700,321,597,7380,34,60,3402369420,South River borough
344,023,420,204,645,6001,6646,19,183,5175,34,60,3402369810,Spotswood borough
345,023,20983,8045,16295,66138,82433,630,1709,34771,34,60,3402382000,Woodbridge township
346,025,0,0,0,0,0,0,0,0,34,60,3402500000,County subdivisions not defined
347,025,919,1505,1871,13720,15591,110,451,10735,34,60,3402500070,Aberdeen township
348,025,3,2,14,388,402,0,6,377,34,60,3402500730,Allenhurst borough
