csa_id,csa_name,st_id,co_id,stco,co_name,st_name
378,"Minneapolis-St. Paul, MN-WI",55,109,55109,St. Croix,Wisconsin
378,"Minneapolis-St. Paul, MN-WI",55,93,55093,Pierce,Wisconsin
408,"New York-Newark, NY-NJ-CT-PA",9,1,9001,Fairfield,Connecticut
408,"New York-Newark, NY-NJ-CT-PA",9,5,9005,Litchfield,Connecticut
408,"New York-Newark, NY-NJ-CT-PA",9,9,9009,New Haven,Connecticut
408,"New York-Newark, NY-NJ-CT-PA",34,3,34003,Bergen,New Jersey
408,"New York-Newark, NY-NJ-CT-PA",34,13,34013,Essex,New Jersey
408,"New York-Newark, NY-NJ-CT-PA",34,17,34017,Hudson,New Jersey
408,"New York-Newark, NY-NJ-CT-PA",34,19,34019,Hunterdon,New Jersey
408,"New York-Newark, NY-NJ-CT-PA",34,21,34021,Mercer,New Jersey
408,"New York-Newark, NY-NJ-CT-PA",34,23,34023,Middlesex,New Jersey
408,"New York-Newark, NY-NJ-CT-PA",34,25,34025,Monmouth,New Jersey
408,"New York-Newark, NY-NJ-CT-PA",34,27,34027,Morris,New Jersey
408,"New York-Newark, NY-NJ-CT-PA",34,29,34029,Ocean,New Jersey
408,"New York-Newark, NY-NJ-CT-PA",34,31,34031,Passaic,New Jersey
408,"New York-Newark, NY-NJ-CT-PA",34,35,34035,Somerset,New Jersey
408,"New York-Newark, NY-NJ-CT-PA",34,37,34037,Sussex,New Jersey
408,"New York-Newark, NY-NJ-CT-PA",34,39,34039,Union,New Jersey
408,"New York-Newark, NY-NJ-CT-PA",34,41,34041,Warren,New Jersey
408,"New York-Newark, NY-NJ-CT-PA",36,5,36005,Bronx,New York
408,"New York-Newark, NY-NJ-CT-PA",36,27,36027,Dutchess,New York
408,"New York-Newark, NY-NJ-CT-PA",36,47,36047,Kings,New York
408,"New York-Newark, NY-NJ-CT-PA",36,59,36059,Nassau,New York
408,"New York-Newark, NY-NJ-CT-PA",36,61,36061,New York,New York
408,"New York-Newark, NY-NJ-CT-PA",36,71,36071,Orange,New York
408,"New York-Newark, NY-NJ-CT-PA",36,79,36079,Putnam,New York
408,"New York-Newark, NY-NJ-CT-PA",36,81,36081,Queens,New York
408,"New York-Newark, NY-NJ-CT-PA",36,85,36085,Richmond,New York
408,"New York-Newark, NY-NJ-CT-PA",36,87,36087,Rockland,New York
408,"New York-Newark, NY-NJ-CT-PA",36,103,36103,Suffolk,New York
408,"New York-Newark, NY-NJ-CT-PA",36,111,36111,Ulster,New York
408,"New York-Newark, NY-NJ-CT-PA",36,119,36119,Westchester,New York
408,"New York-Newark, NY-NJ-CT-PA",36,105,36105,Sullivan,New York
