stco,id_00,nm_00,geoid,name
34025,3402502440,"Avon-by-the-Sea borough, Monmouth County, New Jersey",3402502440,"Avon-by-the-Sea borough, Monmouth County, New Jersey"
34025,3402504930,"Belmar borough, Monmouth County, New Jersey",3402504930,"Belmar borough, Monmouth County, New Jersey"
34025,3402506970,"Bradley Beach borough, Monmouth County, New Jersey",3402506970,"Bradley Beach borough, Monmouth County, New Jersey"
34025,3402507750,"Brielle borough, Monmouth County, New Jersey",3402507750,"Brielle borough, Monmouth County, New Jersey"
34025,3402514560,"Colts Neck township, Monmouth County, New Jersey",3402514560,"Colts Neck township, Monmouth County, New Jersey"
34025,3402516660,"Deal borough, Monmouth County, New Jersey",3402516660,"Deal borough, Monmouth County, New Jersey"
34025,3402519840,"Eatontown borough, Monmouth County, New Jersey",3402519840,"Eatontown borough, Monmouth County, New Jersey"
34025,3402521570,"Englishtown borough, Monmouth County, New Jersey",3402521570,"Englishtown borough, Monmouth County, New Jersey"
34025,3402522440,"Fair Haven borough, Monmouth County, New Jersey",3402522440,"Fair Haven borough, Monmouth County, New Jersey"
34025,3402522950,"Farmingdale borough, Monmouth County, New Jersey",3402522950,"Farmingdale borough, Monmouth County, New Jersey"
34025,3402525200,"Freehold borough, Monmouth County, New Jersey",3402525200,"Freehold borough, Monmouth County, New Jersey"
34025,3402525230,"Freehold township, Monmouth County, New Jersey",3402525230,"Freehold township, Monmouth County, New Jersey"
34025,3402530690,"Hazlet township, Monmouth County, New Jersey",3402530690,"Hazlet township, Monmouth County, New Jersey"
34025,3402531500,"Highlands borough, Monmouth County, New Jersey",3402531500,"Highlands borough, Monmouth County, New Jersey"
34025,3402532640,"Holmdel township, Monmouth County, New Jersey",3402532640,"Holmdel township, Monmouth County, New Jersey"
34025,3402533300,"Howell township, Monmouth County, New Jersey",3402533300,"Howell township, Monmouth County, New Jersey"
34025,3402534200,"Interlaken borough, Monmouth County, New Jersey",3402534200,"Interlaken borough, Monmouth County, New Jersey"
34025,3402536480,"Keansburg borough, Monmouth County, New Jersey",3402536480,"Keansburg borough, Monmouth County, New Jersey"
34025,3402536810,"Keyport borough, Monmouth County, New Jersey",3402536810,"Keyport borough, Monmouth County, New Jersey"
34025,3402540770,"Little Silver borough, Monmouth County, New Jersey",3402540770,"Little Silver borough, Monmouth County, New Jersey"
34025,3402541010,"Loch Arbour village, Monmouth County, New Jersey",3402541010,"Loch Arbour village, Monmouth County, New Jersey"
34025,3402541310,"Long Branch city, Monmouth County, New Jersey",3402541310,"Long Branch city, Monmouth County, New Jersey"
34025,3402542990,"Manalapan township, Monmouth County, New Jersey",3402542990,"Manalapan township, Monmouth County, New Jersey"
34025,3402543050,"Manasquan borough, Monmouth County, New Jersey",3402543050,"Manasquan borough, Monmouth County, New Jersey"
34025,3402544070,"Marlboro township, Monmouth County, New Jersey",3402544070,"Marlboro township, Monmouth County, New Jersey"
34025,3402544520,"Matawan borough, Monmouth County, New Jersey",3402544520,"Matawan borough, Monmouth County, New Jersey"
34025,3402545990,"Middletown township, Monmouth County, New Jersey",3402545990,"Middletown township, Monmouth County, New Jersey"
34025,3402546560,"Millstone township, Monmouth County, New Jersey",3402546560,"Millstone township, Monmouth County, New Jersey"
34025,3402547130,"Monmouth Beach borough, Monmouth County, New Jersey",3402547130,"Monmouth Beach borough, Monmouth County, New Jersey"
34025,3402549890,"Neptune township, Monmouth County, New Jersey",3402549890,"Neptune township, Monmouth County, New Jersey"
34025,3402549920,"Neptune City borough, Monmouth County, New Jersey",3402549920,"Neptune City borough, Monmouth County, New Jersey"
34025,3402554270,"Ocean township, Monmouth County, New Jersey",3402554270,"Ocean township, Monmouth County, New Jersey"
34025,3402554570,"Oceanport borough, Monmouth County, New Jersey",3402554570,"Oceanport borough, Monmouth County, New Jersey"
34025,3402562430,"Red Bank borough, Monmouth County, New Jersey",3402562430,"Red Bank borough, Monmouth County, New Jersey"
34025,3402564410,"Roosevelt borough, Monmouth County, New Jersey",3402564410,"Roosevelt borough, Monmouth County, New Jersey"
34025,3402565130,"Rumson borough, Monmouth County, New Jersey",3402565130,"Rumson borough, Monmouth County, New Jersey"
34025,3402566240,"Sea Bright borough, Monmouth County, New Jersey",3402566240,"Sea Bright borough, Monmouth County, New Jersey"
34025,3402566330,"Sea Girt borough, Monmouth County, New Jersey",3402566330,"Sea Girt borough, Monmouth County, New Jersey"
34025,3402567350,"Shrewsbury borough, Monmouth County, New Jersey",3402567350,"Shrewsbury borough, Monmouth County, New Jersey"
34025,3402567365,"Shrewsbury township, Monmouth County, New Jersey",3402567365,"Shrewsbury township, Monmouth County, New Jersey"
34025,3402568670,"South Belmar borough, Monmouth County, New Jersey",3402537560,"Lake Como borough, Monmouth County, New Jersey"
34025,3402570110,"Spring Lake borough, Monmouth County, New Jersey",3402570110,"Spring Lake borough, Monmouth County, New Jersey"
34025,3402570140,"Spring Lake Heights borough, Monmouth County, New Jersey",3402570140,"Spring Lake Heights borough, Monmouth County, New Jersey"
34025,3402573020,"Tinton Falls borough, Monmouth County, New Jersey",3402573020,"Tinton Falls borough, Monmouth County, New Jersey"
34025,3402574540,"Union Beach borough, Monmouth County, New Jersey",3402574540,"Union Beach borough, Monmouth County, New Jersey"
34025,3402574900,"Upper Freehold township, Monmouth County, New Jersey",3402574900,"Upper Freehold township, Monmouth County, New Jersey"
34025,3402576460,"Wall township, Monmouth County, New Jersey",3402576460,"Wall township, Monmouth County, New Jersey"
34025,3402579310,"West Long Branch borough, Monmouth County, New Jersey",3402579310,"West Long Branch borough, Monmouth County, New Jersey"
34027,3402706610,"Boonton town, Morris County, New Jersey",3402706610,"Boonton town, Morris County, New Jersey"
34027,3402706640,"Boonton township, Morris County, New Jersey",3402706640,"Boonton township, Morris County, New Jersey"
34027,3402709040,"Butler borough, Morris County, New Jersey",3402709040,"Butler borough, Morris County, New Jersey"
34027,3402712100,"Chatham borough, Morris County, New Jersey",3402712100,"Chatham borough, Morris County, New Jersey"
34027,3402712130,"Chatham township, Morris County, New Jersey",3402712130,"Chatham township, Morris County, New Jersey"
34027,3402712580,"Chester borough, Morris County, New Jersey",3402712580,"Chester borough, Morris County, New Jersey"
34027,3402712610,"Chester township, Morris County, New Jersey",3402712610,"Chester township, Morris County, New Jersey"
34027,3402717650,"Denville township, Morris County, New Jersey",3402717650,"Denville township, Morris County, New Jersey"
34027,3402718070,"Dover town, Morris County, New Jersey",3402718070,"Dover town, Morris County, New Jersey"
34027,3402719210,"East Hanover township, Morris County, New Jersey",3402719210,"East Hanover township, Morris County, New Jersey"
34027,3402723910,"Florham Park borough, Morris County, New Jersey",3402723910,"Florham Park borough, Morris County, New Jersey"
34027,3402729550,"Hanover township, Morris County, New Jersey",3402729550,"Hanover township, Morris County, New Jersey"
34027,3402729700,"Harding township, Morris County, New Jersey",3402729700,"Harding township, Morris County, New Jersey"
34027,3402734980,"Jefferson township, Morris County, New Jersey",3402734980,"Jefferson township, Morris County, New Jersey"
34027,3402737110,"Kinnelon borough, Morris County, New Jersey",3402737110,"Kinnelon borough, Morris County, New Jersey"
34027,3402740290,"Lincoln Park borough, Morris County, New Jersey",3402740290,"Lincoln Park borough, Morris County, New Jersey"
34027,3402741362,"Long Hill township, Morris County, New Jersey",3402741362,"Long Hill township, Morris County, New Jersey"
34027,3402742510,"Madison borough, Morris County, New Jersey",3402742510,"Madison borough, Morris County, New Jersey"
34027,3402745330,"Mendham borough, Morris County, New Jersey",3402745330,"Mendham borough, Morris County, New Jersey"
34027,3402745360,"Mendham township, Morris County, New Jersey",3402745360,"Mendham township, Morris County, New Jersey"
34027,3402746860,"Mine Hill township, Morris County, New Jersey",3402746860,"Mine Hill township, Morris County, New Jersey"
34027,3402747670,"Montville township, Morris County, New Jersey",3402747670,"Montville township, Morris County, New Jersey"
34027,3402748090,"Morris township, Morris County, New Jersey",3402748090,"Morris township, Morris County, New Jersey"
34027,3402748210,"Morris Plains borough, Morris County, New Jersey",3402748210,"Morris Plains borough, Morris County, New Jersey"
34027,3402748300,"Morristown town, Morris County, New Jersey",3402748300,"Morristown town, Morris County, New Jersey"
34027,3402748480,"Mountain Lakes borough, Morris County, New Jersey",3402748480,"Mountain Lakes borough, Morris County, New Jersey"
34027,3402748690,"Mount Arlington borough, Morris County, New Jersey",3402748690,"Mount Arlington borough, Morris County, New Jersey"
34027,3402749080,"Mount Olive township, Morris County, New Jersey",3402749080,"Mount Olive township, Morris County, New Jersey"
34027,3402750130,"Netcong borough, Morris County, New Jersey",3402750130,"Netcong borough, Morris County, New Jersey"
34027,3402756460,"Parsippany-Troy Hills township, Morris County, New Jersey",3402756460,"Parsippany-Troy Hills township, Morris County, New Jersey"
34027,3402758110,"Pequannock township, Morris County, New Jersey",3402758110,"Pequannock township, Morris County, New Jersey"
34027,3402761890,"Randolph township, Morris County, New Jersey",3402761890,"Randolph township, Morris County, New Jersey"
34027,3402763300,"Riverdale borough, Morris County, New Jersey",3402763300,"Riverdale borough, Morris County, New Jersey"
34027,3402764050,"Rockaway borough, Morris County, New Jersey",3402764050,"Rockaway borough, Morris County, New Jersey"
34027,3402764080,"Rockaway township, Morris County, New Jersey",3402764080,"Rockaway township, Morris County, New Jersey"
34027,3402764980,"Roxbury township, Morris County, New Jersey",3402764980,"Roxbury township, Morris County, New Jersey"
34027,3402775890,"Victory Gardens borough, Morris County, New Jersey",3402775890,"Victory Gardens borough, Morris County, New Jersey"
34027,3402777240,"Washington township, Morris County, New Jersey",3402777240,"Washington township, Morris County, New Jersey"
34027,3402780390,"Wharton borough, Morris County, New Jersey",3402780390,"Wharton borough, Morris County, New Jersey"
34029,3402900000,"County subdivisions not defined, Ocean County, New Jersey",3402900000,"County subdivisions not defined, Ocean County, New Jersey"
34029,3402903050,"Barnegat township, Ocean County, New Jersey",3402903050,"Barnegat township, Ocean County, New Jersey"
34029,3402903130,"Barnegat Light borough, Ocean County, New Jersey",3402903130,"Barnegat Light borough, Ocean County, New Jersey"
34029,3402903520,"Bay Head borough, Ocean County, New Jersey",3402903520,"Bay Head borough, Ocean County, New Jersey"
34029,3402903940,"Beach Haven borough, Ocean County, New Jersey",3402903940,"Beach Haven borough, Ocean County, New Jersey"
34029,3402904180,"Beachwood borough, Ocean County, New Jersey",3402904180,"Beachwood borough, Ocean County, New Jersey"
34029,3402905305,"Berkeley township, Ocean County, New Jersey",3402905305,"Berkeley township, Ocean County, New Jersey"
34029,3402907420,"Brick township, Ocean County, New Jersey",3402907420,"Brick township, Ocean County, New Jersey"
34029,3402918130,"Dover township, Ocean County, New Jersey",3402973125,"Toms River township, Ocean County, New Jersey"
34029,3402918670,"Eagleswood township, Ocean County, New Jersey",3402918670,"Eagleswood township, Ocean County, New Jersey"
34029,3402930390,"Harvey Cedars borough, Ocean County, New Jersey",3402930390,"Harvey Cedars borough, Ocean County, New Jersey"
34029,3402934530,"Island Heights borough, Ocean County, New Jersey",3402934530,"Island Heights borough, Ocean County, New Jersey"
34029,3402934680,"Jackson township, Ocean County, New Jersey",3402934680,"Jackson township, Ocean County, New Jersey"
34029,3402937380,"Lacey township, Ocean County, New Jersey",3402937380,"Lacey township, Ocean County, New Jersey"
34029,3402937770,"Lakehurst borough, Ocean County, New Jersey",3402937770,"Lakehurst borough, Ocean County, New Jersey"
34029,3402938550,"Lakewood township, Ocean County, New Jersey",3402938550,"Lakewood township, Ocean County, New Jersey"
34029,3402939390,"Lavallette borough, Ocean County, New Jersey",3402939390,"Lavallette borough, Ocean County, New Jersey"
34029,3402940560,"Little Egg Harbor township, Ocean County, New Jersey",3402940560,"Little Egg Harbor township, Ocean County, New Jersey"
34029,3402941250,"Long Beach township, Ocean County, New Jersey",3402941250,"Long Beach township, Ocean County, New Jersey"
34029,3402943140,"Manchester township, Ocean County, New Jersey",3402943140,"Manchester township, Ocean County, New Jersey"
34029,3402943380,"Mantoloking borough, Ocean County, New Jersey",3402943380,"Mantoloking borough, Ocean County, New Jersey"
34029,3402954300,"Ocean township, Ocean County, New Jersey",3402954300,"Ocean township, Ocean County, New Jersey"
34029,3402954450,"Ocean Gate borough, Ocean County, New Jersey",3402954450,"Ocean Gate borough, Ocean County, New Jersey"
34029,3402958590,"Pine Beach borough, Ocean County, New Jersey",3402958590,"Pine Beach borough, Ocean County, New Jersey"
34029,3402959790,"Plumsted township, Ocean County, New Jersey",3402959790,"Plumsted township, Ocean County, New Jersey"
34029,3402959880,"Point Pleasant borough, Ocean County, New Jersey",3402959880,"Point Pleasant borough, Ocean County, New Jersey"
34029,3402959910,"Point Pleasant Beach borough, Ocean County, New Jersey",3402959910,"Point Pleasant Beach borough, Ocean County, New Jersey"
34029,3402966450,"Seaside Heights borough, Ocean County, New Jersey",3402966450,"Seaside Heights borough, Ocean County, New Jersey"
34029,3402966480,"Seaside Park borough, Ocean County, New Jersey",3402966480,"Seaside Park borough, Ocean County, New Jersey"
34029,3402967110,"Ship Bottom borough, Ocean County, New Jersey",3402967110,"Ship Bottom borough, Ocean County, New Jersey"
34029,3402969510,"South Toms River borough, Ocean County, New Jersey",3402969510,"South Toms River borough, Ocean County, New Jersey"
34029,3402970320,"Stafford township, Ocean County, New Jersey",3402970320,"Stafford township, Ocean County, New Jersey"
34029,3402971640,"Surf City borough, Ocean County, New Jersey",3402971640,"Surf City borough, Ocean County, New Jersey"
34029,3402974210,"Tuckerton borough, Ocean County, New Jersey",3402974210,"Tuckerton borough, Ocean County, New Jersey"
34031,3403106340,"Bloomingdale borough, Passaic County, New Jersey",3403106340,"Bloomingdale borough, Passaic County, New Jersey"
34031,3403113690,"Clifton city, Passaic County, New Jersey",3403113690,"Clifton city, Passaic County, New Jersey"
34031,3403129070,"Haledon borough, Passaic County, New Jersey",3403129070,"Haledon borough, Passaic County, New Jersey"
34031,3403130570,"Hawthorne borough, Passaic County, New Jersey",3403130570,"Hawthorne borough, Passaic County, New Jersey"
34031,3403140620,"Little Falls township, Passaic County, New Jersey",3403140620,"Little Falls township, Passaic County, New Jersey"
34031,3403153040,"North Haledon borough, Passaic County, New Jersey",3403153040,"North Haledon borough, Passaic County, New Jersey"
34031,3403156550,"Passaic city, Passaic County, New Jersey",3403156550,"Passaic city, Passaic County, New Jersey"
34031,3403157000,"Paterson city, Passaic County, New Jersey",3403157000,"Paterson city, Passaic County, New Jersey"
34031,3403160090,"Pompton Lakes borough, Passaic County, New Jersey",3403160090,"Pompton Lakes borough, Passaic County, New Jersey"
34031,3403161170,"Prospect Park borough, Passaic County, New Jersey",3403161170,"Prospect Park borough, Passaic County, New Jersey"
34031,3403163150,"Ringwood borough, Passaic County, New Jersey",3403163150,"Ringwood borough, Passaic County, New Jersey"
34031,3403173140,"Totowa borough, Passaic County, New Jersey",3403173140,"Totowa borough, Passaic County, New Jersey"
34031,3403176730,"Wanaque borough, Passaic County, New Jersey",3403176730,"Wanaque borough, Passaic County, New Jersey"
34031,3403177840,"Wayne township, Passaic County, New Jersey",3403177840,"Wayne township, Passaic County, New Jersey"
34031,3403179460,"West Milford township, Passaic County, New Jersey",3403179460,"West Milford township, Passaic County, New Jersey"
34031,3403179820,"West Paterson borough, Passaic County, New Jersey",3403182423,"Woodland Park borough, Passaic County, New Jersey"
34035,3403504450,"Bedminster township, Somerset County, New Jersey",3403504450,"Bedminster township, Somerset County, New Jersey"
34035,3403505560,"Bernards township, Somerset County, New Jersey",3403505560,"Bernards township, Somerset County, New Jersey"
34035,3403505590,"Bernardsville borough, Somerset County, New Jersey",3403505590,"Bernardsville borough, Somerset County, New Jersey"
34035,3403506790,"Bound Brook borough, Somerset County, New Jersey",3403506790,"Bound Brook borough, Somerset County, New Jersey"
34035,3403507180,"Branchburg township, Somerset County, New Jersey",3403507180,"Branchburg township, Somerset County, New Jersey"
34035,3403507720,"Bridgewater township, Somerset County, New Jersey",3403507720,"Bridgewater township, Somerset County, New Jersey"
34035,3403522890,"Far Hills borough, Somerset County, New Jersey",3403522890,"Far Hills borough, Somerset County, New Jersey"
34035,3403524900,"Franklin township, Somerset County, New Jersey",3403524900,"Franklin township, Somerset County, New Jersey"
34035,3403527510,"Green Brook township, Somerset County, New Jersey",3403527510,"Green Brook township, Somerset County, New Jersey"
34035,3403531890,"Hillsborough township, Somerset County, New Jersey",3403531890,"Hillsborough township, Somerset County, New Jersey"
34035,3403543620,"Manville borough, Somerset County, New Jersey",3403543620,"Manville borough, Somerset County, New Jersey"
34035,3403546590,"Millstone borough, Somerset County, New Jersey",3403546590,"Millstone borough, Somerset County, New Jersey"
34035,3403547580,"Montgomery township, Somerset County, New Jersey",3403547580,"Montgomery township, Somerset County, New Jersey"
34035,3403553280,"North Plainfield borough, Somerset County, New Jersey",3403553280,"North Plainfield borough, Somerset County, New Jersey"
34035,3403557300,"Peapack and Gladstone borough, Somerset County, New Jersey",3403557300,"Peapack and Gladstone borough, Somerset County, New Jersey"
34035,3403561980,"Raritan borough, Somerset County, New Jersey",3403561980,"Raritan borough, Somerset County, New Jersey"
34035,3403564320,"Rocky Hill borough, Somerset County, New Jersey",3403564320,"Rocky Hill borough, Somerset County, New Jersey"
34035,3403568460,"Somerville borough, Somerset County, New Jersey",3403568460,"Somerville borough, Somerset County, New Jersey"
34035,3403568730,"South Bound Brook borough, Somerset County, New Jersey",3403568730,"South Bound Brook borough, Somerset County, New Jersey"
34035,3403576940,"Warren township, Somerset County, New Jersey",3403576940,"Warren township, Somerset County, New Jersey"
34035,3403577600,"Watchung borough, Somerset County, New Jersey",3403577600,"Watchung borough, Somerset County, New Jersey"
34037,3403701330,"Andover borough, Sussex County, New Jersey",3403701330,"Andover borough, Sussex County, New Jersey"
34037,3403701360,"Andover township, Sussex County, New Jersey",3403701360,"Andover township, Sussex County, New Jersey"
34037,3403707300,"Branchville borough, Sussex County, New Jersey",3403707300,"Branchville borough, Sussex County, New Jersey"
34037,3403709160,"Byram township, Sussex County, New Jersey",3403709160,"Byram township, Sussex County, New Jersey"
34037,3403724810,"Frankford township, Sussex County, New Jersey",3403724810,"Frankford township, Sussex County, New Jersey"
34037,3403724930,"Franklin borough, Sussex County, New Jersey",3403724930,"Franklin borough, Sussex County, New Jersey"
34037,3403725140,"Fredon township, Sussex County, New Jersey",3403725140,"Fredon township, Sussex County, New Jersey"
34037,3403727420,"Green township, Sussex County, New Jersey",3403727420,"Green township, Sussex County, New Jersey"
34037,3403729220,"Hamburg borough, Sussex County, New Jersey",3403729220,"Hamburg borough, Sussex County, New Jersey"
34037,3403729490,"Hampton township, Sussex County, New Jersey",3403729490,"Hampton township, Sussex County, New Jersey"
34037,3403729850,"Hardyston township, Sussex County, New Jersey",3403729850,"Hardyston township, Sussex County, New Jersey"
34037,3403732910,"Hopatcong borough, Sussex County, New Jersey",3403732910,"Hopatcong borough, Sussex County, New Jersey"
34037,3403737440,"Lafayette township, Sussex County, New Jersey",3403737440,"Lafayette township, Sussex County, New Jersey"
34037,3403747430,"Montague township, Sussex County, New Jersey",3403747430,"Montague township, Sussex County, New Jersey"
34037,3403751930,"Newton town, Sussex County, New Jersey",3403751930,"Newton town, Sussex County, New Jersey"
34037,3403754660,"Ogdensburg borough, Sussex County, New Jersey",3403754660,"Ogdensburg borough, Sussex County, New Jersey"
34037,3403765700,"Sandyston township, Sussex County, New Jersey",3403765700,"Sandyston township, Sussex County, New Jersey"
34037,3403769690,"Sparta township, Sussex County, New Jersey",3403769690,"Sparta township, Sussex County, New Jersey"
34037,3403770380,"Stanhope borough, Sussex County, New Jersey",3403770380,"Stanhope borough, Sussex County, New Jersey"
34037,3403770890,"Stillwater township, Sussex County, New Jersey",3403770890,"Stillwater township, Sussex County, New Jersey"
34037,3403771670,"Sussex borough, Sussex County, New Jersey",3403771670,"Sussex borough, Sussex County, New Jersey"
34037,3403775740,"Vernon township, Sussex County, New Jersey",3403775740,"Vernon township, Sussex County, New Jersey"
34037,3403776640,"Walpack township, Sussex County, New Jersey",3403776640,"Walpack township, Sussex County, New Jersey"
34037,3403776790,"Wantage township, Sussex County, New Jersey",3403776790,"Wantage township, Sussex County, New Jersey"
34039,3403905320,"Berkeley Heights township, Union County, New Jersey",3403905320,"Berkeley Heights township, Union County, New Jersey"
34039,3403913150,"Clark township, Union County, New Jersey",3403913150,"Clark township, Union County, New Jersey"
34039,3403915640,"Cranford township, Union County, New Jersey",3403915640,"Cranford township, Union County, New Jersey"
34039,3403921000,"Elizabeth city, Union County, New Jersey",3403921000,"Elizabeth city, Union County, New Jersey"
34039,3403922860,"Fanwood borough, Union County, New Jersey",3403922860,"Fanwood borough, Union County, New Jersey"
34039,3403925800,"Garwood borough, Union County, New Jersey",3403925800,"Garwood borough, Union County, New Jersey"
34039,3403931980,"Hillside township, Union County, New Jersey",3403931980,"Hillside township, Union County, New Jersey"
34039,3403936690,"Kenilworth borough, Union County, New Jersey",3403936690,"Kenilworth borough, Union County, New Jersey"
34039,3403940350,"Linden city, Union County, New Jersey",3403940350,"Linden city, Union County, New Jersey"
34039,3403948510,"Mountainside borough, Union County, New Jersey",3403948510,"Mountainside borough, Union County, New Jersey"
34039,3403951810,"New Providence borough, Union County, New Jersey",3403951810,"New Providence borough, Union County, New Jersey"
34039,3403959190,"Plainfield city, Union County, New Jersey",3403959190,"Plainfield city, Union County, New Jersey"
34039,3403961530,"Rahway city, Union County, New Jersey",3403961530,"Rahway city, Union County, New Jersey"
34039,3403964620,"Roselle borough, Union County, New Jersey",3403964620,"Roselle borough, Union County, New Jersey"
34039,3403964650,"Roselle Park borough, Union County, New Jersey",3403964650,"Roselle Park borough, Union County, New Jersey"
34039,3403966060,"Scotch Plains township, Union County, New Jersey",3403966060,"Scotch Plains township, Union County, New Jersey"
34039,3403970020,"Springfield township, Union County, New Jersey",3403970020,"Springfield township, Union County, New Jersey"
34039,3403971430,"Summit city, Union County, New Jersey",3403971430,"Summit city, Union County, New Jersey"
34039,3403974480,"Union township, Union County, New Jersey",3403974480,"Union township, Union County, New Jersey"
34039,3403979040,"Westfield town, Union County, New Jersey",3403979040,"Westfield town, Union County, New Jersey"
34039,3403981650,"Winfield township, Union County, New Jersey",3403981650,"Winfield township, Union County, New Jersey"
34041,3404100670,"Allamuchy township, Warren County, New Jersey",3404100670,"Allamuchy township, Warren County, New Jersey"
34041,3404101030,"Alpha borough, Warren County, New Jersey",3404101030,"Alpha borough, Warren County, New Jersey"
34041,3404104990,"Belvidere town, Warren County, New Jersey",3404104990,"Belvidere town, Warren County, New Jersey"
34041,3404106160,"Blairstown township, Warren County, New Jersey",3404106160,"Blairstown township, Warren County, New Jersey"
34041,3404124960,"Franklin township, Warren County, New Jersey",3404124960,"Franklin township, Warren County, New Jersey"
34041,3404125320,"Frelinghuysen township, Warren County, New Jersey",3404125320,"Frelinghuysen township, Warren County, New Jersey"
34041,3404128260,"Greenwich township, Warren County, New Jersey",3404128260,"Greenwich township, Warren County, New Jersey"
34041,3404128710,"Hackettstown town, Warren County, New Jersey",3404128710,"Hackettstown town, Warren County, New Jersey"
34041,3404129820,"Hardwick township, Warren County, New Jersey",3404129820,"Hardwick township, Warren County, New Jersey"
34041,3404130090,"Harmony township, Warren County, New Jersey",3404130090,"Harmony township, Warren County, New Jersey"
34041,3404133060,"Hope township, Warren County, New Jersey",3404133060,"Hope township, Warren County, New Jersey"
34041,3404133930,"Independence township, Warren County, New Jersey",3404133930,"Independence township, Warren County, New Jersey"
34041,3404137320,"Knowlton township, Warren County, New Jersey",3404137320,"Knowlton township, Warren County, New Jersey"
34041,3404140110,"Liberty township, Warren County, New Jersey",3404140110,"Liberty township, Warren County, New Jersey"
34041,3404141490,"Lopatcong township, Warren County, New Jersey",3404141490,"Lopatcong township, Warren County, New Jersey"
34041,3404143320,"Mansfield township, Warren County, New Jersey",3404143320,"Mansfield township, Warren County, New Jersey"
34041,3404155530,"Oxford township, Warren County, New Jersey",3404155530,"Oxford township, Warren County, New Jersey"
34041,3404158350,"Phillipsburg town, Warren County, New Jersey",3404158350,"Phillipsburg town, Warren County, New Jersey"
34041,3404159820,"Pohatcong township, Warren County, New Jersey",3404159820,"Pohatcong township, Warren County, New Jersey"
34041,3404177270,"Washington borough, Warren County, New Jersey",3404177270,"Washington borough, Warren County, New Jersey"
34041,3404177300,"Washington township, Warren County, New Jersey",3404177300,"Washington township, Warren County, New Jersey"
34041,3404180570,"White township, Warren County, New Jersey",3404180570,"White township, Warren County, New Jersey"
36005,3600508510,"Bronx borough, Bronx County, New York",3600508510,"Bronx borough, Bronx County, New York"
36027,3602701693,"Amenia town, Dutchess County, New York",3602701693,"Amenia town, Dutchess County, New York"
36027,3602705100,"Beacon city, Dutchess County, New York",3602705100,"Beacon city, Dutchess County, New York"
36027,3602705452,"Beekman town, Dutchess County, New York",3602705452,"Beekman town, Dutchess County, New York"
36027,3602716408,"Clinton town, Dutchess County, New York",3602716408,"Clinton town, Dutchess County, New York"
36027,3602720819,"Dover town, Dutchess County, New York",3602720819,"Dover town, Dutchess County, New York"
36027,3602721996,"East Fishkill town, Dutchess County, New York",3602721996,"East Fishkill town, Dutchess County, New York"
36027,3602725978,"Fishkill town, Dutchess County, New York",3602725978,"Fishkill town, Dutchess County, New York"
36027,3602737209,"Hyde Park town, Dutchess County, New York",3602737209,"Hyde Park town, Dutchess County, New York"
36027,3602740299,"La Grange town, Dutchess County, New York",3602740299,"La Grange town, Dutchess County, New York"
36027,3602747207,"Milan town, Dutchess County, New York",3602747207,"Milan town, Dutchess County, New York"
36027,3602751891,"North East town, Dutchess County, New York",3602751891,"North East town, Dutchess County, New York"
36027,3602756825,"Pawling town, Dutchess County, New York",3602756825,"Pawling town, Dutchess County, New York"
36027,3602758156,"Pine Plains town, Dutchess County, New York",3602758156,"Pine Plains town, Dutchess County, New York"
36027,3602758695,"Pleasant Valley town, Dutchess County, New York",3602758695,"Pleasant Valley town, Dutchess County, New York"
36027,3602759641,"Poughkeepsie city, Dutchess County, New York",3602759641,"Poughkeepsie city, Dutchess County, New York"
36027,3602759652,"Poughkeepsie town, Dutchess County, New York",3602759652,"Poughkeepsie town, Dutchess County, New York"
36027,3602760905,"Red Hook town, Dutchess County, New York",3602760905,"Red Hook town, Dutchess County, New York"
36027,3602761357,"Rhinebeck town, Dutchess County, New York",3602761357,"Rhinebeck town, Dutchess County, New York"
36027,3602770662,"Stanford town, Dutchess County, New York",3602770662,"Stanford town, Dutchess County, New York"
36027,3602776166,"Union Vale town, Dutchess County, New York",3602776166,"Union Vale town, Dutchess County, New York"
36027,3602778157,"Wappinger town, Dutchess County, New York",3602778157,"Wappinger town, Dutchess County, New York"
36027,3602778388,"Washington town, Dutchess County, New York",3602778388,"Washington town, Dutchess County, New York"
36047,3604710022,"Brooklyn borough, Kings County, New York",3604710022,"Brooklyn borough, Kings County, New York"
36059,3601011,"Albertson CDP, New York",3601011,"Albertson CDP, New York"
36059,3602968,"Atlantic Beach village, New York",3602968,"Atlantic Beach village, New York"
36059,3604143,"Baldwin CDP, New York",3604143,"Baldwin CDP, New York"
36059,3604154,"Baldwin Harbor CDP, New York",3604143,"Baldwin CDP, New York"
36059,3604550,"Barnum Island CDP, New York",3604550,"Barnum Island CDP, New York"
36059,3604803,"Baxter Estates village, New York",3604803,"Baxter Estates village, New York"
36059,3604891,"Bay Park CDP, New York",3604891,"Bay Park CDP, New York"
36059,3605034,"Bayville village, New York",3605034,"Bayville village, New York"
36059,3605639,"Bellerose village, New York",3605639,"Bellerose village, New York"
36059,3605661,"Bellerose Terrace CDP, New York",3605661,"Bellerose Terrace CDP, New York"
36059,3605738,"Bellmore CDP, New York",3605738,"Bellmore CDP, New York"
36059,3605929113,"Glen Cove city, Nassau County, New York",3605929113,"Glen Cove city, Nassau County, New York"
36059,3605934000,"Hempstead town, Nassau County, New York",3605934000,"Hempstead town, Nassau County, New York"
