stco,ct_id,ct_name,name,id_sub
36081,36081026902,269.02,QN Northwest,36081NW
36081,36081027101,271.01,QN Northwest,36081NW
36081,36081027102,271.02,QN Northwest,36081NW
36081,36081027301,273.01,QN Northwest,36081NW
36081,36081027302,273.02,QN Northwest,36081NW
36081,36081027500,275,QN Northwest,36081NW
36081,36081027701,277.01,QN Northwest,36081NW
36081,36081027702,277.02,QN Northwest,36081NW
36081,36081027900,279,QN Northwest,36081NW
36081,36081028100,281,QN Northwest,36081NW
36081,36081028300,283,QN Northwest,36081NW
36081,36081028500,285,QN Northwest,36081NW
36081,36081028700,287,QN Northwest,36081NW
36081,36081028900,289,QN Northwest,36081NW
36081,36081029100,291,QN Northwest,36081NW
36081,36081029300,293,QN Northwest,36081NW
36081,36081029500,295,QN Northwest,36081NW
36081,36081029700,297,QN Northwest,36081NW
36081,36081029900,299,QN Northwest,36081NW
36081,36081030903,309.03,QN Northwest,36081NW
36081,36081030904,309.04,QN Northwest,36081NW
36081,36081030905,309.05,QN Northwest,36081NW
36081,36081030906,309.06,QN Northwest,36081NW
36081,36081031700,317,QN Northwest,36081NW
36081,36081032700,327,QN Northwest,36081NW
36081,36081032900,329,QN Northwest,36081NW
36081,36081033100,331,QN Northwest,36081NW
36081,36081033700,337,QN Northwest,36081NW
36081,36081033900,339,QN Northwest,36081NW
36081,36081034700,347,QN Northwest,36081NW
36081,36081035100,351,QN Northwest,36081NW
36081,36081035300,353,QN Northwest,36081NW
36081,36081035700,357,QN Northwest,36081NW
36081,36081036100,361,QN Northwest,36081NW
36081,36081036300,363,QN Northwest,36081NW
36081,36081036500,365,QN Northwest,36081NW
36081,36081036700,367,QN Northwest,36081NW
36081,36081037100,371,QN Northwest,36081NW
36081,36081037300,373,QN Northwest,36081NW
36081,36081037501,375.01,QN Northwest,36081NW
36081,36081037502,375.02,QN Northwest,36081NW
36081,36081037700,377,QN Northwest,36081NW
36081,36081037900,379,QN Northwest,36081NW
36081,36081038100,381,QN Northwest,36081NW
36081,36081038302,383.02,QN Northwest,36081NW
36081,36081039901,399.01,QN Northwest,36081NW
36081,36081039902,399.02,QN Northwest,36081NW
36081,36081040101,401.01,QN Northwest,36081NW
36081,36081040102,401.02,QN Northwest,36081NW
36081,36081040301,403.01,QN Northwest,36081NW
36081,36081040302,403.02,QN Northwest,36081NW
36081,36081040501,405.01,QN Northwest,36081NW
36081,36081040502,405.02,QN Northwest,36081NW
36081,36081040701,407.01,QN Northwest,36081NW
36081,36081040702,407.02,QN Northwest,36081NW
36081,36081040901,409.01,QN Northwest,36081NW
36081,36081040902,409.02,QN Northwest,36081NW
36081,36081041100,411,QN Northwest,36081NW
36081,36081041300,413,QN Northwest,36081NW
36081,36081041500,415,QN Northwest,36081NW
36081,36081042700,427,QN Northwest,36081NW
36081,36081043701,437.01,QN Northwest,36081NW
36081,36081043702,437.02,QN Northwest,36081NW
36081,36081043900,439,QN Northwest,36081NW
36081,36081044301,443.01,QN Northwest,36081NW
36081,36081044302,443.02,QN Northwest,36081NW
36081,36081045500,455,QN Northwest,36081NW
36081,36081045700,457,QN Northwest,36081NW
36081,36081045900,459,QN Northwest,36081NW
36081,36081046100,461,QN Northwest,36081NW
36081,36081046300,463,QN Northwest,36081NW
36081,36081046500,465,QN Northwest,36081NW
36081,36081046700,467,QN Northwest,36081NW
36081,36081046901,469.01,QN Northwest,36081NW
36081,36081046902,469.02,QN Northwest,36081NW
36081,36081047100,471,QN Northwest,36081NW
36081,36081047300,473,QN Northwest,36081NW
36081,36081047500,475,QN Northwest,36081NW
36081,36081047900,479,QN Northwest,36081NW
36081,36081048100,481,QN Northwest,36081NW
36081,36081048301,483.01,QN Northwest,36081NW
36081,36081048302,483.02,QN Northwest,36081NW
36081,36081048500,485,QN Northwest,36081NW
36081,36081048900,489,QN Northwest,36081NW
36081,36081049301,493.01,QN Northwest,36081NW
36081,36081049302,493.02,QN Northwest,36081NW
36081,36081049500,495,QN Northwest,36081NW
36081,36081049700,497,QN Northwest,36081NW
36081,36081049900,499,QN Northwest,36081NW
36081,36081050500,505,QN Northwest,36081NW
36081,36081050700,507,QN Northwest,36081NW
36081,36081051100,511,QN Northwest,36081NW
36081,36081051300,513,QN Northwest,36081NW
36081,36081051500,515,QN Northwest,36081NW
36081,36081051700,517,QN Northwest,36081NW
36081,36081052100,521,QN Northwest,36081NW
36081,36081052500,525,QN Northwest,36081NW
36081,36081053100,531,QN Northwest,36081NW
36081,36081053501,535.01,QN Northwest,36081NW
36081,36081053502,535.02,QN Northwest,36081NW
36081,36081053901,539.01,QN Northwest,36081NW
36081,36081053902,539.02,QN Northwest,36081NW
36081,36081054500,545,QN Northwest,36081NW
36081,36081054700,547,QN Northwest,36081NW
36081,36081054900,549,QN Northwest,36081NW
36081,36081055100,551,QN Northwest,36081NW
36081,36081055300,553,QN Northwest,36081NW
36081,36081055500,555,QN Northwest,36081NW
36081,36081055700,557,QN Northwest,36081NW
36081,36081055900,559,QN Northwest,36081NW
36081,36081056100,561,QN Northwest,36081NW
36081,36081056500,565,QN Northwest,36081NW
36081,36081056700,567,QN Northwest,36081NW
36081,36081057700,577,QN Northwest,36081NW
36081,36081057900,579,QN Northwest,36081NW
36081,36081058100,581,QN Northwest,36081NW
36081,36081058300,583,QN Northwest,36081NW
36081,36081058500,585,QN Northwest,36081NW
36081,36081058700,587,QN Northwest,36081NW
36081,36081058900,589,QN Northwest,36081NW
36081,36081059100,591,QN Northwest,36081NW
36081,36081059300,593,QN Northwest,36081NW
36081,36081059501,595.01,QN Northwest,36081NW
36081,36081059502,595.02,QN Northwest,36081NW
36081,36081059900,599,QN Northwest,36081NW
36081,36081060100,601,QN Northwest,36081NW
36081,36081060300,603,QN Northwest,36081NW
36081,36081060701,607.01,QN Northwest,36081NW
36081,36081061301,613.01,QN Northwest,36081NW
36081,36081061302,613.02,QN Northwest,36081NW
36081,36081061900,619,QN Northwest,36081NW
36081,36081062100,621,QN Northwest,36081NW
36081,36081062300,623,QN Northwest,36081NW
36081,36081062500,625,QN Northwest,36081NW
36081,36081062700,627,QN Northwest,36081NW
36081,36081062900,629,QN Northwest,36081NW
36081,36081063301,633.01,QN Northwest,36081NW
36081,36081063302,633.02,QN Northwest,36081NW
36081,36081063500,635,QN Northwest,36081NW
36081,36081063700,637,QN Northwest,36081NW
36081,36081063900,639,QN Northwest,36081NW
36081,36081064500,645,QN Northwest,36081NW
36081,36081065501,655.01,QN Northwest,36081NW
36081,36081065702,657.02,QN Northwest,36081NW
36081,36081065703,657.03,QN Northwest,36081NW
36081,36081065900,659,QN Northwest,36081NW
36081,36081066100,661,QN Northwest,36081NW
36081,36081066301,663.01,QN Northwest,36081NW
36081,36081066302,663.02,QN Northwest,36081NW
36081,36081066501,665.01,QN Northwest,36081NW
36081,36081066701,667.01,QN Northwest,36081NW
36081,36081066900,669,QN Northwest,36081NW
36081,36081067100,671,QN Northwest,36081NW
36081,36081067700,677,QN Northwest,36081NW
36081,36081067900,679,QN Northwest,36081NW
36081,36081068300,683,QN Northwest,36081NW
36081,36081068700,687,QN Northwest,36081NW
36081,36081069300,693,QN Northwest,36081NW
36081,36081069500,695,QN Northwest,36081NW
36081,36081069701,697.01,QN Northwest,36081NW
36081,36081069702,697.02,QN Northwest,36081NW
36081,36081070300,703,QN Northwest,36081NW
36081,36081070700,707,QN Northwest,36081NW
36081,36081070900,709,QN Northwest,36081NW
36081,36081071100,711,QN Northwest,36081NW
36081,36081071303,713.03,QN Northwest,36081NW
36081,36081071304,713.04,QN Northwest,36081NW
36081,36081071305,713.05,QN Northwest,36081NW
36081,36081071306,713.06,QN Northwest,36081NW
36081,36081071701,717.01,QN Northwest,36081NW
36081,36081071702,717.02,QN Northwest,36081NW
36081,36081071900,719,QN Northwest,36081NW
36081,36081072100,721,QN Northwest,36081NW
36081,36081072300,723,QN Northwest,36081NW
36081,36081072900,729,QN Northwest,36081NW
36081,36081073100,731,QN Northwest,36081NW
36081,36081073700,737,QN Northwest,36081NW
36081,36081073900,739,QN Northwest,36081NW
36081,36081074100,741,QN Northwest,36081NW
36081,36081074300,743,QN Northwest,36081NW
36081,36081074500,745,QN Northwest,36081NW
36081,36081074700,747,QN Northwest,36081NW
36081,36081074900,749,QN Northwest,36081NW
36081,36081075701,757.01,QN Northwest,36081NW
36081,36081075702,757.02,QN Northwest,36081NW
36081,36081076901,769.01,QN Northwest,36081NW
36081,36081076902,769.02,QN Northwest,36081NW
36047,36047023300,233,BK North,36047N
36047,36047024100,241,BK North,36047N
36047,36047024300,243,BK North,36047N
36047,36047024500,245,BK North,36047N
36047,36047024900,249,BK North,36047N
36047,36047025100,251,BK North,36047N
36047,36047025300,253,BK North,36047N
36047,36047025500,255,BK North,36047N
36047,36047025700,257,BK North,36047N
36047,36047025901,259.01,BK North,36047N
36047,36047025902,259.02,BK North,36047N
36047,36047026100,261,BK North,36047N
36047,36047026300,263,BK North,36047N
36047,36047026500,265,BK North,36047N
36047,36047026700,267,BK North,36047N
36047,36047026900,269,BK North,36047N
36047,36047027300,273,BK North,36047N
36047,36047027500,275,BK North,36047N
36047,36047027700,277,BK North,36047N
36047,36047027900,279,BK North,36047N
36047,36047028100,281,BK North,36047N
36047,36047028300,283,BK North,36047N
36047,36047028501,285.01,BK North,36047N
36047,36047028502,285.02,BK North,36047N
36047,36047028700,287,BK North,36047N
36047,36047028900,289,BK North,36047N
36047,36047029100,291,BK North,36047N
36047,36047029300,293,BK North,36047N
36047,36047029500,295,BK North,36047N
36047,36047037500,375,BK North,36047N
36047,36047037700,377,BK North,36047N
36047,36047037900,379,BK North,36047N
36047,36047038300,383,BK North,36047N
36047,36047038500,385,BK North,36047N
36047,36047038700,387,BK North,36047N
36047,36047038900,389,BK North,36047N
36047,36047039100,391,BK North,36047N
36047,36047039300,393,BK North,36047N
36047,36047039500,395,BK North,36047N
36047,36047039700,397,BK North,36047N
36047,36047039900,399,BK North,36047N
36047,36047040100,401,BK North,36047N
36047,36047040300,403,BK North,36047N
36047,36047040500,405,BK North,36047N
36047,36047040700,407,BK North,36047N
36047,36047040900,409,BK North,36047N
36047,36047041100,411,BK North,36047N
36047,36047041300,413,BK North,36047N
36047,36047041500,415,BK North,36047N
36047,36047041700,417,BK North,36047N
36047,36047041900,419,BK North,36047N
36047,36047042100,421,BK North,36047N
36047,36047042300,423,BK North,36047N
36047,36047042500,425,BK North,36047N
36047,36047042700,427,BK North,36047N
36047,36047042900,429,BK North,36047N
36047,36047043100,431,BK North,36047N
36047,36047043300,433,BK North,36047N
36047,36047043500,435,BK North,36047N
36047,36047043700,437,BK North,36047N
36047,36047043900,439,BK North,36047N
36047,36047044100,441,BK North,36047N
36047,36047044300,443,BK North,36047N
36047,36047044500,445,BK North,36047N
36047,36047044700,447,BK North,36047N
36047,36047044901,449.01,BK North,36047N
36047,36047044902,449.02,BK North,36047N
36047,36047045300,453,BK North,36047N
36047,36047047700,477,BK North,36047N
36047,36047048100,481,BK North,36047N
36047,36047048500,485,BK North,36047N
36047,36047048900,489,BK North,36047N
36047,36047049100,491,BK North,36047N
36047,36047049301,493.01,BK North,36047N
36047,36047049302,493.02,BK North,36047N
36047,36047049500,495,BK North,36047N
36047,36047049700,497,BK North,36047N
36047,36047049900,499,BK North,36047N
36047,36047050100,501,BK North,36047N
36047,36047050300,503,BK North,36047N
36047,36047050500,505,BK North,36047N
36047,36047050700,507,BK North,36047N
36047,36047050900,509,BK North,36047N
36047,36047051100,511,BK North,36047N
36047,36047051300,513,BK North,36047N
36047,36047051500,515,BK North,36047N
36047,36047051700,517,BK North,36047N
36047,36047051900,519,BK North,36047N
36047,36047052300,523,BK North,36047N
36047,36047052500,525,BK North,36047N
36047,36047052700,527,BK North,36047N
36047,36047052900,529,BK North,36047N
36047,36047053101,531.01,BK North,36047N
36047,36047053102,531.02,BK North,36047N
36047,36047053300,533,BK North,36047N
36047,36047053500,535,BK North,36047N
36047,36047053700,537,BK North,36047N
36047,36047053900,539,BK North,36047N
36047,36047054500,545,BK North,36047N
36047,36047054700,547,BK North,36047N
36047,36047054900,549,BK North,36047N
36047,36047055100,551,BK North,36047N
36047,36047055300,553,BK North,36047N
36047,36047055500,555,BK North,36047N
36047,36047055700,557,BK North,36047N
36047,36047056100,561,BK North,36047N
36047,36047056301,563.01,BK North,36047N
36047,36047056302,563.02,BK North,36047N
36047,36047056500,565,BK North,36047N
36047,36047056900,569,BK North,36047N
36047,36047057100,571,BK North,36047N
36047,36047057300,573,BK North,36047N
36047,36047057500,575,BK North,36047N
36047,36047057901,579.01,BK North,36047N
36047,36047057902,579.02,BK North,36047N
36047,36047058901,589.01,BK North,36047N
36047,36047058902,589.02,BK North,36047N
36047,36047059100,591,BK North,36047N
36047,36047059300,593,BK North,36047N
36047,36047123700,1237,BK North,36047N
36047,36047017700,177,BK West,36047W
36047,36047019100,191,BK West,36047W
36047,36047019300,193,BK West,36047W
36047,36047019700,197,BK West,36047W
36047,36047020100,201,BK West,36047W
36047,36047021100,211,BK West,36047W
36047,36047022700,227,BK West,36047W
36047,36047022900,229,BK West,36047W
36047,36047023100,231,BK West,36047W
36047,36047023500,235,BK West,36047W
36047,36047054300,543,BK West,36047W
36047,36047000100,1,BK West,36047W
36047,36047000301,3.01,BK West,36047W
36047,36047000501,5.01,BK West,36047W
36047,36047000502,5.02,BK West,36047W
36047,36047000700,7,BK West,36047W
36047,36047000900,9,BK West,36047W
36047,36047001100,11,BK West,36047W
36047,36047001300,13,BK West,36047W
36047,36047001501,15.01,BK West,36047W
36047,36047001502,15.02,BK West,36047W
36047,36047002100,21,BK West,36047W
36047,36047002300,23,BK West,36047W
36047,36047002901,29.01,BK West,36047W
36047,36047003101,31.01,BK West,36047W
36047,36047003102,31.02,BK West,36047W
36047,36047003300,33,BK West,36047W
36047,36047003500,35,BK West,36047W
36047,36047003700,37,BK West,36047W
36047,36047003900,39,BK West,36047W
36047,36047004100,41,BK West,36047W
36047,36047004300,43,BK West,36047W
36047,36047004500,45,BK West,36047W
36047,36047004700,47,BK West,36047W
36047,36047004900,49,BK West,36047W
36047,36047005100,51,BK West,36047W
36047,36047005301,53.01,BK West,36047W
36047,36047005303,53.03,BK West,36047W
36047,36047006300,63,BK West,36047W
36047,36047006700,67,BK West,36047W
36047,36047006901,69.01,BK West,36047W
36047,36047006902,69.02,BK West,36047W
36047,36047007100,71,BK West,36047W
36047,36047007500,75,BK West,36047W
36047,36047012700,127,BK West,36047W
36047,36047012901,129.01,BK West,36047W
36047,36047012902,129.02,BK West,36047W
36047,36047017900,179,BK West,36047W
36047,36047018100,181,BK West,36047W
36047,36047018300,183,BK West,36047W
36047,36047018501,185.01,BK West,36047W
36047,36047018700,187,BK West,36047W
36047,36047019500,195,BK West,36047W
36047,36047019900,199,BK West,36047W
36047,36047000200,2,BK West,36047W
36047,36047001801,18.01,BK West,36047W
36047,36047001802,18.02,BK West,36047W
36047,36047001803,18.03,BK West,36047W
36047,36047001804,18.04,BK West,36047W
36047,36047002000,20,BK West,36047W
36047,36047002200,22,BK West,36047W
36047,36047005302,53.02,BK West,36047W
36047,36047005900,59,BK West,36047W
36047,36047006500,65,BK West,36047W
36047,36047007400,74,BK West,36047W
36047,36047007600,76,BK West,36047W
36047,36047007700,77,BK West,36047W
36047,36047007800,78,BK West,36047W
36047,36047008000,80,BK West,36047W
36047,36047008200,82,BK West,36047W
36047,36047008400,84,BK West,36047W
36047,36047008500,85,BK West,36047W
36047,36047008600,86,BK West,36047W
36047,36047008800,88,BK West,36047W
36047,36047009001,90.01,BK West,36047W
36047,36047009002,90.02,BK West,36047W
36047,36047009201,92.01,BK West,36047W
36047,36047009202,92.02,BK West,36047W
36047,36047009401,94.01,BK West,36047W
36047,36047009402,94.02,BK West,36047W
36047,36047009600,96,BK West,36047W
36047,36047009800,98,BK West,36047W
36047,36047010000,100,BK West,36047W
36047,36047010100,101,BK West,36047W
36047,36047010801,108.01,BK West,36047W
36047,36047011000,110,BK West,36047W
36047,36047011200,112,BK West,36047W
36047,36047011700,117,BK West,36047W
36047,36047011902,119.02,BK West,36047W
36047,36047012100,121,BK West,36047W
36047,36047014300,143,BK West,36047W
36047,36047014500,145,BK West,36047W
36047,36047017500,175,BK West,36047W
36047,36047007200,72,BK West,36047W
36047,36047010200,102,BK West,36047W
36047,36047010401,104.01,BK West,36047W
36047,36047010402,104.02,BK West,36047W
36047,36047010601,106.01,BK West,36047W
36047,36047010602,106.02,BK West,36047W
36047,36047010802,108.02,BK West,36047W
36047,36047011800,118,BK West,36047W
36047,36047011901,119.01,BK West,36047W
36047,36047012000,120,BK West,36047W
36047,36047012200,122,BK West,36047W
36047,36047013100,131,BK West,36047W
36047,36047013300,133,BK West,36047W
36047,36047013500,135,BK West,36047W
36047,36047013700,137,BK West,36047W
36047,36047013900,139,BK West,36047W
36047,36047014101,141.01,BK West,36047W
36047,36047014102,141.02,BK West,36047W
36047,36047014700,147,BK West,36047W
36047,36047014901,149.01,BK West,36047W
36047,36047014902,149.02,BK West,36047W
36047,36047015100,151,BK West,36047W
36047,36047015300,153,BK West,36047W
36047,36047015500,155,BK West,36047W
36047,36047015700,157,BK West,36047W
36047,36047015900,159,BK West,36047W
36047,36047016500,165,BK West,36047W
36047,36047016700,167,BK West,36047W
36047,36047016900,169,BK West,36047W
36047,36047017100,171,BK West,36047W
36047,36047050001,500.01,BK West,36047W
36047,36047050002,500.02,BK West,36047W
36047,36047050202,502.02,BK West,36047W
36047,36047050401,504.01,BK West,36047W
36047,36047050402,504.02,BK West,36047W
36047,36047150200,1502,BK West,36047W
36047,36047035200,352,BK Southern,36047S
36047,36047036001,360.01,BK Southern,36047S
36047,36047036002,360.02,BK Southern,36047S
36047,36047036200,362,BK Southern,36047S
36047,36047036400,364,BK Southern,36047S
36047,36047036600,366,BK Southern,36047S
36047,36047037000,370,BK Southern,36047S
36047,36047039000,390,BK Southern,36047S
36047,36047039200,392,BK Southern,36047S
36047,36047039400,394,BK Southern,36047S
36047,36047041600,416,BK Southern,36047S
36047,36047041800,418,BK Southern,36047S
36047,36047042000,420,BK Southern,36047S
36047,36047044200,442,BK Southern,36047S
36047,36047045400,454,BK Southern,36047S
36047,36047046000,460,BK Southern,36047S
36047,36047050600,506,BK Southern,36047S
36047,36047050801,508.01,BK Southern,36047S
36047,36047050803,508.03,BK Southern,36047S
36047,36047050804,508.04,BK Southern,36047S
36047,36047051001,510.01,BK Southern,36047S
36047,36047051002,510.02,BK Southern,36047S
36047,36047051200,512,BK Southern,36047S
36047,36047051400,514,BK Southern,36047S
36047,36047051601,516.01,BK Southern,36047S
36047,36047051602,516.02,BK Southern,36047S
36047,36047051800,518,BK Southern,36047S
36047,36047052000,520,BK Southern,36047S
36047,36047052800,528,BK Southern,36047S
36047,36047053000,530,BK Southern,36047S
36047,36047053200,532,BK Southern,36047S
36047,36047053400,534,BK Southern,36047S
36047,36047053800,538,BK Southern,36047S
36047,36047054200,542,BK Southern,36047S
36047,36047054400,544,BK Southern,36047S
36047,36047054600,546,BK Southern,36047S
36047,36047054800,548,BK Southern,36047S
36047,36047055000,550,BK Southern,36047S
36047,36047055200,552,BK Southern,36047S
36047,36047055400,554,BK Southern,36047S
36047,36047055600,556,BK Southern,36047S
36047,36047055800,558,BK Southern,36047S
36047,36047056000,560,BK Southern,36047S
36047,36047056200,562,BK Southern,36047S
36047,36047056400,564,BK Southern,36047S
36047,36047056600,566,BK Southern,36047S
36047,36047056800,568,BK Southern,36047S
36047,36047057000,570,BK Southern,36047S
36047,36047057200,572,BK Southern,36047S
36047,36047057400,574,BK Southern,36047S
36047,36047057600,576,BK Southern,36047S
36047,36047057800,578,BK Southern,36047S
36047,36047058000,580,BK Southern,36047S
36047,36047058200,582,BK Southern,36047S
36047,36047058400,584,BK Southern,36047S
36047,36047058600,586,BK Southern,36047S
36047,36047058800,588,BK Southern,36047S
36047,36047059000,590,BK Southern,36047S
36047,36047059200,592,BK Southern,36047S
36047,36047059402,594.02,BK Southern,36047S
36047,36047059403,594.03,BK Southern,36047S
36047,36047059404,594.04,BK Southern,36047S
36047,36047059600,596,BK Southern,36047S
36047,36047059800,598,BK Southern,36047S
36047,36047060000,600,BK Southern,36047S
36047,36047060600,606,BK Southern,36047S
36047,36047060800,608,BK Southern,36047S
36047,36047061002,610.02,BK Southern,36047S
36047,36047061003,610.03,BK Southern,36047S
36047,36047061004,610.04,BK Southern,36047S
36047,36047061200,612,BK Southern,36047S
36047,36047061600,616,BK Southern,36047S
36047,36047062000,620,BK Southern,36047S
36047,36047062200,622,BK Southern,36047S
36047,36047062600,626,BK Southern,36047S
36047,36047062800,628,BK Southern,36047S
36047,36047063200,632,BK Southern,36047S
36047,36047063800,638,BK Southern,36047S
36047,36047064200,642,BK Southern,36047S
36047,36047074800,748,BK Southern,36047S
36047,36047075000,750,BK Southern,36047S
36047,36047075200,752,BK Southern,36047S
36047,36047075400,754,BK Southern,36047S
36047,36047075600,756,BK Southern,36047S
36047,36047075800,758,BK Southern,36047S
36047,36047076000,760,BK Southern,36047S
36047,36047076200,762,BK Southern,36047S
36047,36047076400,764,BK Southern,36047S
36047,36047076600,766,BK Southern,36047S
36047,36047076800,768,BK Southern,36047S
36047,36047077000,770,BK Southern,36047S
36047,36047077200,772,BK Southern,36047S
36047,36047077400,774,BK Southern,36047S
36047,36047078601,786.01,BK Southern,36047S
36047,36047078602,786.02,BK Southern,36047S
36047,36047078801,788.01,BK Southern,36047S
36047,36047078802,788.02,BK Southern,36047S
36047,36047003400,34,BK Southern,36047S
36047,36047003800,38,BK Southern,36047S
36047,36047004400,44,BK Southern,36047S
36047,36047004600,46,BK Southern,36047S
36047,36047005000,50,BK Southern,36047S
36047,36047005201,52.01,BK Southern,36047S
36047,36047003000,30,BK Southern,36047S
36047,36047003600,36,BK Southern,36047S
36047,36047005202,52.02,BK Southern,36047S
36047,36047005400,54,BK Southern,36047S
36047,36047005601,56.01,BK Southern,36047S
36047,36047005602,56.02,BK Southern,36047S
36047,36047005800,58,BK Southern,36047S
36047,36047006000,60,BK Southern,36047S
36047,36047006200,62,BK Southern,36047S
36047,36047006400,64,BK Southern,36047S
36047,36047006600,66,BK Southern,36047S
36047,36047006800,68,BK Southern,36047S
36047,36047007000,70,BK Southern,36047S
36047,36047011400,114,BK Southern,36047S
36047,36047011600,116,BK Southern,36047S
36047,36047012600,126,BK Southern,36047S
36047,36047012801,128.01,BK Southern,36047S
36047,36047013000,130,BK Southern,36047S
36047,36047013200,132,BK Southern,36047S
36047,36047013400,134,BK Southern,36047S
36047,36047013600,136,BK Southern,36047S
36047,36047013800,138,BK Southern,36047S
36047,36047014000,140,BK Southern,36047S
36047,36047014200,142,BK Southern,36047S
36047,36047014800,148,BK Southern,36047S
36047,36047015000,150,BK Southern,36047S
36047,36047015200,152,BK Southern,36047S
36047,36047015400,154,BK Southern,36047S
36047,36047016000,160,BK Southern,36047S
36047,36047016200,162,BK Southern,36047S
36047,36047016400,164,BK Southern,36047S
36047,36047016600,166,BK Southern,36047S
36047,36047016800,168,BK Southern,36047S
36047,36047017000,170,BK Southern,36047S
36047,36047017200,172,BK Southern,36047S
36047,36047017400,174,BK Southern,36047S
36047,36047017600,176,BK Southern,36047S
36047,36047017800,178,BK Southern,36047S
36047,36047018000,180,BK Southern,36047S
36047,36047018200,182,BK Southern,36047S
36047,36047018400,184,BK Southern,36047S
36047,36047018600,186,BK Southern,36047S
36047,36047018800,188,BK Southern,36047S
36047,36047019000,190,BK Southern,36047S
36047,36047019200,192,BK Southern,36047S
36047,36047019400,194,BK Southern,36047S
36047,36047019600,196,BK Southern,36047S
36047,36047019800,198,BK Southern,36047S
36047,36047020000,200,BK Southern,36047S
36047,36047020200,202,BK Southern,36047S
36047,36047020400,204,BK Southern,36047S
36047,36047020600,206,BK Southern,36047S
36047,36047020800,208,BK Southern,36047S
36047,36047021000,210,BK Southern,36047S
36047,36047021200,212,BK Southern,36047S
36047,36047021400,214,BK Southern,36047S
36047,36047021600,216,BK Southern,36047S
36047,36047021800,218,BK Southern,36047S
36047,36047022000,220,BK Southern,36047S
36047,36047022200,222,BK Southern,36047S
36047,36047022400,224,BK Southern,36047S
36047,36047022600,226,BK Southern,36047S
36047,36047022800,228,BK Southern,36047S
36047,36047023000,230,BK Southern,36047S
36047,36047023200,232,BK Southern,36047S
36047,36047023400,234,BK Southern,36047S
36047,36047023600,236,BK Southern,36047S
36047,36047023800,238,BK Southern,36047S
36047,36047024000,240,BK Southern,36047S
36047,36047024200,242,BK Southern,36047S
36047,36047024400,244,BK Southern,36047S
36047,36047024600,246,BK Southern,36047S
36047,36047024800,248,BK Southern,36047S
36047,36047025000,250,BK Southern,36047S
36047,36047025200,252,BK Southern,36047S
36047,36047025400,254,BK Southern,36047S
36047,36047025600,256,BK Southern,36047S
36047,36047025800,258,BK Southern,36047S
36047,36047026000,260,BK Southern,36047S
36047,36047026200,262,BK Southern,36047S
36047,36047026400,264,BK Southern,36047S
36047,36047026600,266,BK Southern,36047S
36047,36047026800,268,BK Southern,36047S
36047,36047027000,270,BK Southern,36047S
36047,36047027200,272,BK Southern,36047S
36047,36047027400,274,BK Southern,36047S
36047,36047027600,276,BK Southern,36047S
36047,36047027800,278,BK Southern,36047S
36047,36047028000,280,BK Southern,36047S
36047,36047028200,282,BK Southern,36047S
36047,36047028400,284,BK Southern,36047S
36047,36047028600,286,BK Southern,36047S
36047,36047028800,288,BK Southern,36047S
36047,36047029000,290,BK Southern,36047S
36047,36047029200,292,BK Southern,36047S
36047,36047029400,294,BK Southern,36047S
36047,36047029600,296,BK Southern,36047S
36047,36047029800,298,BK Southern,36047S
36047,36047030000,300,BK Southern,36047S
36047,36047030200,302,BK Southern,36047S
36047,36047030400,304,BK Southern,36047S
36047,36047030600,306,BK Southern,36047S
36047,36047030800,308,BK Southern,36047S
36047,36047031401,314.01,BK Southern,36047S
36047,36047031402,314.02,BK Southern,36047S
36047,36047032600,326,BK Southern,36047S
36047,36047032800,328,BK Southern,36047S
36047,36047033000,330,BK Southern,36047S
36047,36047033600,336,BK Southern,36047S
36047,36047034000,340,BK Southern,36047S
36047,36047034200,342,BK Southern,36047S
36047,36047034800,348,BK Southern,36047S
36047,36047035000,350,BK Southern,36047S
36047,36047035400,354,BK Southern,36047S
36047,36047035601,356.01,BK Southern,36047S
36047,36047035602,356.02,BK Southern,36047S
36047,36047037401,374.01,BK Southern,36047S
36047,36047037402,374.02,BK Southern,36047S
36047,36047038200,382,BK Southern,36047S
36047,36047038600,386,BK Southern,36047S
36047,36047038800,388,BK Southern,36047S
36047,36047039600,396,BK Southern,36047S
36047,36047039800,398,BK Southern,36047S
36047,36047040000,400,BK Southern,36047S
36047,36047040200,402,BK Southern,36047S
36047,36047040400,404,BK Southern,36047S
36047,36047040600,406,BK Southern,36047S
36047,36047040800,408,BK Southern,36047S
36047,36047041000,410,BK Southern,36047S
36047,36047041200,412,BK Southern,36047S
36047,36047041401,414.01,BK Southern,36047S
36047,36047041402,414.02,BK Southern,36047S
36047,36047042200,422,BK Southern,36047S
36047,36047042400,424,BK Southern,36047S
36047,36047042600,426,BK Southern,36047S
36047,36047042800,428,BK Southern,36047S
36047,36047043000,430,BK Southern,36047S
36047,36047043200,432,BK Southern,36047S
36047,36047043400,434,BK Southern,36047S
36047,36047043600,436,BK Southern,36047S
36047,36047043800,438,BK Southern,36047S
36047,36047044000,440,BK Southern,36047S
36047,36047044400,444,BK Southern,36047S
36047,36047044600,446,BK Southern,36047S
36047,36047044800,448,BK Southern,36047S
36047,36047045000,450,BK Southern,36047S
36047,36047045200,452,BK Southern,36047S
36047,36047045600,456,BK Southern,36047S
36047,36047045800,458,BK Southern,36047S
36047,36047046201,462.01,BK Southern,36047S
