STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
36,69452,2390327,3669452,Southold,Southold CDP,57,U1,N,N,G4210,S,27104278,2212819,41.0599118,-72.4272818
36,69892,2390326,3669892,South Valley Stream,South Valley Stream CDP,57,U1,N,N,G4210,S,2252911,0,40.6557931,-73.7185385
36,70387,2390342,3670387,Springs,Springs CDP,57,U1,N,N,G4210,S,21958677,1955279,41.0272035,-72.170962
36,71608,2390358,3671608,Stony Brook,Stony Brook CDP,57,U1,N,N,G4210,S,15037482,359473,40.9059573,-73.1273739
36,72554,2390376,3672554,Syosset,Syosset CDP,57,U1,N,N,G4210,S,12885283,0,40.815682,-73.5020254
36,73352,2390382,3673352,Terryville,Terryville CDP,57,U1,N,N,G4210,S,8361068,0,40.9090496,-73.0491436
36,75572,2390408,3675572,Tuckahoe,Tuckahoe CDP,57,U1,N,N,G4210,S,10737400,1187239,40.9035327,-72.4355473
36,76089,2390417,3676089,Uniondale,Uniondale CDP,57,U1,N,N,G4210,S,14789917,0,40.7175929,-73.5946547
36,76287,2390418,3676287,University Gardens,University Gardens CDP,57,U1,N,N,G4210,S,1362227,0,40.7751171,-73.7278362
36,77772,2390442,3677772,Wading River,Wading River CDP,57,U1,N,N,G4210,S,25332008,101708,40.9473513,-72.8235613
36,77805,2390443,3677805,Wainscott,Wainscott CDP,57,U1,N,N,G4210,S,17414678,1285863,40.9586736,-72.253846
36,78146,2390451,3678146,Wantagh,Wantagh CDP,57,U1,N,N,G4210,S,9919069,768885,40.6678588,-73.5104645
36,78575,2390459,3678575,Water Mill,Water Mill CDP,57,U1,N,N,G4210,S,27395628,3878028,40.922393,-72.3507042
36,79246,2390464,3679246,West Babylon,West Babylon CDP,57,U1,N,N,G4210,S,20147868,750250,40.7108546,-73.3584019
36,79301,2390465,3679301,West Bay Shore,West Bay Shore CDP,57,U1,N,N,G4210,S,5663078,204282,40.708702,-73.2719126
36,80170,2390494,3680170,Westhampton,Westhampton CDP,57,U1,N,N,G4210,S,32789531,5691273,40.8467597,-72.6599005
36,80225,2390475,3680225,West Hempstead,West Hempstead CDP,57,U1,N,N,G4210,S,6878983,182142,40.6958158,-73.6504545
36,80258,2390476,3680258,West Hills,West Hills CDP,57,U1,N,N,G4210,S,12753994,0,40.8198636,-73.4338995
36,80302,2390479,3680302,West Islip,West Islip CDP,57,U1,N,N,G4210,S,16325577,1188130,40.7099426,-73.2960854
36,80885,2390490,3680885,West Sayville,West Sayville CDP,57,U1,N,N,G4210,S,4971091,513138,40.729739,-73.1052004
36,81419,2390502,3681419,Wheatley Heights,Wheatley Heights CDP,57,U1,N,N,G4210,S,3405183,0,40.7624282,-73.3705295
36,82744,2390529,3682744,Woodbury,Woodbury CDP,57,U1,N,N,G4210,S,12971190,41188,40.8202082,-73.4724495
36,82942,2390535,3682942,Woodmere,Woodmere CDP,57,U1,N,N,G4210,S,6685823,611777,40.6373579,-73.7211862
36,83294,2390541,3683294,Wyandanch,Wyandanch CDP,57,U1,N,N,G4210,S,11552056,8646,40.7468038,-73.3766193
36,83426,2390547,3683426,Yaphank,Yaphank CDP,57,U1,N,N,G4210,S,35336640,318022,40.8310103,-72.9316504
36,61142,2389741,3661142,Remsenburg-Speonk,Remsenburg-Speonk CDP,57,U2,N,N,G4210,S,9321189,210244,40.8162326,-72.705765
36,61665,2389750,3661665,Ridge,Ridge CDP,57,U1,N,N,G4210,S,34191261,239982,40.903814,-72.88588
36,61973,2389757,3661973,Riverhead,Riverhead CDP,57,U1,N,N,G4210,S,39090231,790284,40.9444115,-72.6720535
36,62066,2389759,3662066,Riverside,Riverside CDP,57,U1,N,N,G4210,S,7033230,297331,40.9050866,-72.6717186
36,63319,2389766,3663319,Rocky Point,Rocky Point CDP,57,U1,N,N,G4210,S,29318482,0,40.9356882,-72.9364012
36,63473,2389770,3663473,Ronkonkoma,Ronkonkoma CDP,57,U1,N,N,G4210,S,20258356,859817,40.8030078,-73.1265466
36,63814,2389779,3663814,Roslyn Heights,Roslyn Heights CDP,57,U1,N,N,G4210,S,3823697,0,40.7787542,-73.6396027
36,64441,2389794,3664441,Saddle Rock Estates,Saddle Rock Estates CDP,57,U1,N,N,G4210,S,201822,0,40.7939491,-73.7414994
36,64842,2389795,3664842,Salisbury,Salisbury CDP,57,U1,N,N,G4210,S,4520312,40187,40.7458222,-73.5603303
36,65409,2390258,3665409,Sayville,Sayville CDP,57,U1,N,N,G4210,S,13743030,167315,40.7475875,-73.0852315
36,66212,2390271,3666212,Selden,Selden CDP,57,U1,N,N,G4210,S,11191256,0,40.8700232,-73.0461882
36,66481,2390276,3666481,Setauket-East Setauket,Setauket-East Setauket CDP,57,U2,N,N,G4210,S,22000979,2114203,40.928939,-73.1024925
36,66828,2390288,3666828,Shelter Island,Shelter Island CDP,57,U1,N,N,G4210,S,16986693,344364,41.0494834,-72.302316
36,66850,2390289,3666850,Shelter Island Heights,Shelter Island Heights CDP,57,U1,N,N,G4210,S,13977932,693487,41.0679608,-72.365703
36,69001,2390315,3669001,South Farmingdale,South Farmingdale CDP,57,U1,N,N,G4210,S,5744616,10630,40.7168856,-73.4486063
36,69188,2390317,3669188,South Hempstead,South Hempstead CDP,57,U1,N,N,G4210,S,1497817,0,40.6813399,-73.623334
36,71620,2611713,3671620,Stony Brook University,Stony Brook University CDP,57,U2,N,N,G4210,S,4400021,0,40.9099053,-73.1214531
