,id,P_Asian,P_Black,P_Hisp,P_Other,P_White
5383,36047036001,23,14,128,31,3021
5385,36047036002,65,27,195,42,3601
5387,36047036100,21,1986,466,93,42
5389,36047036200,881,80,1642,100,1501
5391,36047036300,9,3407,584,86,22
5393,36047036400,600,46,469,49,1241
5395,36047036501,3,2254,301,53,13
5397,36047036502,13,749,414,31,48
5399,36047036600,1301,83,1239,148,1996
5401,36047036700,13,740,502,32,18
5403,36047036900,43,3412,1281,99,88
5405,36047037000,803,12,242,93,2935
5407,36047037100,15,3413,528,126,38
5409,36047037300,17,2970,648,85,64
5411,36047037401,425,77,209,68,3522
5412,36047037402,500,136,313,71,3553
5414,36047037500,123,2034,559,80,114
5416,36047037700,37,3016,378,116,113
5418,36047037900,12,3085,505,74,30
5420,36047038100,25,3929,628,106,75
5422,36047038200,1356,2142,1970,114,361
5424,36047038300,28,3309,392,106,96
5426,36047038500,58,2682,524,103,55
5428,36047038600,1037,28,560,47,1805
5430,36047038700,60,2845,826,115,164
5432,36047038800,307,40,279,73,3142
5434,36047038900,213,182,1855,55,468
5436,36047039000,122,8,103,32,2017
5438,36047039100,125,180,1670,34,294
5440,36047039200,206,23,195,45,2287
5442,36047039300,102,834,2109,77,427
5444,36047039400,78,5,196,42,2120
5446,36047039500,59,857,2119,52,293
5448,36047039600,31,4,159,14,1918
5450,36047039700,65,1885,1191,87,161
5452,36047039800,811,15,634,18,1166
5454,36047039900,95,1678,1858,47,145
5456,36047040000,941,16,610,42,1460
5458,36047040100,54,1639,1583,93,149
5460,36047040200,1172,25,391,30,1122
5462,36047040300,60,2152,1093,104,129
5464,36047040400,1034,6,308,38,1165
5466,36047040500,15,743,620,26,76
5468,36047040600,1324,18,335,39,1468
5470,36047040700,0,2,8,0,4
5472,36047040800,1580,29,562,60,1335
5474,36047040900,29,845,2671,55,152
5476,36047041000,309,23,165,17,1259
5478,36047041100,29,1541,1594,63,75
5480,36047041200,937,9,390,57,1536
5482,36047041300,20,1587,2095,51,69
5484,36047041401,70,9,128,18,1126
5486,36047041402,21,15,62,48,1466
5488,36047041500,61,1597,2261,57,88
5490,36047041600,64,27,150,20,2063
5492,36047041700,105,791,2547,50,116
5494,36047041800,145,27,230,8,1949
5496,36047041900,25,732,2803,59,151
5498,36047042000,75,11,185,11,1614
5500,36047042100,179,571,2787,38,345
5502,36047042200,165,61,650,44,2648
5504,36047042300,173,321,3176,49,498
5506,36047042400,1147,62,524,82,1851
5508,36047042500,63,141,2230,37,571
5510,36047042600,1448,16,627,107,1937
5512,36047042700,245,260,3678,71,820
5514,36047042800,881,38,282,62,2594
5516,36047042900,235,237,4458,102,598
5518,36047043000,1022,11,359,30,1911
5520,36047043100,253,186,4022,80,572
5522,36047043200,1400,40,925,55,1830
5524,36047043300,213,428,3210,66,147
5526,36047043400,890,36,508,42,1957
5528,36047043500,89,844,3282,80,168
5530,36047043600,1105,34,520,102,2399
5532,36047043700,85,1329,3322,69,435
5534,36047043800,202,39,218,35,1987
5536,36047043900,256,427,2890,74,182
5538,36047044000,177,5,304,24,2370
5540,36047044100,560,182,4293,98,510
5542,36047044200,59,5,183,32,2379
5544,36047044300,565,138,4069,117,668
5546,36047044400,131,47,338,43,2777
5548,36047044500,715,126,2824,136,645
5550,36047044600,591,24,309,30,955
5552,36047044700,88,253,1298,63,608
5554,36047044800,134,26,115,27,1613
5555,36047044900,42,967,1278,71,574
5557,36047045000,22,0,47,11,593
5559,36047045200,45,28,66,13,2549
5561,36047045300,84,278,1018,44,593
5563,36047045400,116,20,172,26,1518
5566,36047045600,376,36,147,33,1765
5568,36047045800,8,2,35,10,1435
5569,36047046000,1156,194,373,100,1906
5573,36047046201,331,32,239,52,1978
5575,36047046202,51,7,173,20,1552
5577,36047046400,69,29,148,22,2570
5580,36047046800,37,4,68,24,1921
5582,36047047000,15,4,35,21,2811
5584,36047047200,0,23,37,14,3067
5587,36047047400,1,1,38,23,2906
5589,36047047600,64,18,160,53,3351
5591,36047047700,265,64,534,119,2336
5593,36047047800,302,58,957,69,3462
5595,36047048000,479,91,560,99,2540
5597,36047048100,322,37,853,55,1511
5599,36047048200,1387,386,673,190,2695
5602,36047048400,481,288,823,156,3733
5603,36047048500,115,125,885,95,1290
5605,36047048600,1579,108,975,147,759
5608,36047048800,1097,306,709,159,2124
5610,36047048900,10,1561,2377,50,41
5612,36047049000,924,494,783,274,3424
5614,36047049100,1721,1063,2448,86,1100
5616,36047049200,805,474,726,140,1350
5618,36047049300,155,1090,4912,116,1352
5620,36047049400,855,670,723,174,2886
5622,36047049500,227,33,747,81,1515
5624,36047049600,1583,111,1048,92,1679
5626,36047049700,167,21,222,67,2168
5628,36047049800,1555,107,723,116,1731
5630,36047049900,79,24,228,37,1385
5632,36047050000,456,260,517,156,2085
5634,36047050100,187,34,469,51,2045
5637,36047050202,118,104,279,65,1635
5639,36047050300,146,31,715,68,1622
5641,36047050400,579,580,785,179,2404
5643,36047050500,492,650,2112,80,829
5645,36047050600,249,2593,2489,150,535
5647,36047050700,25,109,547,29,1578
5649,36047050801,120,2854,865,105,136
5650,36047050803,48,1700,393,65,258
5651,36047050804,255,3374,2068,113,440
5653,36047050900,5,17,320,23,3329
5655,36047051001,46,3021,621,70,168
5656,36047051002,76,3290,1027,139,193
5658,36047051100,785,289,1794,59,1006
5660,36047051200,184,4020,1554,189,451
5662,36047051300,198,134,1919,98,1983
5664,36047051400,532,3776,2111,195,752
5666,36047051500,110,24,233,34,971
5668,36047051601,188,4111,1139,111,183
5669,36047051602,63,2820,828,117,200
5671,36047051700,151,12,193,41,1338
5673,36047051800,360,1640,500,124,791
5675,36047051900,273,48,678,98,2467
5677,36047052000,1316,938,895,124,955
5680,36047052300,175,93,3543,96,1562
5683,36047052500,82,224,1029,43,2121
5685,36047052600,949,944,703,210,1551
5687,36047052700,156,173,4820,79,1401
5689,36047052800,505,140,196,78,899
5691,36047052900,13,10,315,50,3591
5693,36047053000,701,174,388,81,2121
5695,36047053100,4,11,271,15,6726
5697,36047053200,567,202,219,24,1567
5699,36047053300,8,21,158,14,6365
5701,36047053400,886,375,345,72,2705
5703,36047053500,5,4,314,38,3987
5706,36047053700,7,21,38,5,3504
5708,36047053800,455,103,287,80,3548
5710,36047053900,0,107,360,38,2251
5713,36047054200,325,25,407,53,3640
5715,36047054300,27,27,31,27,215
5717,36047054400,442,35,91,51,2787
5719,36047054500,10,613,1954,92,5339
5721,36047054600,227,173,246,101,3599
5723,36047054700,132,281,905,93,3834
5725,36047054800,48,7,50,19,1865
5727,36047054900,159,78,538,68,2279
5729,36047055000,232,77,282,90,2870
5731,36047055100,231,164,2317,105,1780
5733,36047055200,600,59,243,57,2539
5735,36047055300,239,54,563,66,1674
5737,36047055400,499,58,398,119,3142
5739,36047055500,204,72,328,63,1292
5741,36047055600,396,28,158,64,3066
5743,36047055700,117,36,202,34,1266
5745,36047055800,352,29,209,36,1764
5748,36047056000,160,29,150,58,3096
5749,36047056100,198,18,367,68,2644
5751,36047056200,155,5,22,6,1466
5753,36047056300,338,148,1157,137,2580
5755,36047056400,285,75,129,27,1935
5757,36047056500,163,26,498,83,2485
5759,36047056600,442,166,130,53,1628
5762,36047056800,295,10,94,6,909
5764,36047056900,66,9,174,46,1335
5766,36047057000,796,113,254,45,2176
5768,36047057100,177,17,231,68,3907
5770,36047057200,296,2751,1437,145,814
5772,36047057300,114,23,195,57,2219
5774,36047057400,1071,13,153,31,1389
5776,36047057500,255,59,877,94,2964
5778,36047057600,1289,28,154,42,1405
5781,36047057800,860,31,390,94,1801
5783,36047057900,67,25,474,48,503
5785,36047058000,1239,62,357,46,1661
5787,36047058200,841,28,340,43,1715
5789,36047058400,652,39,167,39,2723
5791,36047058600,1449,118,206,35,711
5793,36047058800,543,51,232,52,2367
5795,36047058900,66,13,122,47,1656
5797,36047059000,750,116,248,33,752
5799,36047059100,103,46,375,72,3324
5801,36047059200,1035,37,189,116,2493
5803,36047059300,63,25,401,50,1689
5805,36047059401,2451,42,374,104,4657
5807,36047059402,692,61,196,38,3564
5809,36047059600,165,51,105,30,1955
5811,36047059800,271,134,209,86,2727
5813,36047060000,549,93,384,100,4941
5815,36047060600,390,28,227,57,1853
5817,36047060800,360,67,233,75,2839
5820,36047061002,42,17,73,32,4344
5821,36047061003,534,34,802,88,526
5822,36047061004,331,39,399,69,5609
5824,36047061200,13,2,25,13,1023
5827,36047061600,16,22,41,15,1562
5829,36047062000,32,8,29,15,1766
5831,36047062200,93,259,247,53,2600
5833,36047062600,510,233,321,60,1664
5835,36047062800,170,20,368,43,4625
5837,36047063200,97,6,110,12,1222
5839,36047063600,74,7,115,26,1014
5841,36047063800,143,13,80,20,1268
5843,36047064000,140,9,118,16,1316
5845,36047064200,169,26,246,27,2050
5847,36047064400,229,57,228,35,1979
5849,36047064600,166,122,171,26,1704
5851,36047064800,161,357,196,61,1170
5853,36047065000,202,501,215,44,427
5855,36047065200,164,35,134,27,872
5857,36047065400,83,11,98,15,1400
5859,36047065600,80,12,122,33,1461
5861,36047065800,144,12,127,30,1449
5863,36047066000,134,4,170,17,1448
5865,36047066200,165,43,193,26,984
5867,36047066600,0,0,0,0,0
5869,36047067000,144,1427,333,95,681
5871,36047067200,56,912,206,68,180
5873,36047067400,109,1201,209,79,366
5875,36047067600,39,1237,138,57,186
5877,36047067800,30,2093,118,59,360
5879,36047068000,105,1081,234,76,313
5881,36047068200,121,1357,319,71,564
5883,36047068600,142,345,139,47,860
5885,36047068800,86,763,186,31,548
5887,36047069000,86,1023,242,37,403
5889,36047069200,52,1698,236,64,342
5891,36047069601,105,1348,435,87,1805
5892,36047069602,331,1036,475,135,4018
5894,36047069800,35,69,86,14,1073
5896,36047070000,16,22,83,11,1571
5898,36047070201,152,35,211,55,6120
5900,36047070202,0,12,0,0,25
5902,36047070203,0,0,0,0,0
5904,36047070600,56,1,149,20,2474
5906,36047072000,71,1759,116,60,161
5908,36047072200,52,2318,155,52,78
5910,36047072400,4,1574,90,47,40
5912,36047072600,13,1813,141,76,50
5914,36047072800,42,2636,217,57,241
5916,36047073000,34,1628,106,41,170
5918,36047073200,77,1692,168,52,107
5920,36047073400,50,1556,164,47,72
5922,36047073600,358,2196,310,131,373
5924,36047073800,155,1544,390,71,1065
5926,36047074000,365,2324,417,131,294
5928,36047074200,121,1441,230,63,1437
5930,36047074400,43,117,71,11,2250
5932,36047074600,117,403,168,27,1288
5934,36047074800,51,371,103,16,1471
5936,36047075000,83,321,144,38,2443
5938,36047075200,0,10,2,2,1116
5940,36047075400,0,0,5,0,1483
5942,36047075600,154,62,69,19,1689
5944,36047075800,48,18,53,6,1691
5946,36047076000,169,55,124,39,2389
5948,36047076200,606,483,672,83,2391
5950,36047076400,149,1956,620,71,691
5952,36047076600,34,1608,238,38,143
5953,36047076800,419,63,247,36,2642
5955,36047077000,47,1959,427,95,194
5957,36047077200,99,1594,414,87,1200
5959,36047077400,219,1573,359,78,652
5961,36047077600,171,2908,314,140,273
5963,36047078000,28,1863,92,44,65
5965,36047078200,24,3525,189,83,43
5967,36047078400,41,1969,186,75,77
5969,36047078600,240,3226,509,91,190
5971,36047078800,20,2939,330,98,35
5973,36047079000,79,4401,413,124,77
5975,36047079200,67,3525,582,125,73
5977,36047079400,13,1576,216,31,28
5979,36047079601,70,3005,624,122,592
5980,36047079602,52,3701,659,133,269
5982,36047079801,76,2086,251,111,513
5983,36047079802,175,3722,620,178,756
5985,36047080000,71,2572,267,80,497
5987,36047080200,34,3566,368,120,216
5989,36047080400,87,2617,245,89,212
5991,36047080600,20,2217,178,80,891
5992,36047080800,115,841,127,23,91
5994,36047081000,55,1973,156,58,58
5997,36047081400,28,2394,131,58,24
5999,36047081600,107,2396,171,83,34
6001,36047081800,196,3538,480,133,204
6003,36047082000,96,4421,552,132,80
6005,36047082200,60,6138,733,163,186
6007,36047082400,63,4109,411,112,35
6009,36047082600,31,4815,453,129,85
6011,36047082800,80,3202,368,109,55
6013,36047083000,65,5257,456,164,55
6015,36047083200,41,2040,110,71,27
6017,36047083400,17,1512,75,71,26
6019,36047083600,14,1735,88,55,37
6021,36047083800,30,1926,130,66,37
6023,36047084000,36,2081,172,54,69
6027,36047084600,15,1741,95,73,39
6029,36047084800,6,1613,80,39,12
6031,36047085000,11,1244,47,24,48
6033,36047085200,0,27,1,1,0
6035,36047085400,22,1836,141,35,18
6037,36047085600,22,3174,260,109,43
6039,36047085800,20,2224,91,76,23
6041,36047086000,25,3080,202,76,43
6043,36047086200,26,2730,141,67,32
6045,36047086400,8,2062,94,54,13
6047,36047086600,10,2939,128,59,13
6049,36047086800,45,2857,136,50,68
6051,36047087000,15,2929,161,51,48
6053,36047087200,10,2658,138,48,14
6055,36047087401,21,2543,277,65,236
6058,36047087600,10,1320,87,29,296
6060,36047087800,13,2706,165,62,60
6062,36047088000,19,2579,176,37,52
6064,36047088200,32,6181,383,126,18
6066,36047088400,46,4740,259,139,52
6068,36047088600,20,3989,340,52,26
6070,36047088800,10,3450,370,68,25
6072,36047089000,46,5565,549,93,66
6074,36047089200,7,3193,344,82,25
6076,36047089400,18,2914,379,76,43
6078,36047089600,141,2951,337,78,39
6080,36047089800,17,1837,185,32,18
6082,36047090000,12,4313,1039,125,19
6084,36047090200,41,2590,731,62,27
6087,36047090600,20,3106,1356,66,33
6089,36047090800,13,2650,1181,80,66
6091,36047091000,34,3776,1694,77,29
6093,36047091200,38,4633,1978,104,61
6096,36047091600,29,3527,641,75,53
6098,36047091800,0,1704,1039,48,13
6100,36047092000,19,2651,426,45,13
6102,36047092200,11,2387,211,63,19
6103,36047092400,16,2132,442,53,13
6105,36047092800,54,2363,163,35,41
6107,36047093000,10,2417,62,42,16
6108,36047093200,2,1040,57,21,22
6110,36047093400,19,2228,91,35,28
6112,36047093600,7,1490,102,23,6
6114,36047093800,18,2203,96,48,9
6118,36047094401,6,2952,130,63,51
6120,36047094402,12,2208,463,49,154
6121,36047094600,21,1614,109,44,42
6123,36047095000,13,2659,99,47,88
6125,36047095400,27,4162,179,83,156
6127,36047095600,85,3476,240,83,158
6129,36047095800,113,2947,202,44,150
6131,36047096000,0,0,0,0,0
6133,36047096200,21,1378,167,31,120
6135,36047096400,57,1890,191,58,165
6137,36047096600,80,1672,179,67,166
6139,36047096800,40,1054,197,45,135
6141,36047097000,61,1553,245,41,205
6143,36047097400,24,2114,282,67,237
6145,36047098200,7,3100,1034,119,45
6147,36047098400,19,1790,70,41,58
6149,36047098600,59,2539,149,83,32
6151,36047098800,90,2398,248,68,250
6153,36047099000,92,1048,140,45,97
6155,36047099200,73,1431,124,65,140
6157,36047099400,9,1717,115,38,99
6159,36047099600,57,3168,171,72,163
6161,36047099800,53,3204,184,84,259
6163,36047100400,23,2231,132,37,144
6165,36047100600,58,2046,169,49,167
6167,36047100800,108,1598,148,58,212
6169,36047101000,162,1695,162,56,243
6171,36047101200,112,1496,121,36,167
6173,36047101400,131,1696,165,48,120
6175,36047101600,43,1267,62,21,71
6177,36047101800,34,1515,139,32,131
6179,36047102000,50,1601,81,48,142
6181,36047102200,230,1470,176,37,162
6183,36047102400,148,1601,164,35,175
6185,36047102600,40,2436,138,58,99
6187,36047102800,72,1271,149,28,59
6189,36047103400,7,2593,919,86,313
6191,36047105801,232,3525,1265,140,1766
6192,36047105804,157,3511,1119,112,1527
6194,36047107000,1,270,47,2,2
6196,36047107800,12,3394,297,80,66
6198,36047109800,37,1524,257,33,66
6201,36047110400,8,3470,731,90,59
6203,36047110600,22,3150,1026,78,35
6205,36047111000,7,2402,731,55,21
6208,36047111600,28,2685,672,59,40
6210,36047111800,13,2188,772,43,37
6212,36047112000,38,1974,1051,60,32
6214,36047112200,10,2590,669,70,32
6216,36047112400,0,2718,623,58,17
6218,36047112600,12,2729,927,69,46
6220,36047112800,13,2896,817,50,46
6222,36047113000,5,2938,839,95,14
6224,36047113200,13,1554,343,23,4
6226,36047113400,20,1789,951,52,26
6231,36047114201,20,426,1058,46,28
6233,36047114202,42,928,1653,80,63
6234,36047114400,38,1354,906,63,42
6236,36047114600,138,835,1877,98,50
6239,36047115000,28,1330,1144,66,27
6241,36047115200,55,1973,971,72,23
6244,36047115600,53,2604,1546,64,48
6246,36047115800,10,2058,847,48,20
6248,36047116000,0,1730,746,50,17
6250,36047116200,2,1670,411,62,12
6252,36047116400,46,1937,853,75,10
6254,36047116600,85,1508,1220,58,36
6256,36047116800,82,569,1249,121,36
6258,36047117000,138,383,1224,103,32
6260,36047117201,104,493,1897,142,77
6262,36047117202,165,944,2505,196,97
6264,36047117400,212,798,2952,249,118
6266,36047117601,122,435,1910,188,95
6268,36047117602,216,511,2236,220,130
6270,36047117800,287,263,959,164,44
6272,36047118000,0,5,0,1,0
6274,36047118201,193,427,2069,178,135
6276,36047118202,265,397,2154,180,87
6278,36047118400,539,697,3684,302,198
6280,36047118600,459,472,1700,247,91
6282,36047118800,1643,664,1718,478,148
6284,36047119000,356,586,906,239,40
6286,36047119200,130,1352,1454,44,33
6288,36047119400,91,2502,1219,78,24
6290,36047119600,1095,2356,1602,270,80
6291,36047119800,90,1167,1943,91,135
6293,36047120000,392,948,593,155,60
6295,36047120200,919,275,417,246,43
6297,36047120800,259,6480,1809,216,174
6299,36047121000,22,1973,1948,66,26
6301,36047121400,18,2627,1617,49,40
6303,36047122000,65,4173,1042,115,100
6304,36047123700,38,182,988,97,4703
6305,36047150200,201,67,439,71,1762
6306,36047152200,660,691,528,144,1294
6307,36047990100,0,0,0,0,0
6309,36059300100,168,42,84,201,4515
6311,36059300300,320,137,613,142,3353
6313,36059300400,401,39,402,189,4407
6315,36059300500,493,44,211,103,4634
6317,36059300600,1242,50,243,175,4735
6319,36059300700,652,68,422,99,4629
6321,36059300800,1246,71,318,87,2504
6323,36059300900,2074,150,193,142,5450
6325,36059301000,437,25,228,75,4567
6327,36059301101,1150,90,1775,94,3447
6329,36059301102,428,47,285,66,3700
6331,36059301200,359,60,593,92,4785
6333,36059301300,422,274,1428,105,2658
6335,36059301400,169,16,75,33,1747
6337,36059301500,188,14,97,43,2884
6339,36059301600,591,34,271,99,3670
6341,36059301700,173,11,87,42,2380
6343,36059301800,629,734,591,85,3034
6345,36059301900,248,10,120,34,2595
6347,36059302000,457,81,376,84,3999
6349,36059302101,392,53,204,64,3596
6351,36059302102,295,24,89,39,2963
6353,36059302200,762,389,470,138,2109
6355,36059302300,1907,48,178,115,2667
6357,36059302400,1256,12,377,152,3385
6359,36059302501,599,8,86,71,1978
6361,36059302502,422,109,106,81,1835
6363,36059302600,393,35,213,62,1636
6365,36059302700,1673,35,305,127,2174
6367,36059302800,1902,27,445,127,3752
6369,36059302900,754,28,328,89,3133
6371,36059303000,1719,59,641,140,3115
6373,36059303101,1412,22,210,80,1868
6375,36059303102,1854,19,169,116,2137
6377,36059303201,1513,219,289,119,1627
6379,36059303202,1065,63,653,95,2163
6381,36059303301,653,22,147,66,2278
6383,36059303302,199,33,295,55,3539
6385,36059303400,99,8,110,23,2316
6387,36059303500,462,23,681,90,3898
6389,36059303600,614,160,1646,155,4336
6391,36059303700,495,138,763,120,5202
6393,36059303800,391,90,552,67,3881
6395,36059303900,251,1666,467,136,1386
6397,36059304001,134,22,322,37,2039
6399,36059304002,233,242,1214,70,2522
6401,36059304100,280,1197,2125,105,698
6404,36059304202,130,736,2170,66,649
6405,36059304203,23,2746,2609,82,99
6406,36059304204,21,1743,2798,94,93
6408,36059404300,663,203,681,116,1728
6410,36059404400,148,46,361,52,4343
6412,36059404500,236,73,470,75,3272
6414,36059404600,309,44,347,61,3687
6416,36059404700,893,90,637,141,4173
6418,36059404800,611,2256,1801,216,1474
6420,36059404901,372,3499,787,184,372
6422,36059404902,492,1997,1069,135,599
6424,36059405000,793,1641,1308,236,1156
6426,36059405100,670,4475,1074,349,1255
6428,36059405200,808,1690,1513,247,1883
6430,36059405301,336,93,469,63,2537
6432,36059405302,259,38,488,52,3298
6434,36059405400,775,513,1423,204,4647
6436,36059405500,244,73,645,64,4386
6438,36059405600,174,26,359,39,3445
6440,36059405700,312,102,501,56,3699
6442,36059405800,229,33,317,31,3414
6444,36059405900,322,338,621,78,3859
6446,36059406001,345,271,752,100,3139
6448,36059406002,95,246,502,55,2239
6450,36059406100,178,211,437,57,2032
6452,36059406201,189,741,786,114,1155
6454,36059406202,44,4399,853,191,128
6456,36059406300,124,17,146,50,3474
6458,36059406400,198,26,209,55,6154
6460,36059406501,183,68,295,70,5983
6463,36059406600,201,29,225,44,3646
6465,36059406701,87,1076,1888,93,432
6466,36059406702,94,2089,1552,126,1062
6468,36059406801,116,1384,2833,106,137
6469,36059406802,72,1542,3099,71,89
6471,36059406900,58,3596,3284,133,201
6473,36059407000,77,4409,2327,140,211
6475,36059407101,44,2754,2051,94,238
6477,36059407102,56,3174,1838,124,297
6479,36059407201,47,1698,2916,72,208
6481,36059407203,20,1694,1299,67,245
6482,36059407204,33,1308,736,66,428
6484,36059407301,275,1037,557,163,4176
6486,36059407302,159,1924,2035,105,832
6488,36059407401,86,2629,2119,157,554
6490,36059407402,107,1585,1273,80,543
6492,36059407501,88,2487,2273,96,279
6494,36059407502,59,2956,1916,128,289
6496,36059407600,821,128,793,100,3566
6498,36059407700,523,51,683,56,3379
6500,36059407801,755,93,827,87,3704
6502,36059407802,197,858,411,21,894
6504,36059407900,416,427,488,88,3957
6506,36059408000,766,129,848,96,4485
6508,36059408100,767,126,653,104,5153
6510,36059408200,775,88,940,100,4799
6512,36059408300,901,178,790,137,5067
6514,36059408400,240,103,372,55,3191
6516,36059408500,308,126,427,114,5178
6518,36059408600,370,42,556,82,3422
6520,36059408700,425,63,588,96,3736
6522,36059408800,427,49,871,114,5368
6524,36059408900,355,57,781,95,4427
6526,36059409000,339,44,761,77,4484
6528,36059409100,290,43,605,57,4254
6530,36059409200,325,52,792,88,4903
6532,36059409300,183,19,439,50,3601
6534,36059409400,126,16,396,67,3920
6536,36059409500,97,18,190,22,3699
6538,36059409600,189,38,441,49,4384
6540,36059409700,76,30,306,26,3808
6542,36059409800,504,3537,680,203,555
6544,36059409900,1092,3407,1214,282,1792
6546,36059410000,536,776,517,115,1418
6548,36059410100,193,130,501,56,5114
6550,36059410200,221,183,398,74,2942
6552,36059410300,853,2008,1563,212,1760
6554,36059410400,694,1825,1420,180,1238
6556,36059410500,973,1007,1828,248,3130
6558,36059410600,698,809,1427,217,4044
6560,36059410700,514,451,1170,118,3994
6562,36059410800,505,444,936,170,3075
6564,36059410900,1079,1311,584,210,2778
6566,36059411000,228,739,2421,108,1876
6568,36059411100,94,1519,1769,128,911
6570,36059411200,236,134,705,94,5423
6572,36059411301,217,341,229,45,2968
6574,36059411302,219,104,133,38,6344
6576,36059411400,350,242,428,37,5426
6578,36059411500,103,34,84,31,2638
6580,36059411600,108,86,185,29,6074
6582,36059411700,480,152,727,97,5363
6584,36059411800,257,136,673,68,5219
6586,36059411901,156,105,418,36,2672
6588,36059411902,220,114,424,55,2807
6590,36059412000,234,293,1019,129,4392
6592,36059412100,168,93,489,59,5665
6594,36059412200,69,40,440,41,4966
6596,36059412301,75,118,463,57,2567
6598,36059412302,119,114,564,38,2758
6600,36059412400,131,681,727,85,3553
6602,36059412500,52,28,193,40,3982
6604,36059412600,76,40,96,33,3458
6606,36059412700,45,58,126,49,3697
6608,36059412800,78,410,601,58,2096
6610,36059412900,180,3392,1095,244,1044
6612,36059413001,146,45,547,61,3516
6614,36059413002,136,40,346,35,3177
6616,36059413100,147,69,544,42,4230
6618,36059413200,178,69,683,68,5484
6620,36059413300,155,79,512,55,6043
6622,36059413400,117,54,338,47,5146
6624,36059413500,280,2564,1432,225,2861
6626,36059413600,295,1240,1247,191,2457
6628,36059413700,224,690,1088,91,3193
6630,36059413803,255,1064,492,134,2256
6632,36059413804,137,991,467,113,2193
6634,36059413900,34,4298,2793,191,220
6636,36059414001,27,2800,1002,124,51
6638,36059414002,24,2775,1753,111,55
6640,36059414100,77,3763,2033,173,509
6642,36059414201,98,1411,2729,123,773
6644,36059414202,27,1868,2328,88,222
6646,36059414301,78,771,1785,70,795
6648,36059414303,63,966,1744,94,1549
6649,36059414304,42,658,2429,83,548
6651,36059414400,77,1806,2706,99,551
6653,36059414501,127,1337,1312,167,2496
6655,36059414502,80,646,792,97,2670
6657,36059414600,159,48,254,45,3217
6659,36059414700,168,18,243,30,4129
6661,36059414800,256,121,539,76,5622
6663,36059414900,340,245,573,112,5904
6665,36059415000,244,83,502,88,5082
6667,36059415101,70,37,194,41,2399
6669,36059415102,117,38,210,35,4759
6671,36059415201,102,43,234,45,3346
6673,36059415202,86,45,161,30,4106
6675,36059415300,230,96,464,85,5171
6677,36059415401,146,31,300,46,4852
6679,36059415402,101,31,158,52,4455
6681,36059415500,29,9,150,20,2405
6683,36059415600,160,27,269,47,5156
6685,36059415700,86,6,303,82,5614
6688,36059415802,126,18,317,50,6610
6691,36059416000,104,24,248,49,3573
6693,36059416100,158,27,303,69,5935
6695,36059416201,85,26,454,58,3092
6697,36059416202,115,64,1234,72,3170
6699,36059416300,40,24,183,28,3665
6701,36059416401,46,32,237,48,3528
6702,36059416402,33,107,234,42,2833
6704,36059416500,270,1440,1859,250,2339
6706,36059416600,187,110,497,68,4530
6708,36059416701,166,101,783,97,3182
6710,36059416702,87,105,589,58,3316
6712,36059416801,38,6,135,22,1902
6713,36059416802,54,57,357,43,3487
6715,36059416900,63,23,144,37,3849
6717,36059517000,243,131,394,63,2695
6719,36059517101,186,398,1739,98,2783
6721,36059517102,172,38,212,21,1919
6723,36059517200,328,950,3249,175,3356
6725,36059517301,141,132,782,50,1921
6727,36059517302,165,79,1137,68,3339
6729,36059517400,94,113,341,53,4394
6731,36059517500,149,25,240,44,3363
6733,36059517600,158,36,380,73,4050
6735,36059517701,1225,119,326,125,5841
6738,36059517705,271,51,86,26,2101
6741,36059517801,124,34,148,48,3192
6743,36059517802,82,99,600,37,2588
6745,36059517901,83,18,288,57,4180
6747,36059517902,60,8,197,51,2538
6749,36059518000,195,199,1119,112,5082
6751,36059518100,92,19,118,27,2453
6753,36059518201,340,63,107,43,3882
6755,36059518203,559,77,111,44,3586
6757,36059518204,353,37,88,52,4000
6759,36059518300,1113,25,240,109,4200
6761,36059518400,940,77,178,51,3147
6763,36059518501,1546,147,148,79,4842
6765,36059518502,936,87,169,70,1667
6767,36059518600,974,22,84,34,2915
6769,36059518700,1486,29,213,96,3707
6771,36059518800,623,6,144,41,2404
6773,36059518900,1641,543,1472,182,3161
6775,36059519000,1127,49,815,124,4152
6777,36059519100,943,65,735,148,4203
6779,36059519200,1162,46,776,153,4008
6781,36059519300,1418,76,1255,146,3061
6783,36059519400,729,40,390,91,3030
6785,36059519500,1119,17,600,82,3988
6787,36059519601,618,23,257,62,3424
6789,36059519602,169,6,75,41,1868
6791,36059519702,428,19,150,64,4791
6793,36059519703,436,9,122,49,3004
6795,36059519704,301,23,107,46,2703
6797,36059519801,347,2,124,60,1920
6799,36059519802,500,28,211,59,4171
6801,36059519900,358,12,292,52,4618
6803,36059520001,343,56,481,84,5826
6805,36059520002,194,22,379,61,3651
6807,36059520100,343,11,189,55,4926
6809,36059520200,201,13,257,27,2599
6811,36059520300,198,51,427,59,4985
6813,36059520401,238,84,614,51,3077
6815,36059520402,206,115,508,57,3238
6817,36059520501,203,27,408,39,2895
6819,36059520502,176,35,341,45,4570
6821,36059520600,265,124,705,93,4560
6823,36059520700,56,8,304,50,4263
6825,36059520800,87,18,218,27,3507
6827,36059520900,89,3,212,21,4185
6829,36059521000,83,17,234,29,4475
6831,36059521100,70,13,183,33,4144
6833,36059521200,43,16,152,17,2587
6835,36059521301,42,23,143,15,2115
6837,36059521302,74,11,215,46,5181
6839,36059521400,121,7,207,56,6171
