,id,P_Asian,P_Black,P_Hisp,P_Other,P_White
2482,34023007912,1537,326,655,189,5131
2484,34023008001,523,359,721,124,4809
2486,34023008101,233,125,377,78,3684
2488,34023008102,186,102,310,46,3116
2490,34023008103,102,72,164,30,1810
2492,34023008202,1852,575,497,149,7453
2494,34023008204,91,122,108,11,3470
2496,34023008205,34,68,44,9,2937
2498,34023008206,70,135,87,15,3134
2500,34023008207,50,54,40,3,2329
2502,34023008208,2627,495,637,263,8013
2504,34023008209,187,37,260,36,3228
2506,34023008300,264,488,1324,122,3717
2508,34023008403,2646,499,434,180,3383
2510,34023008404,624,161,330,91,2670
2512,34023008405,1980,294,202,107,2533
2514,34023008406,432,75,128,38,1394
2516,34023008501,2236,797,459,184,1605
2518,34023008502,2210,242,235,104,2635
2520,34023008503,3780,710,467,242,3176
2522,34023008504,1663,394,369,126,3582
2524,34023008601,1931,242,187,94,2417
2526,34023008602,2709,303,234,123,1872
2529,34023008604,2897,361,364,194,2142
2530,34023008605,1109,262,221,72,842
2531,34023008606,1962,581,423,115,1342
2533,34023008700,530,130,99,67,3031
2534,34023008800,3432,875,689,315,3423
2535,34023008900,1154,630,723,119,1057
2536,34023009000,697,2026,1048,147,1958
2537,34023009100,534,449,669,91,1909
2538,34023009200,354,326,585,81,2987
2539,34023009300,657,997,2273,114,1511
2540,34023009400,1470,353,576,128,2704
2543,34025800100,64,70,324,86,4461
2545,34025800200,91,62,225,70,3937
2548,34025800400,55,59,215,54,3404
2550,34025800500,74,49,329,40,3985
2552,34025800601,129,100,477,86,4680
2554,34025800602,79,40,248,40,3133
2556,34025800701,158,50,324,59,4358
2558,34025800702,93,11,164,21,3065
2560,34025800800,277,93,379,61,5650
2562,34025800900,119,200,267,63,5347
2564,34025801000,124,80,259,49,3660
2566,34025801100,147,40,162,52,4137
2568,34025801200,123,7,119,42,3341
2570,34025801300,89,18,189,40,5652
2572,34025801400,50,32,211,47,3624
2574,34025801500,199,31,218,66,5621
2576,34025801600,60,219,752,120,4371
2578,34025801700,109,363,741,125,3245
2580,34025801800,108,85,686,139,5227
2582,34025801900,100,279,752,59,2318
2584,34025802000,71,200,570,67,2824
2586,34025802100,170,63,505,57,5433
2588,34025802200,71,45,274,55,3319
2590,34025802300,130,55,359,56,3972
2592,34025802400,304,116,463,61,4826
2594,34025802500,101,407,461,81,2144
2596,34025802600,415,1145,577,132,2322
2598,34025802700,278,279,420,59,3027
2600,34025802800,274,141,294,58,3572
2602,34025802900,94,69,148,20,1692
2604,34025803000,291,329,479,126,3950
2606,34025803100,266,247,470,78,2574
2608,34025803201,1040,42,193,73,2623
2609,34025803202,1129,51,209,148,4665
2611,34025803300,1032,42,219,97,5210
2613,34025803400,68,1187,2966,116,909
2615,34025803500,72,55,347,52,1927
2617,34025803600,83,166,885,62,3311
2619,34025803700,66,151,165,78,5661
2621,34025803800,44,11,87,25,3245
2623,34025803900,44,7,86,47,3526
2626,34025804100,24,11,62,33,3149
2628,34025804200,102,14,179,78,5577
2632,34025804500,209,751,511,138,3669
2634,34025804600,124,111,128,60,2458
2636,34025804700,0,3,0,0,13
2638,34025804800,496,745,479,134,7873
2640,34025805001,478,1070,842,214,2400
2643,34025805100,265,111,303,99,3330
2646,34025805300,50,52,143,59,5031
2648,34025805400,90,569,734,150,2572
2650,34025805500,61,1066,1436,210,1392
2652,34025805600,9,858,1123,112,208
2654,34025805700,34,227,1254,318,1498
2656,34025805800,107,319,1282,242,1631
2658,34025805900,145,542,1922,300,2588
2660,34025806000,139,188,632,162,3049
2662,34025806100,48,177,241,83,3001
2664,34025806201,49,104,218,56,3584
2665,34025806202,46,59,189,37,3755
2667,34025806300,44,51,112,44,2251
2669,34025806400,164,70,224,52,4531
2671,34025806501,545,686,860,127,1902
2673,34025806502,303,404,373,89,2349
2675,34025806503,254,70,161,53,3347
2677,34025806504,231,595,365,85,1388
2679,34025806600,234,162,358,128,4679
2684,34025807003,31,1833,1765,142,1227
2686,34025807004,20,769,862,64,1376
2688,34025807100,11,1481,455,100,689
2690,34025807200,2,1707,478,56,73
2692,34025807300,8,2165,555,101,146
2694,34025807400,29,177,145,33,2958
2696,34025807500,30,1277,815,104,754
2698,34025807600,12,2543,412,102,156
2700,34025807700,95,2444,349,146,979
2702,34025807800,202,2263,353,152,1462
2704,34025807900,145,1420,268,128,1648
2706,34025808001,53,56,129,34,3885
2708,34025808002,62,197,136,46,1736
2710,34025808100,213,490,491,104,3571
2712,34025808200,78,189,840,77,3114
2714,34025808300,12,6,71,18,1794
2716,34025808401,25,19,162,22,1953
2718,34025808402,27,163,809,45,2561
2720,34025808500,98,45,379,86,5908
2722,34025808600,71,483,206,65,5388
2724,34025808701,135,26,134,64,4549
2725,34025808702,58,9,85,34,3791
2727,34025808800,58,48,104,51,4289
2729,34025808900,51,25,155,35,4447
2731,34025809000,21,108,322,33,1283
2733,34025809100,30,8,57,23,2875
2735,34025809200,4,0,30,8,1786
2737,34025809301,16,9,333,14,2854
2738,34025809302,20,5,81,14,2551
2740,34025809400,43,121,152,62,4396
2742,34025809501,2286,247,416,133,5595
2744,34025809502,1666,196,304,91,6088
2746,34025809600,664,114,283,65,5822
2748,34025809701,844,91,240,81,4322
2750,34025809703,300,74,152,40,3935
2752,34025809704,1161,92,224,65,4600
2754,34025809901,225,59,137,51,4755
2756,34025809902,235,33,205,48,4169
2758,34025809903,3,71,17,16,118
2760,34025810001,377,97,294,48,4813
2762,34025810002,103,53,161,25,3292
2764,34025810003,213,102,260,39,4790
2766,34025810004,159,43,203,45,3600
2768,34025810101,171,49,286,39,3618
2769,34025810102,376,56,289,53,3548
2771,34025810200,1271,472,709,194,9024
2773,34025810300,121,43,148,22,1513
2775,34025810401,301,610,498,50,3340
2777,34025810402,747,275,423,135,6243
2779,34025810501,284,326,463,85,3339
2781,34025810502,628,275,763,151,6201
2783,34025810503,175,136,247,54,3484
2785,34025810600,395,238,414,84,5820
2787,34025810700,61,115,605,35,1227
2789,34025810800,129,786,1818,57,816
2791,34025810900,58,161,1039,40,1581
2793,34025811000,94,329,1705,63,1333
2795,34025811101,411,187,376,104,4618
2796,34025811102,219,151,437,79,5329
2798,34025811200,175,232,505,73,4528
2800,34025811301,548,345,781,144,4340
2802,34025811303,201,172,310,70,3647
2804,34025811304,149,115,285,45,2802
2806,34025811401,219,162,422,75,4986
2808,34025811402,108,164,313,64,3158
2810,34025811501,173,171,478,81,5503
2811,34025811502,80,68,246,49,3177
2813,34025811600,42,35,92,28,1132
2817,34025811900,300,134,254,98,6116
2819,34025812000,27,76,65,31,1629
2820,34025812100,33,15,86,12,1324
2821,34025812200,392,403,519,136,2634
2822,34025812300,154,171,256,69,4300
2823,34025812400,38,19,98,20,2085
2824,34025812501,239,253,374,86,5401
2825,34025812502,261,118,257,91,4368
2826,34025990000,0,0,0,0,0
2828,34027040101,305,38,393,78,3196
2830,34027040102,470,127,616,95,5203
2832,34027040200,153,30,450,78,6376
2834,34027040300,138,42,253,54,7966
2836,34027040400,187,42,256,60,3014
2838,34027040500,137,38,552,60,2833
2840,34027040600,91,40,308,47,3433
2842,34027040701,204,38,235,65,5462
2844,34027040702,229,48,183,42,3742
2846,34027040801,447,39,215,71,4176
2848,34027040803,1885,129,326,133,4433
2850,34027040804,598,45,139,74,2725
2852,34027040805,955,39,220,79,4800
2854,34027040900,170,63,178,54,3798
2856,34027041000,472,183,516,164,3534
2858,34027041100,366,180,404,94,2434
2860,34027041200,318,15,106,83,3638
2862,34027041300,174,31,177,67,4391
2864,34027041400,302,39,300,87,4926
2866,34027041500,605,150,406,111,4869
2868,34027041601,2208,364,442,141,4203
2870,34027041602,444,85,278,53,2070
2872,34027041603,1737,94,318,115,2222
2874,34027041604,774,101,345,115,3394
2876,34027041701,1494,184,532,245,3210
2878,34027041702,655,81,439,110,2218
2881,34027041704,1493,226,468,156,2387
2882,34027041705,460,23,89,31,1001
2883,34027041706,1534,293,602,120,2713
2885,34027041801,1076,97,309,71,1154
2887,34027041802,1558,95,430,102,2936
2889,34027041803,2010,98,178,151,2706
2891,34027041901,537,48,342,44,4972
2893,34027041902,785,42,258,59,4070
2895,34027042000,574,40,248,60,3552
2897,34027042100,361,35,138,59,3528
2899,34027042200,545,59,244,52,4217
2901,34027042301,102,65,190,27,2154
2903,34027042302,173,70,124,50,2577
2905,34027042500,81,10,77,42,3103
2907,34027042600,662,478,517,165,6561
2909,34027042700,263,68,235,76,3514
2911,34027042800,170,17,222,86,4311
2913,34027042900,190,111,557,71,2771
2915,34027043000,242,114,436,56,3402
2917,34027043100,111,23,97,51,3317
2919,34027043200,326,193,316,111,3350
2921,34027043301,169,591,531,61,1739
2923,34027043302,155,30,126,43,2581
2925,34027043303,198,62,181,62,3008
2927,34027043401,376,344,534,113,5759
2929,34027043402,238,189,311,99,4806
2931,34027043500,45,1107,2173,32,315
2933,34027043600,429,546,1106,103,3078
2935,34027043700,139,197,274,56,2388
2937,34027043800,181,629,2724,109,2780
2939,34027043900,242,38,126,74,4274
2941,34027044000,415,31,223,106,4923
2943,34027044101,177,6,151,56,2706
2945,34027044102,343,42,463,79,4679
2947,34027044200,102,35,134,64,3503
2949,34027044300,491,192,970,82,4703
2951,34027044401,102,110,304,90,4342
2953,34027044403,260,77,439,77,3926
2955,34027044404,260,58,373,44,3322
2957,34027044501,620,177,549,102,4654
2959,34027044502,363,130,1040,62,2675
2961,34027044601,114,34,259,57,4430
2963,34027044602,86,62,280,55,5251
2965,34027044701,63,41,328,72,4178
2967,34027044702,714,168,515,93,4514
2969,34027044800,166,320,5302,81,1370
2971,34027044900,84,300,3775,71,1509
2973,34027045000,197,225,3521,44,1192
2975,34027045100,368,227,2630,139,3158
2977,34027045200,177,148,840,73,2413
2979,34027045300,278,81,616,72,3494
2981,34027045401,179,115,415,74,4267
2983,34027045402,171,198,666,136,4095
2985,34027045501,244,65,285,50,4583
2987,34027045502,637,154,520,116,6869
2990,34027045602,35,210,957,30,288
2992,34027045603,935,174,1092,98,2560
2995,34027045701,393,127,389,91,5003
2997,34027045703,249,71,285,66,3116
2998,34027045704,363,64,283,62,4739
3001,34027045804,199,76,211,83,5300
3003,34027045901,38,13,222,32,1344
3005,34027045902,268,77,341,118,7034
3007,34027046000,89,119,572,42,2410
3009,34027046103,421,318,614,98,4800
3011,34027046104,457,326,813,127,4884
3013,34027046105,575,507,1202,160,5193
3015,34027046106,844,361,604,162,5645
3017,34027046201,336,138,331,90,5234
3019,34027046202,78,24,151,54,3480
3021,34027046297,73,45,138,46,3347
3023,34027046298,120,32,227,60,4529
3024,34027046300,734,202,567,113,3958
3025,34027046400,101,51,135,53,4641
3028,34029710100,39,27,421,46,4132
3030,34029711100,34,17,283,38,4179
3032,34029711200,25,10,256,28,3880
3034,34029711300,31,14,195,26,3870
3036,34029711400,39,15,201,47,5204
3038,34029712000,8,10,17,6,1223
3040,34029713000,85,69,313,55,3811
3042,34029713100,85,106,348,85,6193
3044,34029713201,41,9,74,13,2375
3046,34029713202,71,120,257,59,3397
3048,34029713203,82,356,514,98,3880
3050,34029713300,66,47,108,25,4004
3052,34029713401,57,176,464,105,4395
3054,34029713402,46,81,334,46,3135
3056,34029713500,41,22,91,20,2942
3058,34029713600,54,18,176,31,3483
3060,34029713700,24,9,49,21,2487
3062,34029713800,62,17,184,25,3261
3064,34029713900,203,115,1037,107,4959
3066,34029714000,94,54,582,53,5445
3068,34029714100,34,32,133,31,2991
3070,34029714200,83,134,490,92,5610
3072,34029714300,9,9,130,10,3287
3074,34029714400,7,0,17,5,717
3076,34029715000,120,1377,3098,158,4137
3078,34029715200,30,536,3944,76,8179
3080,34029715301,106,425,1503,60,7178
3082,34029715302,18,141,1038,27,4606
3084,34029715401,28,221,331,53,5841
3086,34029715402,5,42,216,18,6004
3088,34029715500,24,195,635,50,10832
3090,34029715600,36,612,1264,45,4381
3092,34029715700,91,567,1660,49,6490
3094,34029715800,110,465,1169,39,3764
3096,34029715901,112,298,377,72,1373
3097,34029715902,30,408,713,30,3219
3099,34029716000,27,59,114,16,4001
3101,34029717001,93,127,268,59,2335
3103,34029717002,183,321,459,99,3552
3105,34029717101,353,385,751,130,7159
3107,34029717102,148,181,342,58,3606
3109,34029717200,234,323,463,112,7263
3111,34029717300,209,275,409,82,4873
3113,34029717400,119,212,348,105,4798
3115,34029717501,120,389,730,128,6143
3117,34029717502,133,242,521,104,5862
3119,34029718000,73,131,498,128,7591
3122,34029720001,53,83,138,56,4092
3124,34029720101,64,359,373,71,4979
3126,34029720102,22,56,68,28,3215
3128,34029720103,52,65,107,33,4555
3131,34029720202,89,286,185,46,3080
3133,34029720203,97,177,274,45,3658
3135,34029720204,258,292,538,115,4616
3136,34029720205,20,56,67,20,2762
3137,34029720206,91,177,269,47,5823
3139,34029721000,56,264,347,107,1880
3141,34029722001,144,241,357,70,4210
3142,34029722002,363,322,667,110,6744
3144,34029722100,440,102,284,80,5760
3146,34029722200,28,29,130,23,2264
3148,34029722300,176,36,163,32,3625
3150,34029722401,82,66,397,81,4889
3152,34029722402,61,14,247,34,3599
3154,34029722500,9,2,24,7,1219
3156,34029722600,54,33,195,32,2749
3158,34029722701,134,35,226,54,4236
3160,34029722702,26,49,351,49,3999
3162,34029722800,381,164,1169,105,2993
3164,34029722900,371,367,580,127,3616
3166,34029723000,405,199,510,86,4208
3168,34029723100,94,204,369,59,3486
3170,34029723200,209,81,365,100,5597
3172,34029723300,143,146,679,133,5580
3174,34029723400,46,11,136,33,3012
3176,34029723500,42,62,187,43,2226
3178,34029723600,32,49,124,42,2128
3180,34029724000,23,649,718,120,2174
3182,34029725001,51,37,195,32,2568
3184,34029725002,82,96,378,52,5277
3186,34029725100,33,52,325,33,1834
3188,34029726000,23,2,40,32,1576
3190,34029727001,5,2,56,7,1783
3192,34029727002,2,1,71,17,1118
3194,34029728000,52,196,586,100,4138
3196,34029729000,4,26,128,17,1835
3198,34029730000,30,7,79,16,1995
3200,34029731001,43,49,206,47,3214
3202,34029731002,50,39,237,34,3431
3204,34029731101,57,43,268,38,2653
3206,34029731102,132,141,617,93,5216
3208,34029731103,40,80,203,44,3898
3210,34029731201,40,33,95,19,4150
3212,34029731202,29,28,103,24,4325
3214,34029731203,6,9,41,4,1845
3216,34029731204,17,32,71,8,3498
3218,34029731205,22,200,91,39,2661
3220,34029731206,20,27,80,11,2246
3222,34029732001,75,24,237,55,5416
3224,34029732002,69,45,421,88,7927
3226,34029732101,36,43,306,96,5980
3228,34029732103,11,22,124,20,2479
3229,34029732104,30,16,222,45,3857
3231,34029733000,89,49,230,85,7877
3233,34029734001,100,118,271,56,6640
3235,34029734002,105,150,415,92,5539
3237,34029734003,155,339,734,186,6036
3239,34029735001,85,61,418,59,6089
3240,34029735002,122,125,457,118,8144
3242,34029735101,47,19,98,24,2439
3243,34029735103,30,16,173,27,4081
3244,34029735104,109,22,264,33,3475
3246,34029736001,23,13,124,28,2673
3248,34029736002,10,13,54,16,1510
3250,34029736101,117,80,364,76,5059
3252,34029736102,67,140,428,106,6975
3254,34029736105,42,26,131,28,3564
3256,34029737000,33,23,203,34,3054
3258,34029738001,11,4,121,13,2086
3260,34029738002,10,2,119,4,1236
3262,34029738100,4,10,16,7,1489
3264,34029739000,11,22,167,16,2145
3265,34029739100,8,26,47,6,1476
3266,34029980000,0,0,0,0,5
3267,34029980100,0,0,0,0,1
3268,34029990000,0,0,0,0,0
3270,34031116500,188,82,714,84,6588
3272,34031124200,744,172,1527,191,4957
3274,34031124311,640,93,629,108,3381
3276,34031124312,468,70,317,83,2979
3278,34031124321,796,252,933,120,3799
3280,34031124322,573,96,691,78,2906
3282,34031124323,640,186,530,60,1430
3284,34031124401,596,120,1021,94,4997
3286,34031124402,696,196,1142,133,3163
3288,34031124500,578,424,2719,143,2925
3290,34031124601,228,209,1555,131,2261
3292,34031124602,531,153,1368,120,2813
3294,34031124700,338,314,3113,158,2729
3296,34031124800,198,222,1934,95,2029
3298,34031124900,255,323,3118,98,1268
3300,34031125000,76,273,3914,102,2040
3302,34031125100,44,132,2343,62,1193
3304,34031133701,348,600,2568,105,1720
3305,34031133702,157,206,892,49,1673
3307,34031143200,221,73,584,53,5807
3309,34031143300,115,73,861,54,4591
3311,34031143400,188,209,1452,116,4394
3313,34031154001,327,469,701,149,6146
3314,34031154002,325,80,727,124,5384
3316,34031163500,318,136,628,87,7248
3318,34031175200,4,346,4829,25,215
3320,34031175301,12,35,3327,9,240
3321,34031175302,12,173,4117,23,272
3323,34031175401,32,615,4630,48,247
3324,34031175402,9,663,4036,45,155
3326,34031175500,115,1053,5846,66,359
3328,34031175601,57,48,286,30,2130
3329,34031175602,400,683,4209,80,1110
3331,34031175701,562,359,2883,105,1342
3332,34031175703,539,282,1683,92,1792
3333,34031175704,249,148,1090,72,2608
3335,34031175801,823,191,2848,147,172
3336,34031175802,103,445,6659,64,139
3338,34031175900,7,180,3114,32,460
3340,34031180100,653,1232,3983,149,1523
3342,34031180201,236,1014,1589,75,534
3343,34031180202,1871,694,4131,124,421
3345,34031180300,433,1640,4199,122,433
3349,34031180600,37,1655,2311,75,241
3351,34031180700,36,1350,1215,43,71
3353,34031180800,3,1232,1216,26,28
3355,34031180900,9,713,2557,33,195
3357,34031181000,15,705,4094,37,388
3359,34031181100,30,2190,4360,70,297
3361,34031181200,3,2282,1769,65,58
3363,34031181300,30,2631,2256,114,150
3365,34031181400,1,2198,1000,35,36
3367,34031181500,8,1897,707,37,33
3369,34031181702,12,713,2114,33,55
3371,34031181800,121,849,2491,42,347
3373,34031181900,386,421,2745,79,1223
3375,34031182000,31,68,1455,7,145
3377,34031182100,77,379,2445,83,573
3379,34031182200,49,629,2493,39,189
3381,34031182301,1,221,1348,18,61
3382,34031182302,30,1670,4288,56,107
3384,34031182400,23,2240,3249,51,97
3386,34031182500,47,3804,2712,128,807
3388,34031182600,10,3195,1930,59,228
3390,34031182700,56,631,5617,37,339
3392,34031182800,47,457,2964,39,184
3394,34031182900,2,212,1702,26,129
3396,34031183000,234,272,3734,436,2776
3398,34031183101,65,295,1867,97,707
3399,34031183102,15,427,3088,102,823
3401,34031183200,42,1174,966,39,128
3403,34031196401,156,57,414,30,3508
3404,34031196402,439,70,795,117,5511
3406,34031203600,176,1016,3055,139,1479
3408,34031216701,73,96,310,264,5835
3409,34031216702,136,52,397,100,4965
3411,34031223801,97,33,638,25,2059
3412,34031223802,537,104,871,116,5919
3414,34031223900,5,83,41,5,271
3416,34031236601,281,163,508,112,3294
3417,34031236602,227,142,567,102,5720
3419,34031246001,811,543,485,92,4704
3421,34031246002,138,46,195,41,2668
3423,34031246003,613,37,440,95,4534
3425,34031246101,565,114,475,84,5200
3427,34031246102,528,93,340,55,1736
3429,34031246103,492,74,549,63,5432
3431,34031246104,134,17,170,27,2757
3433,34031246201,381,57,396,75,5332
3435,34031246202,192,17,276,76,4719
3437,34031246203,270,24,298,53,3335
3439,34031246300,317,102,711,126,3613
3441,34031256801,44,77,348,135,4254
3443,34031256802,41,46,207,59,3744
3445,34031256803,86,72,263,57,4266
3447,34031256804,91,57,403,100,6332
3449,34031256805,57,75,291,109,4636
3451,34031264101,165,124,1444,134,3133
3452,34031264102,329,274,998,118,5100
3453,34031264200,50,2341,1659,49,100
3455,34035050100,171,300,696,67,1821
3457,34035050200,571,385,682,63,1131
3459,34035050300,402,136,408,81,2371
3461,34035050400,215,568,1087,114,829
3463,34035050500,438,86,806,72,1802
3465,34035050600,537,42,322,71,2705
3467,34035050701,556,43,266,65,3343
3468,34035050703,2040,168,213,88,2441
3469,34035050704,2347,161,346,117,3703
3471,34035050801,250,28,141,54,3368
3473,34035050802,632,105,236,62,3371
3475,34035050901,384,26,218,68,4169
3477,34035050902,311,58,154,60,3094
3479,34035050903,501,70,201,84,4414
3481,34035051000,880,319,1229,131,3949
3483,34035051100,68,172,2352,40,1063
3485,34035051200,142,287,2451,88,1676
3487,34035051300,54,63,259,43,1644
3489,34035051400,60,71,890,65,3371
3491,34035051500,89,120,469,60,2144
3493,34035051600,56,68,604,37,2240
3495,34035051700,120,470,3766,37,759
3497,34035051800,143,586,2286,66,1069
3499,34035051900,292,954,947,96,1833
3501,34035052001,170,987,957,70,1613
3503,34035052002,535,851,1743,125,1461
3505,34035052100,1453,238,494,101,4917
3507,34035052201,752,84,367,98,4144
3509,34035052203,798,91,220,85,3707
3510,34035052204,754,50,233,75,3853
3512,34035052300,733,190,307,144,4427
3514,34035052400,229,25,189,78,4807
3517,34035052601,2279,89,341,227,6542
3520,34035052603,394,62,185,57,3406
3522,34035052700,248,58,903,96,6402
3524,34035052800,47,99,281,31,2124
3526,34035052901,17,6,88,9,799
3528,34035052903,616,129,347,105,4613
3529,34035052904,91,28,172,31,2033
3531,34035053000,275,429,1245,140,2474
3533,34035053102,810,1209,347,130,1162
3535,34035053103,437,1738,534,150,2042
3538,34035053105,1593,1281,466,206,3268
3540,34035053200,303,3350,2432,234,1108
3542,34035053300,315,1748,1887,151,602
3545,34035053402,2643,984,514,227,3019
3546,34035053403,1524,1117,357,134,1567
3547,34035053404,2853,3132,840,314,3390
3549,34035053501,258,234,185,46,2278
3553,34035053602,596,164,285,110,4942
3554,34035053603,336,69,216,60,4109
3555,34035053604,278,80,142,87,2985
3558,34035053703,264,74,111,40,2821
3560,34035053704,262,65,115,46,2516
3562,34035053705,861,531,960,130,4069
3563,34035053706,967,295,265,100,3393
3564,34035053707,465,100,162,60,2994
3566,34035053801,7,5,15,4,387
3568,34035053803,875,182,276,133,6719
3570,34035053804,549,322,724,85,3021
3572,34035053805,480,105,280,50,2836
3574,34035053901,16,10,33,23,600
3577,34035053904,634,41,100,59,2682
3578,34035053905,2522,300,335,183,3312
3580,34035054100,768,302,339,142,6191
3581,34035054201,1876,140,420,188,4649
3582,34035054202,657,105,162,96,3793
3583,34035054300,1674,1095,488,162,5762
3585,34037371000,39,83,246,87,3392
3587,34037371100,43,73,184,60,3591
3589,34037371200,49,39,169,48,1825
3591,34037371300,25,76,221,56,3386
3593,34037371400,37,33,177,37,2975
3595,34037371502,22,40,300,61,4976
3596,34037371503,21,37,180,37,2925
3598,34037371600,36,29,260,59,2635
3600,34037371700,44,77,396,58,4727
3602,34037371800,69,53,410,98,6777
3604,34037371900,11,8,68,27,1900
3606,34037372000,22,19,118,18,2990
3608,34037372100,40,22,82,28,1857
3610,34037372200,9,25,58,32,1983
3612,34037372300,46,30,151,43,4029
3614,34037372400,19,36,129,34,2320
3616,34037372500,81,104,223,59,2708
3618,34037372600,162,96,234,55,4491
3620,34037372700,66,57,225,74,2855
3622,34037372800,37,41,123,30,1406
3624,34037372900,51,54,272,75,2956
3626,34037373000,44,8,151,23,2184
3628,34037373100,232,101,408,87,5378
3630,34037373200,71,31,161,54,3485
3632,34037373300,97,25,183,48,2630
3634,34037373400,90,30,302,87,6222
3636,34037373500,34,140,210,55,3509
3638,34037373600,138,67,161,39,2572
3640,34037373700,87,185,436,83,3185
3642,34037373800,146,176,551,76,3072
3644,34037373900,29,27,90,50,3903
3646,34037374000,58,17,127,32,3203
3648,34037374100,60,42,173,39,3287
3650,34037374200,65,38,102,29,2138
3652,34037374300,75,28,165,37,3240
3654,34037374400,33,47,150,28,2175
3656,34037374500,65,30,177,13,1731
3658,34037374600,83,53,307,60,3107
3660,34037374700,80,102,365,66,3694
3662,34037374800,116,132,533,56,3668
3664,34037374900,73,137,639,73,3397
3667,34039030200,11,800,1985,44,171
3670,34039030400,69,1882,3168,96,459
3672,34039030500,45,585,3992,80,622
3674,34039030600,51,864,1943,79,748
3676,34039030701,50,46,1169,36,634
3677,34039030702,186,834,4966,127,1271
3680,34039030802,69,344,2038,49,587
3682,34039030900,50,199,4580,82,1161
3684,34039031000,24,437,3442,59,228
3686,34039031100,70,504,4192,68,744
3688,34039031200,57,1925,3318,100,451
3690,34039031300,61,1579,3515,228,1302
3692,34039031400,47,2479,2077,118,356
3694,34039031500,74,500,3243,171,1595
3696,34039031601,141,1029,2008,68,554
3697,34039031602,102,839,3218,111,1247
3699,34039031700,265,2393,2199,148,757
3701,34039031801,152,652,3270,62,897
3702,34039031802,44,703,1979,64,374
3705,34039031903,222,808,3595,88,1154
3706,34039031904,47,557,1895,46,408
3708,34039032001,254,657,4456,106,1139
3710,34039032002,117,321,2302,66,1056
3712,34039032100,199,175,2522,101,3503
3714,34039032200,41,5041,369,121,241
3716,34039032300,41,1531,321,61,311
3718,34039032400,268,3023,1531,235,2474
3720,34039032500,221,1496,1553,177,2348
3722,34039032600,529,2942,485,136,1037
3724,34039032700,1034,2625,1105,208,2743
3726,34039032800,149,3845,466,124,550
3728,34039032901,538,1054,498,105,1836
3730,34039032902,590,478,772,99,3107
3732,34039033000,366,609,701,79,2386
3734,34039033100,858,1391,976,100,2393
3736,34039033200,412,983,824,104,1913
3738,34039033300,465,444,631,89,2290
3740,34039033400,258,294,660,51,2409
3742,34039033500,760,1314,1347,171,4309
3744,34039033600,303,213,1228,123,6047
3746,34039033700,323,220,1412,55,2743
3748,34039033800,808,315,1210,98,2994
3750,34039033900,206,162,1187,40,1524
3752,34039034000,109,2549,2224,97,964
3754,34039034100,102,1726,1004,107,715
3756,34039034200,90,2096,920,64,552
3758,34039034300,100,1778,733,80,857
3760,34039034400,63,2999,763,92,301
3762,34039034500,85,1501,1617,83,1197
3764,34039034600,25,3369,490,110,188
3766,34039034700,96,1114,995,82,1664
3768,34039034800,147,321,760,60,3248
3770,34039034900,306,564,1178,133,4060
3772,34039035000,67,223,765,47,1566
3774,34039035100,99,1270,909,75,1472
3776,34039035200,47,382,1143,48,845
3778,34039035300,128,1226,1487,144,2425
3780,34039035400,66,433,751,64,1424
3782,34039035500,242,1655,1804,157,3109
3784,34039035600,159,241,531,64,2562
3786,34039035700,251,812,1341,93,2820
3788,34039035800,104,1743,653,98,702
3790,34039035900,192,1044,1061,106,949
3792,34039036000,200,2609,1043,130,871
3794,34039036100,2,14,94,20,1341
3796,34039036200,176,10,394,46,5620
3798,34039036301,260,66,443,59,3902
3800,34039036302,91,40,270,27,3352
3802,34039036400,280,54,198,109,6728
3804,34039036500,333,128,232,89,4772
3806,34039036600,160,514,376,94,2750
3808,34039036700,381,127,383,131,4926
3810,34039036800,554,117,303,124,6453
3812,34039036900,86,42,373,59,3666
3814,34039037000,122,114,355,66,5229
3816,34039037100,118,12,187,44,3941
3818,34039037200,122,106,251,79,2986
3820,34039037300,163,202,344,77,3794
3822,34039037400,110,129,337,52,3685
3824,34039037500,505,262,740,82,3873
3826,34039037601,269,128,288,55,3766
3828,34039037602,422,578,474,92,4283
3830,34039037700,317,122,334,100,3762
3832,34039037800,391,305,548,137,4156
3834,34039037900,293,75,303,77,5094
3836,34039038000,366,431,1666,95,2885
3838,34039038101,371,32,194,52,3351
3840,34039038102,816,121,589,126,6519
3842,34039038201,731,111,304,120,5017
3844,34039038202,641,75,371,70,5743
3846,34039038300,323,121,407,80,5754
3848,34039038400,430,1238,628,167,3387
3850,34039038500,295,542,367,103,4506
3852,34039038601,652,600,411,149,6033
3854,34039038602,418,139,176,74,3195
3856,34039038700,490,374,458,143,5853
3858,34039038800,30,3071,1169,117,270
3860,34039038900,23,2700,2129,107,329
3862,34039039000,28,1414,2307,42,119
3864,34039039100,98,1649,370,112,1162
3866,34039039200,62,2320,2179,129,555
3868,34039039300,18,1799,4108,136,146
3870,34039039400,39,2175,2823,95,191
3872,34039039500,28,3036,3064,90,111
3874,34039039600,49,2570,1031,109,367
3876,34039039700,64,3335,925,119,889
3877,34039039800,66,1141,2283,79,906
3878,34039039900,48,819,998,42,381
3880,34041030600,83,245,368,114,3120
3882,34041030700,53,375,740,98,3755
3884,34041030800,29,191,212,58,2527
3886,34041030900,57,226,447,99,2153
