,id,P_Asian,P_Black,P_Hisp,P_Other,P_White
287,9001061200,218,90,365,165,1504
288,9001061300,285,121,434,201,1990
289,9001061400,249,193,703,175,1684
290,9001061500,169,97,305,233,4132
291,9001061600,190,28,214,165,4425
292,9001070100,116,355,1107,242,3358
293,9001070200,52,1138,1800,164,830
294,9001070300,6,442,808,63,40
295,9001070400,168,502,462,117,463
296,9001070500,147,538,675,103,221
297,9001070600,92,967,1105,133,498
298,9001070900,62,981,1516,99,134
299,9001071000,112,1349,2072,117,200
300,9001071100,239,1755,2157,161,311
301,9001071200,249,1896,2625,196,336
302,9001071300,97,1173,1851,202,224
303,9001071400,85,751,2336,370,334
304,9001071600,24,943,1377,72,98
305,9001071900,36,1625,1849,543,661
306,9001072000,137,1220,1398,419,525
307,9001072100,386,1775,2046,466,1726
308,9001072200,94,840,1288,441,1281
309,9001072300,147,1571,2097,582,1007
310,9001072400,117,1013,1065,238,400
311,9001072500,212,1251,1908,562,1910
312,9001072600,263,1250,1643,606,3984
313,9001072700,115,1262,1372,280,820
314,9001072800,74,2825,2309,237,277
315,9001072900,85,2303,1722,249,490
316,9001073000,44,675,886,101,292
317,9001073100,82,1659,1864,242,819
318,9001073200,316,1124,1428,140,757
319,9001073300,50,1589,1406,105,280
320,9001073400,72,1564,1686,146,414
321,9001073500,34,1115,2184,142,138
322,9001073600,18,754,1418,50,78
323,9001073700,27,2203,2354,174,415
324,9001073800,46,663,1505,62,99
325,9001073900,9,1154,2132,123,124
326,9001074000,19,799,1296,68,80
327,9001074300,63,2019,2210,184,176
328,9001074400,41,2186,2136,140,170
329,9001080100,189,1203,1722,244,1640
330,9001080200,111,1391,1512,248,1184
331,9001080400,154,2556,1968,315,1080
332,9001080500,40,78,188,108,2693
333,9001080600,87,420,512,157,1357
334,9001080700,64,292,311,89,1224
335,9001080800,118,488,731,242,3350
336,9001080900,126,674,1215,234,2648
337,9001081000,129,593,920,188,2529
338,9001081100,82,558,797,190,3140
339,9001081200,119,453,772,219,3684
340,9001081300,91,430,459,161,3878
341,9001090100,239,80,227,106,2653
342,9001090200,514,237,703,310,6388
343,9001090300,286,170,486,186,3553
344,9001090400,545,582,1024,316,4247
345,9001090500,253,267,508,221,3565
346,9001090600,192,127,223,155,2881
347,9001090700,480,179,334,225,4365
348,9001100100,272,136,446,249,4480
349,9001100200,200,127,477,249,5696
350,9001100300,188,137,547,249,5372
351,9001105100,195,42,198,162,3623
352,9001105200,133,64,246,157,2785
353,9001110100,153,318,532,145,1534
354,9001110201,267,338,722,201,3235
355,9001110202,218,193,455,195,4017
356,9001110301,368,302,690,219,4849
357,9001110302,194,150,241,145,2625
358,9001110400,117,114,416,164,4240
359,9001110500,171,118,371,163,4738
360,9001110601,95,87,164,76,2485
361,9001110602,217,192,489,168,3978
362,9001200100,284,131,679,442,2503
363,9001200200,490,213,906,540,3639
364,9001200301,301,149,578,285,3950
365,9001200302,138,72,459,282,4317
366,9001205100,212,76,382,257,3486
367,9001205200,242,114,508,400,5751
368,9001205300,492,109,580,371,4548
369,9001210101,196,207,1392,351,627
370,9001210102,183,183,1541,603,736
371,9001210201,83,159,1769,736,786
372,9001210202,97,171,2147,479,543
373,9001210300,486,408,2364,902,1954
374,9001210401,359,391,1601,541,1702
375,9001210402,487,316,1341,511,1778
376,9001210501,79,138,859,278,1853
377,9001210502,578,505,843,267,4335
378,9001210600,310,422,3049,811,2031
379,9001210701,221,251,3677,602,1126
380,9001210702,175,143,1810,594,1158
381,9001210800,346,450,1398,426,3479
382,9001210900,335,364,935,383,3904
383,9001211000,313,253,1001,302,2182
384,9001211100,26,344,266,11,543
385,9001211201,423,259,802,321,1825
386,9001211202,149,156,597,199,1668
387,9001211300,133,189,523,248,2456
388,9001211400,360,321,775,331,3277
389,9001220100,68,51,510,197,4086
390,9001220200,77,51,391,205,4149
391,9001220300,85,51,300,155,3203
392,9001230100,220,73,451,322,6285
393,9001230200,49,8,125,70,1662
394,9001230300,71,34,201,138,3046
395,9001230400,138,80,344,242,4775
396,9001230501,116,73,236,176,3341
397,9001230502,140,324,400,192,3841
398,9001240100,142,41,249,186,3676
399,9001240200,101,34,216,216,3904
400,9001245100,103,20,162,121,2473
401,9001245200,249,57,281,208,3668
402,9001245300,344,42,384,199,4393
403,9001245400,121,23,210,162,2888
404,9001245500,101,19,134,130,2568
405,9001245600,343,53,335,276,4966
406,9001257100,51,25,159,143,3149
407,9001257200,88,1461,1760,344,434
408,9001990000,0,0,0,0,0
644,9005250100,10,14,41,77,1520
645,9005253100,104,102,466,229,2572
646,9005253200,253,170,904,465,5605
647,9005253400,247,121,630,370,4848
648,9005253500,116,100,440,331,5003
649,9005260200,15,36,266,147,2747
650,9005261100,78,80,197,196,3643
651,9005262100,44,35,98,113,2390
652,9005263200,24,4,61,45,1433
653,9005265100,14,1,56,69,1211
654,9005266100,85,31,156,161,2586
655,9005267100,49,24,219,137,3217
656,9005268100,29,9,70,99,2053
657,9005290100,26,11,84,144,3382
658,9005293100,4,5,31,64,1257
659,9005296100,32,16,120,113,2869
660,9005298300,21,15,86,129,2478
661,9005298400,10,20,86,72,2567
662,9005300100,30,13,87,80,2400
663,9005300400,38,20,87,64,1942
664,9005300500,46,18,102,144,3121
665,9005303100,14,12,67,70,2093
666,9005306100,75,18,177,283,6105
667,9005310100,139,151,789,245,2929
668,9005310200,67,139,768,177,1693
669,9005310300,52,96,502,97,1054
670,9005310400,47,79,241,115,2096
671,9005310500,43,48,125,93,1497
672,9005310601,188,103,293,138,2732
673,9005310602,108,92,332,172,3723
674,9005310700,113,84,381,216,3585
675,9005310801,44,75,521,153,1592
676,9005310803,54,135,794,267,3552
677,9005310804,36,58,687,150,1855
678,9005320101,10,27,195,77,1079
679,9005320102,64,52,306,236,3893
680,9005320200,50,37,183,175,3840
681,9005342100,22,31,104,124,3104
682,9005349100,60,37,208,193,4294
683,9005349200,31,21,132,123,2343
684,9005360100,97,72,292,181,4643
685,9005360200,118,79,354,249,6920
686,9005360300,103,115,339,162,2552
687,9005360400,81,133,405,204,5006
688,9005362101,61,54,243,147,3631
689,9005362102,80,54,211,264,4978
690,9005425300,31,52,212,208,3483
691,9005425400,48,46,269,221,3845
692,9005425500,66,43,258,160,2729
693,9005425601,18,8,48,65,1449
694,9005425602,1,15,56,33,975
695,9005425700,238,146,801,367,3487
737,9009120100,232,601,946,241,4355
738,9009120200,104,772,1598,236,3240
739,9009125100,61,206,601,141,3358
740,9009125200,123,910,1472,282,3101
741,9009125300,139,804,1489,313,2422
742,9009125400,59,554,931,145,1807
743,9009130101,101,247,547,178,4063
744,9009130102,53,183,395,156,2390
745,9009130201,99,101,285,115,2966
746,9009130202,168,137,525,160,3879
747,9009140101,416,54,123,54,659
748,9009140102,493,386,311,137,1199
749,9009140200,5,159,88,26,265
750,9009140300,233,775,1322,89,331
751,9009140400,144,815,1845,142,608
752,9009140500,146,1064,2228,131,206
753,9009140600,101,1819,2343,169,315
754,9009140700,369,1685,996,241,984
755,9009140800,130,2090,1027,188,457
756,9009140900,138,2232,912,238,958
757,9009141000,146,632,424,251,2420
758,9009141100,115,1059,339,158,1134
759,9009141200,90,2579,967,263,779
760,9009141301,189,2589,1365,301,1872
761,9009141400,91,2787,737,266,1108
762,9009141500,53,5480,1451,313,317
763,9009141600,259,2994,955,225,706
764,9009141800,978,1009,556,214,1766
765,9009141900,762,204,447,326,3830
766,9009142000,697,166,308,184,2096
767,9009142100,50,259,411,56,413
768,9009142200,125,115,167,97,1167
769,9009142300,41,944,3723,154,530
770,9009142400,106,1241,3887,181,501
771,9009142500,46,1393,3501,196,802
772,9009142601,309,1832,2305,230,1214
773,9009142604,42,724,1309,103,770
774,9009142605,65,1289,1499,186,1110
775,9009142700,158,1279,3586,248,1472
776,9009142800,127,346,983,203,3092
777,9009150100,147,128,303,195,3559
778,9009150200,522,103,265,155,2340
779,9009150300,168,174,463,177,2912
780,9009150400,153,174,432,185,3174
781,9009150500,138,103,366,196,3362
782,9009150600,645,224,498,269,4877
783,9009150700,229,105,332,143,3522
784,9009150800,285,96,286,159,3021
785,9009150900,100,105,250,135,3375
786,9009151000,103,89,262,169,3467
787,9009151100,223,150,476,227,5265
788,9009151200,127,80,178,135,2543
789,9009154101,165,891,1056,131,846
790,9009154102,243,1895,1156,204,1420
791,9009154200,683,2395,1823,274,1592
792,9009154500,166,814,1761,219,1778
793,9009154600,181,883,1019,224,1919
794,9009154700,231,326,668,236,4726
795,9009154800,130,204,509,183,3928
796,9009154900,150,489,812,168,2186
797,9009155000,140,845,1646,264,2592
798,9009155100,87,437,816,161,1920
799,9009157100,289,71,146,96,2002
800,9009157200,409,42,157,129,3128
801,9009157300,362,46,178,105,2833
802,9009157400,398,100,234,192,3363
803,9009160100,448,79,203,163,2683
804,9009160200,755,185,344,285,3942
805,9009161100,248,101,182,205,4561
806,9009165100,264,957,943,166,1737
807,9009165200,196,158,128,119,1976
808,9009165300,70,102,142,116,1827
809,9009165400,293,1276,532,264,3139
810,9009165500,163,2947,903,225,666
811,9009165600,190,2340,1260,287,1858
812,9009165700,101,1901,849,229,1477
813,9009165801,632,1644,621,274,2199
814,9009165802,182,956,507,190,2268
815,9009165900,467,995,683,260,5773
816,9009166002,265,583,526,237,5283
817,9009166003,184,347,279,94,1569
818,9009166004,440,628,463,207,2612
819,9009167101,195,218,259,116,3059
820,9009167102,306,139,234,188,3422
821,9009167201,204,191,270,126,3392
822,9009167202,242,127,283,125,3555
823,9009167301,521,214,444,220,6203
824,9009170100,17,304,1043,70,245
825,9009170200,6,281,1145,53,415
826,9009170300,20,256,1573,92,512
827,9009170400,29,153,672,109,809
828,9009170500,123,272,962,245,3840
829,9009170600,47,142,774,114,1439
830,9009170700,16,268,1180,119,1089
831,9009170800,130,570,2181,248,2796
832,9009170900,20,336,1514,103,732
833,9009171000,24,277,1206,82,456
834,9009171100,190,472,1556,254,3125
835,9009171201,177,290,740,192,3310
836,9009171202,99,246,607,129,2339
837,9009171300,56,213,1404,168,1586
838,9009171400,65,151,1291,75,518
839,9009171500,49,545,2162,161,717
840,9009171600,174,552,1486,236,2550
841,9009171700,69,237,799,125,2626
842,9009175100,150,110,657,144,2348
843,9009175200,73,56,577,103,1672
844,9009175300,149,81,515,168,3324
845,9009175400,281,149,1080,177,2757
846,9009175501,22,10,55,46,1308
847,9009175502,215,122,420,189,5212
848,9009175600,190,87,361,226,4339
849,9009175700,61,17,144,60,1674
850,9009175800,348,40,243,125,3444
851,9009175900,131,105,446,148,4081
852,9009176000,189,65,272,192,5238
853,9009180101,34,54,219,55,1755
854,9009180102,70,123,513,165,3160
855,9009180200,262,307,1506,186,3462
856,9009180300,91,114,568,78,1619
857,9009180400,179,149,536,91,1658
858,9009180500,274,299,906,146,2761
859,9009180601,45,65,398,69,2472
860,9009180602,111,151,408,95,2769
861,9009184101,169,152,510,191,4232
862,9009184200,511,222,415,188,2940
863,9009184300,147,101,208,174,3635
864,9009184400,30,13,123,106,2952
865,9009184500,74,22,102,81,2261
866,9009184600,38,9,106,62,2525
867,9009184700,342,135,398,217,4882
868,9009186100,120,68,367,176,6082
869,9009186200,114,77,303,182,6055
870,9009190100,70,25,161,119,2914
871,9009190200,130,35,163,131,2962
872,9009190301,264,80,293,266,5713
873,9009190302,208,30,340,218,4602
874,9009190303,109,32,178,136,2894
875,9009194101,26,9,48,45,1917
876,9009194102,63,23,89,82,2734
877,9009194201,286,62,316,268,6588
878,9009194202,187,33,188,261,4466
879,9009341100,84,124,413,253,5126
880,9009343101,233,753,529,164,3449
881,9009343102,234,87,256,178,3245
882,9009343200,440,143,367,217,4855
883,9009343300,398,102,332,230,5856
884,9009343400,483,141,334,230,5477
885,9009344100,146,31,215,169,4095
886,9009344200,231,36,117,69,2465
887,9009345100,222,528,974,472,4662
888,9009345201,137,475,1125,578,4833
889,9009345202,133,251,508,246,2927
890,9009345300,118,416,1142,543,4111
891,9009345400,139,525,1122,499,4833
892,9009346101,103,55,368,210,5986
893,9009346102,115,73,313,215,5268
894,9009347100,68,131,245,215,5053
895,9009347200,26,75,181,129,3278
896,9009348111,51,36,98,79,2191
897,9009348122,116,46,223,176,3637
898,9009348123,198,47,272,235,4934
899,9009348124,44,21,88,70,2311
900,9009348125,147,50,149,108,4552
901,9009350101,139,803,2762,134,859
902,9009350200,28,1086,2023,170,388
903,9009350300,12,565,1419,102,137
904,9009350400,5,766,1719,152,204
905,9009350500,61,338,1760,231,303
906,9009350800,29,1505,2540,280,1656
907,9009350900,14,555,704,165,742
908,9009351000,46,908,1888,252,1013
909,9009351100,61,1244,1774,245,1017
910,9009351200,55,1048,2222,238,583
911,9009351300,179,1165,2138,322,1753
912,9009351400,82,696,2132,276,901
913,9009351500,115,693,1868,508,1791
914,9009351601,32,513,1204,222,1570
915,9009351602,104,743,1408,395,3551
916,9009351700,35,686,1501,194,599
917,9009351800,120,650,1104,247,2282
918,9009351900,122,347,464,139,1768
919,9009352000,128,623,1247,297,2701
920,9009352100,87,844,1318,282,1828
921,9009352200,34,512,1557,112,367
922,9009352300,24,706,1426,187,763
923,9009352400,85,764,1456,177,979
924,9009352500,63,626,999,216,1180
925,9009352600,151,989,1731,286,2293
926,9009352701,98,550,1133,200,1434
927,9009352702,180,1155,1663,390,2608
928,9009352800,260,1189,2121,325,2490
929,9009361100,116,164,443,255,5440
930,9009361200,61,155,369,216,4645
931,9009361300,73,76,275,161,3693
932,9009361401,1153,439,469,273,2124
933,9009361402,1267,349,484,270,1805
934,9009361500,433,2306,1911,289,3053
935,9009990000,0,0,0,0,0
1187,36005000100,59,2172,1259,22,260
1188,36005000200,202,1011,3173,241,152
1189,36005000400,230,1592,3972,240,238
1190,36005001600,122,1884,3479,189,121
1191,36005001901,39,803,1089,111,250
1192,36005001902,13,524,854,57,165
1193,36005001903,0,0,2,0,0
1194,36005001904,0,0,0,0,0
1195,36005002001,21,1755,3023,140,68
1196,36005002002,78,1169,3058,213,66
1197,36005002300,19,1473,3045,138,67
1198,36005002400,0,0,3,2,1
1199,36005002500,53,1048,4135,101,105
1200,36005002701,28,900,2063,54,35
1201,36005002702,55,1398,3318,130,94
1202,36005002800,38,3889,1647,190,89
1203,36005003100,58,1014,1780,77,35
1204,36005003300,16,1066,2453,99,55
1205,36005003500,25,924,2592,63,122
1206,36005003700,0,123,194,18,5
1207,36005003800,49,475,1082,59,18
1208,36005003900,37,823,5107,129,249
1209,36005004001,566,220,740,88,125
1210,36005004100,35,1819,4083,115,94
1211,36005004200,63,2581,4313,154,90
1212,36005004300,43,1409,4174,127,130
1213,36005004400,180,1437,2809,128,88
1214,36005004600,4,673,1187,59,53
1215,36005004800,67,646,3263,144,64
1216,36005005001,95,1191,3463,130,81
1217,36005005002,139,1051,4973,251,104
1218,36005005100,55,2131,3963,147,163
1219,36005005200,34,543,1483,50,20
1220,36005005300,12,2092,2038,191,38
1221,36005005400,370,1282,4750,321,81
1222,36005005600,62,618,1958,195,30
1223,36005005902,37,592,1641,83,224
1224,36005006000,11,196,1013,26,16
1225,36005006100,24,2580,708,99,33
1226,36005006200,117,1860,4455,235,102
1227,36005006301,191,1579,4292,182,323
1228,36005006302,0,4,15,0,0
1229,36005006400,312,1225,2227,316,106
1230,36005006500,69,1704,4045,208,225
1231,36005006700,52,1687,4895,142,117
1232,36005006800,397,814,1899,249,60
1233,36005006900,72,2440,4179,149,124
1234,36005007000,1051,884,2616,365,105
1235,36005007100,61,1003,1584,75,66
1236,36005007200,2535,685,2498,264,309
1237,36005007300,19,1165,2804,137,80
1238,36005007400,132,1194,2047,106,57
1239,36005007500,72,2080,4218,180,199
1240,36005007600,697,946,3588,281,170
1241,36005007700,14,410,1445,44,61
1242,36005007800,1481,995,3969,362,230
1243,36005007900,67,1622,4889,147,101
1244,36005008300,48,1048,4849,105,72
1245,36005008400,206,830,1439,79,33
1246,36005008500,59,1245,4288,161,141
1247,36005008600,106,1401,2457,146,35
1248,36005008700,15,1397,4334,146,84
1249,36005008900,28,585,2371,46,88
1250,36005009000,86,1141,2488,136,60
1251,36005009200,1581,830,3031,444,385
1252,36005009301,33,1281,4031,121,85
1253,36005009302,14,263,195,8,32
1254,36005009600,690,392,1451,222,191
1255,36005009800,507,1185,3638,402,171
1256,36005011000,0,0,0,0,0
1257,36005011502,28,1186,3055,83,44
1258,36005011701,5,437,1063,34,15
1259,36005011702,0,0,0,0,0
1260,36005011800,177,148,1511,150,3338
1261,36005011900,25,1429,4008,116,125
1262,36005012101,26,909,2234,97,53
1263,36005012102,5,332,1225,34,20
1264,36005012300,37,1413,3126,129,61
1265,36005012500,23,1316,2608,117,75
1266,36005012701,45,492,1567,46,34
1267,36005012901,24,1637,3044,132,86
1268,36005013000,46,116,670,17,349
1269,36005013100,57,1687,3404,137,105
1270,36005013200,382,756,3764,177,1573
1271,36005013300,32,2194,3612,157,69
1272,36005013500,13,1781,2062,95,50
1273,36005013800,113,140,1029,125,1653
1274,36005014100,53,3062,3846,234,149
1275,36005014300,9,844,936,46,63
1276,36005014400,123,1641,3927,134,221
1277,36005014500,11,3107,3641,180,116
1278,36005014701,6,2884,3287,143,41
1279,36005014702,6,1985,2931,123,36
1280,36005014900,12,1617,2850,140,104
1281,36005015100,18,2512,3164,140,123
1282,36005015200,88,207,1538,96,664
1283,36005015300,77,1919,2077,113,72
1284,36005015500,25,579,2188,66,33
1285,36005015700,45,2087,3193,139,78
1286,36005015800,40,72,775,42,513
1287,36005015900,16,341,2054,47,23
1288,36005016000,219,165,1513,159,1947
1289,36005016100,21,1650,3322,134,116
1290,36005016200,114,96,915,75,708
1291,36005016300,0,10,18,1,5
1292,36005016400,65,42,559,32,523
1293,36005016500,14,517,520,29,17
1294,36005016600,196,234,1541,98,556
1295,36005016700,16,1611,1577,104,65
1296,36005016900,16,834,674,42,20
1297,36005017100,0,7,1,2,0
1298,36005017300,61,2149,3933,154,98
1299,36005017500,28,2594,4045,180,141
1300,36005017701,39,1502,2871,118,224
1301,36005017702,75,1758,2930,149,67
1302,36005017901,201,1042,3726,89,66
1303,36005017902,14,1198,2130,54,51
1304,36005018101,28,1219,1892,88,72
1305,36005018102,254,1952,3058,116,130
1306,36005018301,233,1292,2474,162,262
1307,36005018302,44,1226,2238,133,45
1308,36005018400,252,211,1955,107,1804
1309,36005018501,24,1463,1436,83,70
1310,36005018502,32,2478,3606,182,144
1311,36005018900,66,2347,5509,216,222
1312,36005019300,61,1967,3769,126,97
1313,36005019400,84,254,1294,86,304
1314,36005019500,68,2134,4927,179,201
1315,36005019700,513,1403,5066,172,59
1316,36005019900,49,1918,5663,145,134
1317,36005020000,1834,474,2501,148,278
1318,36005020100,41,1313,2777,115,99
1319,36005020200,720,242,1464,123,240
1320,36005020400,707,314,1756,156,196
1321,36005020501,11,2492,5086,171,99
1322,36005020502,15,719,1638,48,42
1323,36005020601,927,347,1587,173,243
1324,36005020900,35,1407,3164,109,108
1325,36005021001,1323,4001,3069,321,232
1326,36005021002,1635,3306,2462,264,188
1327,36005021100,30,1899,3713,101,79
1328,36005021200,2509,2028,1694,222,143
1329,36005021301,5,246,960,35,18
1330,36005021302,29,2043,3628,86,44
1331,36005021501,21,929,3005,74,49
1332,36005021502,9,1677,4385,185,104
1333,36005021601,394,984,2835,184,304
1334,36005021602,1806,2037,1967,259,168
1335,36005021700,49,1998,2664,173,122
1336,36005021800,340,1485,4278,301,206
1337,36005021900,16,192,916,20,32
1338,36005022000,51,626,1654,98,82
1339,36005022101,114,793,2969,91,34
1340,36005022102,38,660,4609,97,53
1341,36005022200,1277,416,1891,208,176
1342,36005022300,34,772,4053,130,74
1343,36005022401,208,365,1805,76,333
1344,36005022403,116,518,2145,82,414
1345,36005022404,375,825,2383,164,742
1346,36005022500,90,2042,5717,166,126
1347,36005022701,57,1838,3574,135,65
1348,36005022702,44,373,1106,76,35
1349,36005022703,95,236,1278,51,39
1350,36005022800,744,922,3284,198,1188
1351,36005022901,216,1370,3844,211,125
1352,36005022902,35,747,2499,72,48
1353,36005023000,262,371,1627,192,549
1354,36005023100,2,423,1011,17,11
1355,36005023200,317,325,1460,203,695
1356,36005023301,36,1310,3008,145,78
1357,36005023302,19,544,2901,67,43
1358,36005023501,14,517,2915,91,33
1359,36005023502,94,836,3339,101,47
1360,36005023600,133,251,1146,177,497
1361,36005023702,17,212,900,23,27
1362,36005023703,52,992,3807,94,141
1363,36005023704,17,827,2956,119,51
1364,36005023800,247,237,1425,186,655
1365,36005023900,155,1500,6331,141,86
1366,36005024000,203,914,2839,235,392
1367,36005024100,49,1936,4078,168,100
1368,36005024300,68,1266,3988,163,92
1369,36005024400,274,113,1051,90,879
1370,36005024501,26,923,3917,117,76
1371,36005024502,27,787,2884,73,26
1372,36005024600,313,171,870,80,863
1373,36005024700,40,866,923,39,53
1374,36005024800,488,302,1210,112,1508
1375,36005024900,0,0,0,4,0
1376,36005025000,374,48,775,78,1397
1377,36005025100,571,1408,4714,132,99
1378,36005025200,371,196,896,89,1130
1379,36005025300,204,1001,4756,173,100
1380,36005025400,213,79,749,104,1018
1381,36005025500,274,1245,5871,158,544
1382,36005025600,193,241,922,86,466
1383,36005025700,16,283,1421,42,47
1384,36005026100,79,937,830,74,140
1385,36005026300,124,748,5440,193,283
1386,36005026400,561,404,2586,177,1965
1387,36005026500,455,753,5590,156,212
1388,36005026601,225,235,1701,71,1096
1389,36005026602,448,505,3425,173,1858
1390,36005026701,507,316,2917,82,161
1391,36005026702,102,842,5627,164,287
1392,36005026900,89,709,3089,83,156
1393,36005027300,104,1037,6083,192,523
1394,36005027401,241,124,1538,166,3067
1395,36005027402,113,94,894,62,2390
1396,36005027600,3,5,10,0,5
1397,36005027700,114,553,3786,116,399
1398,36005027900,340,988,5246,291,1280
1399,36005028100,120,548,1846,115,1091
1400,36005028300,45,386,1432,80,141
1401,36005028400,3,93,113,32,56
1402,36005028500,222,221,1482,131,1384
1403,36005028600,206,66,445,59,619
1404,36005028700,328,320,2510,125,670
1405,36005028800,441,92,614,75,1833
1406,36005028900,198,287,3325,107,819
1407,36005029301,96,97,392,104,1265
1408,36005029302,300,534,1136,244,3034
1409,36005029500,356,342,1433,246,2238
1410,36005029600,667,367,782,126,936
1411,36005029700,313,246,922,187,2337
1412,36005030000,580,492,3214,243,2062
1413,36005030100,109,174,455,66,823
1414,36005030201,49,2601,1032,154,212
1415,36005030202,71,4116,1464,204,208
1416,36005030701,224,325,1026,226,3998
1417,36005030900,141,329,707,142,2628
1418,36005031000,636,729,1612,183,1212
1419,36005031200,213,241,555,63,483
1420,36005031400,333,263,757,93,625
1421,36005031600,354,291,675,79,672
1422,36005031800,286,295,702,91,587
1423,36005031900,17,66,136,29,206
1424,36005032300,262,538,1249,215,2737
1425,36005032400,149,847,1531,147,439
1426,36005032600,710,452,1101,132,1099
1427,36005032800,314,794,2150,148,727
1428,36005033000,344,980,2672,170,1671
1429,36005033201,106,691,2565,113,628
1430,36005033202,167,1130,2324,123,460
1431,36005033400,0,31,30,2,6
1432,36005033500,120,153,477,112,1578
1433,36005033601,96,1743,2182,169,116
1434,36005033602,8,670,747,38,92
1435,36005033700,561,159,747,277,2094
1436,36005033801,145,860,1068,96,168
1437,36005033802,64,817,698,80,78
1438,36005034000,274,1647,2305,210,422
1439,36005034200,93,826,635,75,103
1440,36005034300,92,212,719,78,605
1441,36005034400,162,870,736,66,96
1442,36005034500,299,564,1267,181,1443
1443,36005034800,277,3263,2577,249,274
1444,36005035000,195,1227,620,133,109
1445,36005035100,202,335,1174,148,1680
1446,36005035600,72,1482,522,106,79
1447,36005035800,131,5478,1527,308,98
1448,36005035900,83,1178,2333,78,59
1449,36005036000,233,1320,955,175,341
1450,36005036100,58,1259,4055,155,42
1451,36005036300,27,1761,5051,144,91
1452,36005036400,54,1974,463,79,33
1453,36005036501,13,1683,2085,90,26
1454,36005036502,22,672,1623,80,52
