,id,P_Asian,P_Black,P_Hisp,P_Other,P_White
5390,36047036300,6,2940,622,68,28
5392,36047036400,600,47,665,289,1040
5394,36047036501,26,1989,266,60,8
5396,36047036502,11,466,422,46,51
5398,36047036600,1188,81,875,362,1943
5400,36047036700,19,592,684,52,26
5402,36047036900,25,3512,1240,89,46
5404,36047037000,752,29,150,110,3021
5406,36047037100,10,3457,400,92,23
5408,36047037300,13,3479,572,111,24
5410,36047037400,834,112,326,150,7789
5413,36047037500,33,2190,491,82,35
5415,36047037700,14,3542,201,42,28
5417,36047037900,2,2513,216,48,48
5419,36047038100,9,4266,469,92,13
5421,36047038200,827,2371,2246,166,551
5423,36047038300,3,3708,177,75,36
5425,36047038500,20,3166,297,127,18
5427,36047038600,723,86,422,158,1988
5429,36047038700,5,2919,519,111,27
5431,36047038800,329,20,132,98,3225
5433,36047038900,93,157,1962,32,43
5435,36047039000,135,1,64,26,1966
5437,36047039100,32,224,1152,9,50
5439,36047039200,166,13,95,70,2445
5441,36047039300,50,823,1778,100,49
5443,36047039400,138,13,117,53,2205
5445,36047039500,39,1201,2132,116,148
5447,36047039600,42,3,88,35,1862
5449,36047039700,29,2085,1021,81,21
5451,36047039800,503,16,371,64,1437
5453,36047039900,81,2188,1357,107,44
5455,36047040000,583,38,373,108,1846
5457,36047040100,5,1804,1209,106,33
5459,36047040200,815,19,206,98,1426
5461,36047040300,22,1981,837,109,32
5463,36047040400,498,2,142,32,1435
5465,36047040500,5,785,489,37,19
5467,36047040600,797,6,181,83,2022
5469,36047040700,0,0,0,0,0
5471,36047040800,838,4,198,65,1816
5473,36047040900,19,925,2438,88,37
5475,36047041000,163,10,129,77,1370
5477,36047041100,11,1615,1065,109,37
5479,36047041200,698,18,204,31,1757
5481,36047041300,13,1744,1393,71,28
5483,36047041401,70,25,91,31,1173
5485,36047041402,13,0,87,50,1768
5487,36047041500,14,1930,1511,163,20
5489,36047041600,86,7,133,36,2221
5491,36047041700,19,987,2071,69,51
5493,36047041800,139,3,242,126,2017
5495,36047041900,24,853,2931,44,56
5497,36047042000,95,25,214,5,1917
5499,36047042100,58,667,2658,38,60
5501,36047042200,155,27,376,86,3030
5503,36047042300,20,159,2312,70,73
5505,36047042400,845,20,501,88,2238
5507,36047042500,8,93,2094,19,46
5509,36047042600,995,8,365,155,2300
5511,36047042700,151,279,4991,72,106
5513,36047042800,632,17,286,46,2674
5515,36047042900,209,217,4993,221,189
5517,36047043000,695,14,303,41,2238
5519,36047043100,146,181,4572,122,255
5521,36047043200,1059,15,632,66,2088
5523,36047043300,82,517,2922,90,57
5525,36047043400,771,15,354,99,2290
5527,36047043500,68,1051,3141,189,45
5529,36047043600,738,17,391,91,2783
5531,36047043700,55,1354,3445,119,54
5533,36047043800,155,17,133,70,2299
5535,36047043900,214,500,2843,152,69
5537,36047044000,148,2,177,38,2361
5539,36047044100,580,193,4210,198,449
5541,36047044200,69,13,166,40,2451
5543,36047044300,475,96,3922,197,520
5545,36047044400,145,8,223,81,2744
5547,36047044500,655,151,3132,341,297
5549,36047044600,467,12,145,24,1171
5551,36047044700,34,78,1561,72,138
5553,36047044800,109,5,86,43,1209
5556,36047045000,22,16,38,44,1227
5558,36047045200,43,11,41,55,2667
5560,36047045300,24,57,1403,32,100
5562,36047045400,249,12,90,22,1737
5564,36047045500,0,2,27,0,26
5565,36047045600,136,18,110,59,2007
5567,36047045800,17,2,41,15,1438
5570,36047046001,814,118,201,177,1748
5571,36047046002,65,105,65,31,344
5572,36047046201,290,48,189,150,1770
5574,36047046202,98,6,101,44,1241
5576,36047046400,99,2,127,82,2227
5578,36047046500,14,1110,1135,30,52
5579,36047046800,32,1,55,9,885
5581,36047047000,29,2,62,99,2828
5583,36047047200,6,15,60,86,2802
5585,36047047300,18,26,262,15,383
5586,36047047400,8,2,32,92,2849
5588,36047047600,103,6,77,86,3522
5590,36047047700,77,43,604,85,1467
5592,36047047800,386,40,1067,220,3203
5594,36047048000,485,66,509,160,2222
5596,36047048100,134,35,1495,75,1033
5598,36047048200,1160,462,588,307,2793
5600,36047048300,25,49,714,29,135
5601,36047048400,338,310,905,320,3371
5604,36047048600,1113,163,1095,405,800
5606,36047048700,23,53,503,6,76
5607,36047048800,716,363,706,302,2306
5609,36047048900,4,1734,2187,68,27
5611,36047049000,438,834,824,523,3534
5613,36047049100,1236,1266,2467,142,342
5615,36047049200,502,841,472,374,1157
5617,36047049300,59,1130,6027,145,320
5619,36047049400,628,924,697,449,2898
5621,36047049500,217,49,1338,56,1067
5623,36047049600,1383,72,1021,247,1837
5625,36047049700,121,9,232,67,1799
5627,36047049800,1267,90,533,255,1924
5629,36047049900,25,1,171,65,1387
5631,36047050000,332,370,559,213,2206
5633,36047050100,88,12,563,78,1905
5635,36047050201,73,34,211,55,1276
5636,36047050202,101,140,280,46,1583
5638,36047050300,142,22,1099,82,1390
5640,36047050400,389,705,917,340,2112
5642,36047050500,307,633,2769,81,421
5644,36047050600,171,3346,2061,299,310
5646,36047050700,7,47,635,5,34
5648,36047050800,477,9732,2918,499,258
5652,36047050900,4,4,674,279,877
5654,36047051000,134,7121,1528,367,123
5657,36047051100,634,417,2243,56,380
5659,36047051200,199,4625,1494,322,231
5661,36047051300,94,144,2958,106,1060
5663,36047051400,328,4544,2012,411,397
5665,36047051500,30,7,282,36,522
5667,36047051600,129,7806,1297,327,196
5670,36047051700,35,18,303,72,1086
5672,36047051800,344,2046,540,128,620
5674,36047051900,132,43,866,176,1826
5676,36047052000,986,1283,873,410,847
5678,36047052200,63,320,96,56,486
5679,36047052300,64,138,4989,80,458
5681,36047052400,408,601,381,234,762
5682,36047052500,56,153,1340,160,1828
5684,36047052600,586,1149,793,414,1573
5686,36047052700,111,146,6539,148,333
5688,36047052800,413,193,132,262,1105
5690,36047052900,39,16,521,431,3288
5692,36047053000,780,182,320,158,2124
5694,36047053100,12,18,518,254,1780
5696,36047053200,667,177,162,70,1681
5698,36047053300,5,20,263,614,6658
5700,36047053400,913,426,366,131,2776
5702,36047053500,7,3,390,579,3901
5704,36047053600,141,13,19,13,678
5705,36047053700,0,9,22,121,1811
5707,36047053800,397,39,217,92,3956
5709,36047053900,1,168,468,1079,2276
5711,36047054000,394,32,100,59,2152
5712,36047054200,222,31,438,80,3698
5714,36047054300,0,0,0,0,0
5716,36047054400,536,31,89,61,2988
5718,36047054500,12,359,1698,1161,4511
5720,36047054600,226,65,242,66,3972
5722,36047054700,10,192,863,169,2130
5724,36047054800,66,11,46,18,1936
5726,36047054900,61,53,802,63,509
5728,36047055000,215,70,235,100,2952
5730,36047055100,163,116,2935,133,966
5732,36047055200,541,45,174,95,2634
5734,36047055300,197,45,795,97,1449
5736,36047055400,515,38,456,200,3075
5738,36047055500,59,12,97,32,668
5740,36047055600,375,30,118,135,3148
5742,36047055700,51,10,154,59,877
5744,36047055800,419,29,167,63,1855
5746,36047055900,8,1,39,3,109
5747,36047056000,122,33,159,29,3228
5750,36047056200,137,1,21,0,1514
5752,36047056300,338,198,1767,309,1695
5754,36047056400,173,65,84,51,2069
5756,36047056500,166,41,866,185,2272
5758,36047056600,319,58,119,34,2047
5760,36047056700,183,35,450,133,2767
5761,36047056800,190,6,94,19,1034
5763,36047056900,63,5,219,64,1313
5765,36047057000,515,65,182,47,2483
5767,36047057100,87,7,216,126,4647
5769,36047057200,223,2545,1356,172,1337
5771,36047057300,87,11,209,44,2436
5773,36047057400,826,9,146,66,1579
5775,36047057500,257,46,1325,147,3231
5777,36047057600,860,21,99,113,1743
5779,36047057700,17,22,11,7,133
5780,36047057800,735,18,287,108,1840
5782,36047057900,83,35,708,54,482
5784,36047058000,956,30,310,140,1713
5786,36047058200,760,26,204,139,1870
5788,36047058400,559,29,133,29,2778
5790,36047058600,1216,120,148,70,773
5792,36047058800,665,37,179,43,2549
5794,36047058900,19,6,107,18,1624
5796,36047059000,709,180,99,55,835
5798,36047059100,52,13,499,156,3557
5800,36047059200,1040,47,168,155,2577
5802,36047059300,49,19,678,126,1616
5804,36047059401,2015,27,277,269,5287
5806,36047059402,544,17,104,121,3828
5808,36047059600,118,33,67,29,2002
5810,36047059800,175,236,213,85,2601
5812,36047060000,582,84,416,160,4874
5814,36047060600,313,41,254,30,1834
5816,36047060800,292,296,370,139,2628
5818,36047061001,962,91,1040,268,6195
5819,36047061002,19,8,69,33,2618
5823,36047061200,18,3,24,11,1121
5825,36047061400,8,1,16,9,867
5826,36047061600,17,3,27,3,1471
5828,36047061800,11,2,15,7,823
5830,36047062200,99,84,149,31,2701
5832,36047062600,271,184,293,100,1872
5834,36047062800,56,18,241,41,5153
5836,36047063200,80,7,52,23,1206
5838,36047063600,34,2,103,47,1097
5840,36047063800,92,2,84,35,1294
5842,36047064000,51,4,101,24,1308
5844,36047064200,185,11,189,71,2237
5846,36047064400,122,41,174,40,1922
5848,36047064600,124,127,210,41,1562
5850,36047064800,173,285,222,55,1239
5852,36047065000,98,440,197,25,665
5854,36047065200,59,8,97,21,988
5856,36047065400,69,9,57,7,1469
5858,36047065600,47,5,73,31,1670
5860,36047065800,97,6,124,32,1590
5862,36047066000,73,1,74,6,1508
5864,36047066200,58,11,185,19,1093
5866,36047066600,0,1,0,0,0
5868,36047067000,134,514,188,51,1477
5870,36047067200,35,681,182,63,358
5872,36047067400,49,923,241,30,766
5874,36047067600,60,1019,161,93,405
5876,36047067800,53,1566,169,47,802
5878,36047068000,46,759,157,97,721
5880,36047068200,68,614,237,62,1257
5882,36047068600,102,66,104,13,1261
5884,36047068800,59,271,153,20,1056
5886,36047069000,56,588,172,52,905
5888,36047069200,63,1112,180,72,926
5890,36047069600,191,296,482,116,6842
5893,36047069800,29,23,42,24,1113
5895,36047070000,42,25,45,9,1615
5897,36047070201,154,25,121,59,6143
5899,36047070202,0,2,6,0,170
5901,36047070203,0,0,0,0,0
5903,36047070600,60,3,65,7,2741
5905,36047072000,17,964,134,47,481
5907,36047072200,43,2454,89,76,191
5909,36047072400,15,1728,105,62,74
5911,36047072600,44,2137,122,85,147
5913,36047072800,40,2968,179,100,490
5915,36047073000,20,1828,108,80,291
5917,36047073200,44,1771,153,140,237
5919,36047073400,35,1712,179,133,106
5921,36047073600,299,2195,295,158,409
5923,36047073800,144,1583,343,156,1080
5925,36047074000,194,2515,451,180,283
5927,36047074200,152,1957,244,85,910
5929,36047074400,56,168,97,3,2025
5931,36047074600,115,422,155,47,1246
5933,36047074800,51,411,141,33,1458
5935,36047075000,94,261,146,64,2583
5937,36047075200,3,7,9,3,1238
5939,36047075400,0,1,8,6,1585
5941,36047075600,128,72,81,16,1677
5943,36047075800,52,12,34,23,1756
5945,36047076000,164,49,141,41,2598
5947,36047076200,399,571,672,250,2779
5949,36047076400,124,2246,559,215,1048
5951,36047076600,35,1737,286,80,159
5954,36047077000,65,2377,287,128,206
5956,36047077200,86,1697,338,140,1064
5958,36047077400,319,1472,387,164,779
5960,36047077600,109,3113,300,110,491
5962,36047078000,13,2235,99,83,125
5964,36047078200,51,3868,228,109,64
5966,36047078400,33,2341,159,64,143
5968,36047078600,218,3439,388,183,241
5970,36047078800,23,3350,242,124,36
5972,36047079000,40,5210,380,250,28
5974,36047079200,26,3317,273,145,54
5976,36047079400,6,1696,139,73,18
5978,36047079600,94,8592,1118,401,179
5981,36047079800,127,7476,925,277,286
5984,36047080000,53,3242,210,177,245
5986,36047080200,28,4185,335,198,71
5988,36047080400,68,2947,236,74,55
5990,36047080600,13,2455,196,64,42
5993,36047081000,76,2130,135,59,44
5995,36047081200,0,0,0,0,0
5996,36047081400,11,2776,142,124,27
5998,36047081600,139,2531,149,144,48
6000,36047081800,286,4195,414,192,166
6002,36047082000,82,4731,388,153,38
6004,36047082200,41,6343,676,303,100
6006,36047082400,41,3802,303,277,25
6008,36047082600,62,5191,465,283,50
6010,36047082800,88,3316,301,227,53
6012,36047083000,55,5824,387,249,48
6014,36047083200,12,2309,99,81,62
6016,36047083400,45,1890,66,77,54
6018,36047083600,28,1945,112,37,64
6020,36047083800,27,2183,83,115,113
6022,36047084000,14,2221,140,61,76
6024,36047084200,5,1113,76,21,45
6025,36047084400,0,239,4,5,0
6026,36047084600,10,1916,138,67,33
6028,36047084800,4,1642,76,50,20
6030,36047085000,10,1296,67,32,30
6032,36047085200,0,0,0,0,0
6034,36047085400,9,1932,141,70,58
6036,36047085600,37,3447,220,163,31
6038,36047085800,14,2260,90,43,36
6040,36047086000,16,3375,192,64,18
6042,36047086200,23,3167,81,98,26
6044,36047086400,5,1970,79,71,9
6046,36047086600,12,2942,156,87,18
6048,36047086800,19,3115,198,80,26
6050,36047087000,26,3006,93,66,25
6052,36047087200,19,3211,238,75,84
6054,36047087401,14,2735,231,60,275
6056,36047087402,0,0,0,0,0
6057,36047087600,2,1332,79,50,244
6059,36047087800,42,2640,194,55,234
6061,36047088000,14,2480,143,70,14
6063,36047088200,29,6181,306,233,18
6065,36047088400,32,4607,226,207,19
6067,36047088600,5,4295,243,96,11
6069,36047088800,10,3475,307,312,20
6071,36047089000,60,5701,443,208,154
6073,36047089200,4,3545,354,86,23
6075,36047089400,13,3159,382,91,19
6077,36047089600,187,2993,256,190,28
6079,36047089800,9,1346,139,30,6
6081,36047090000,11,4402,972,111,24
6083,36047090200,94,3488,1143,98,61
6085,36047090400,1,644,243,23,4
6086,36047090600,10,3490,1099,58,18
6088,36047090800,4,2085,671,51,27
6090,36047091000,3,4124,1413,71,31
6092,36047091200,14,5805,1362,144,15
6094,36047091400,0,1368,166,31,4
6095,36047091600,3,3334,629,252,20
6097,36047091800,4,1881,893,59,10
6099,36047092000,7,2360,403,110,12
6101,36047092200,8,2458,227,141,31
6104,36047092800,88,2418,136,102,57
6106,36047093000,7,2559,61,112,36
6109,36047093400,4,2193,91,43,71
6111,36047093600,5,1741,69,47,14
6113,36047093800,6,2450,91,84,23
6115,36047094000,9,1303,53,26,21
6116,36047094200,4,611,14,25,24
6117,36047094401,8,2932,113,63,82
6119,36047094402,14,1894,441,37,440
6122,36047095000,44,2663,166,107,202
6124,36047095400,54,4041,185,73,389
6126,36047095600,132,2806,242,122,664
6128,36047095800,131,2142,319,169,590
6130,36047096000,0,0,0,0,3
6132,36047096200,56,1081,166,60,311
6134,36047096400,100,1314,218,56,473
6136,36047096600,93,1277,186,66,506
6138,36047096800,67,772,189,89,278
6140,36047097000,98,1144,339,178,319
6142,36047097400,65,1598,283,80,573
6144,36047098200,1,3254,1156,81,50
6146,36047098400,11,1821,77,68,89
6148,36047098600,109,2604,202,135,78
6150,36047098800,192,2091,233,86,472
6152,36047099000,88,883,205,79,276
6154,36047099200,111,1084,202,82,368
6156,36047099400,40,1301,173,100,316
6158,36047099600,79,2882,226,88,600
6160,36047099800,50,2644,224,94,724
6162,36047100400,54,2065,115,58,487
6164,36047100600,95,1682,197,87,520
6166,36047100800,197,1101,218,57,514
6168,36047101000,276,968,196,67,648
6170,36047101200,180,1103,169,84,480
6172,36047101400,208,1521,176,66,218
6174,36047101600,63,1154,89,63,203
6176,36047101800,44,1372,157,107,340
6178,36047102000,104,1518,75,74,284
6180,36047102200,374,1001,174,88,469
6182,36047102400,249,1079,153,110,453
6184,36047102600,82,1962,170,69,492
6186,36047102800,104,1132,184,29,271
6188,36047103400,28,2259,838,85,741
6190,36047105800,596,6087,2690,575,4673
6193,36047107000,1,153,57,3,80
6195,36047107800,15,4005,245,82,81
6197,36047109800,41,966,242,55,184
6199,36047110000,2,529,114,21,2
6200,36047110200,17,2664,593,74,32
6202,36047110600,7,3267,900,75,28
6204,36047111000,0,2625,818,46,19
6206,36047111200,3,875,197,8,26
6207,36047111400,3,691,437,16,29
6209,36047111800,9,1779,735,76,24
6211,36047112000,5,1788,1237,86,26
6213,36047112200,10,2170,656,50,28
6215,36047112400,10,2471,691,64,17
6217,36047112600,8,2412,1085,95,26
6219,36047112800,26,2891,901,97,22
6221,36047113000,1,2595,814,118,16
6223,36047113200,0,1029,325,30,3
6225,36047113400,31,1866,1018,33,50
6227,36047113600,0,30,13,0,0
6228,36047113800,0,134,92,3,6
6229,36047114000,15,263,414,22,95
6230,36047114201,69,440,1128,45,54
6232,36047114202,40,957,1310,122,79
6235,36047114600,130,789,1907,105,105
6237,36047114800,123,677,1427,92,62
6238,36047115000,12,792,894,34,31
6240,36047115200,21,1501,877,82,44
6242,36047115400,33,1026,814,40,36
6243,36047115600,19,2542,1411,78,26
6245,36047115800,14,1874,940,87,14
6247,36047116000,3,1758,742,94,7
6249,36047116200,19,1703,463,88,17
6251,36047116400,14,1813,828,98,13
6253,36047116600,49,1149,1263,94,44
6255,36047116800,73,424,1204,184,72
6257,36047117000,46,437,1150,148,56
6259,36047117201,101,604,1949,168,92
6261,36047117202,226,1054,2484,358,165
6263,36047117400,238,719,2818,324,169
6265,36047117601,151,334,1820,199,160
6267,36047117602,151,484,2002,364,172
6269,36047117800,210,274,926,249,56
6271,36047118000,0,0,0,0,0
6273,36047118201,172,485,1868,213,164
6275,36047118202,147,481,2083,189,157
6277,36047118400,560,711,3272,279,284
6279,36047118600,327,419,1885,275,227
6281,36047118800,834,709,2148,572,297
6283,36047119000,94,484,1054,271,83
6285,36047119200,39,825,1384,106,46
6287,36047119400,34,1849,1284,155,49
6289,36047119600,367,2179,1820,535,71
6292,36047120000,57,1103,686,245,156
6294,36047120200,557,226,668,364,101
6296,36047120800,145,6225,1571,342,200
6298,36047121000,1,2489,1400,60,36
6300,36047121400,27,2947,1288,65,57
6302,36047122000,25,1903,445,79,103
6308,36059300100,180,43,99,161,4593
6310,36059300300,219,200,497,145,3290
6312,36059300400,251,55,378,149,4356
6314,36059300500,242,54,207,92,4786
6316,36059300600,636,48,343,99,5319
6318,36059300700,154,82,360,89,4901
6320,36059300800,550,96,314,46,3132
6322,36059300900,1105,163,95,93,5642
6324,36059301000,378,51,183,52,4216
6326,36059301101,820,73,1197,145,3903
6328,36059301102,373,30,195,44,3388
6330,36059301200,297,75,504,76,4907
6332,36059301300,289,326,1185,100,3065
6334,36059301400,132,5,63,17,1756
6336,36059301500,151,9,76,25,2820
6338,36059301600,465,46,181,90,3726
6340,36059301700,149,8,43,15,2417
6342,36059301800,379,980,476,94,3415
6344,36059301900,195,14,123,26,2660
6346,36059302000,245,72,208,63,3966
6348,36059302101,399,296,336,94,4338
6350,36059302102,143,12,39,39,3107
6352,36059302200,402,372,363,108,2472
6354,36059302300,1297,49,144,129,3431
6356,36059302400,754,8,286,85,4051
6358,36059302501,225,13,43,24,2273
6360,36059302502,445,561,287,88,2180
6362,36059302600,228,12,109,29,1922
6364,36059302700,875,17,175,55,3017
6366,36059302800,827,16,268,58,4787
6368,36059302900,450,10,264,52,3671
6370,36059303000,854,34,486,52,4122
6372,36059303101,985,11,121,64,2480
6374,36059303102,989,12,170,50,2855
6376,36059303201,916,253,213,92,2225
6378,36059303202,625,55,398,95,2682
6380,36059303301,400,11,146,10,2713
6382,36059303302,105,13,167,50,3646
6384,36059303400,84,9,59,17,2334
6386,36059303500,256,10,496,106,4510
6388,36059303600,317,79,1367,165,4896
6390,36059303700,282,90,644,188,5813
6392,36059303800,286,89,408,37,4427
6394,36059303900,228,1738,325,118,1494
6396,36059304001,92,33,207,30,2225
6398,36059304002,116,90,700,99,2796
6400,36059304100,237,1246,1457,189,843
6402,36059304201,72,5297,4045,284,207
6403,36059304202,110,785,1422,89,987
6407,36059404300,415,127,480,105,2203
6409,36059404400,83,20,238,22,4611
6411,36059404500,165,10,328,52,3707
6413,36059404600,141,17,184,39,4050
6415,36059404700,451,52,346,95,4953
6417,36059404800,192,1896,900,217,2186
6419,36059404901,680,3457,765,257,1275
6421,36059404902,466,1578,759,193,1060
6423,36059405000,495,1040,828,283,2333
6425,36059405100,792,3136,818,439,2563
6427,36059405200,392,708,816,240,3471
6429,36059405301,209,30,275,39,3078
6431,36059405302,120,18,308,47,3883
6433,36059405400,345,160,708,152,5951
6435,36059405500,132,26,287,41,4674
6437,36059405600,127,7,198,45,3740
6439,36059405700,172,36,247,56,4231
6441,36059405800,122,12,233,16,3591
6443,36059405900,265,179,364,82,4323
6445,36059406001,245,118,519,106,3578
6447,36059406002,105,130,294,47,2554
6449,36059406100,115,138,260,64,2335
6451,36059406201,205,430,421,108,1694
6453,36059406202,27,4674,389,227,290
6455,36059406300,113,14,95,37,3430
6457,36059406400,157,21,128,37,6223
6459,36059406501,272,205,271,72,6521
6461,36059406502,0,0,0,0,0
6462,36059406600,171,14,108,28,3783
6464,36059406700,198,3491,2653,245,1792
6467,36059406800,113,3004,6076,229,571
6470,36059406900,57,4587,1862,159,524
6472,36059407000,21,4922,1308,252,209
6474,36059407101,28,3406,1181,173,330
6476,36059407102,36,3532,905,159,473
6478,36059407201,67,1955,2469,101,353
6480,36059407202,221,3849,1539,322,3216
6483,36059407301,12,513,131,21,302
6485,36059407302,128,2194,1130,194,1130
6487,36059407401,211,4347,1852,308,1927
6489,36059407402,0,0,0,0,0
6491,36059407501,68,2421,1391,144,485
6493,36059407502,65,3422,888,192,514
6495,36059407600,728,65,445,68,4222
6497,36059407700,251,34,417,60,3897
6499,36059407801,474,44,388,62,4488
6501,36059407802,234,830,332,32,901
6503,36059407900,157,442,374,94,4065
6505,36059408000,416,64,469,71,5327
6507,36059408100,364,43,396,70,5805
6509,36059408200,489,39,415,68,5564
6511,36059408300,481,70,446,93,6008
6513,36059408400,160,49,141,62,3310
6515,36059408500,226,79,242,54,5511
6517,36059408600,163,27,273,37,3997
6519,36059408700,198,32,355,72,4263
6521,36059408800,199,29,538,75,6200
6523,36059408900,183,27,541,42,5233
6525,36059409000,189,32,509,33,5190
6527,36059409100,117,21,332,55,4998
6529,36059409200,168,34,428,45,5519
6531,36059409300,105,13,291,38,4016
6533,36059409400,111,26,220,52,4078
6535,36059409500,60,6,114,26,3753
6537,36059409600,110,18,329,54,4545
6539,36059409700,78,21,148,19,4136
6541,36059409800,471,3112,516,357,1068
6543,36059409900,608,2182,776,253,2864
6545,36059410000,335,401,417,83,2346
6547,36059410100,172,80,334,50,5606
6549,36059410200,147,102,316,48,3291
6551,36059410300,508,922,1059,186,3403
6553,36059410400,468,1032,921,190,2425
6555,36059410500,490,327,965,167,4855
6557,36059410600,422,144,573,148,5910
6559,36059410700,307,57,543,69,5223
6561,36059410800,274,121,409,92,4184
6563,36059410900,762,430,286,154,4006
6565,36059411000,148,592,1300,193,2721
6567,36059411100,42,1764,1154,113,1298
6569,36059411200,190,70,515,95,5294
6571,36059411301,195,60,134,31,3178
6573,36059411302,132,76,131,54,6097
6575,36059411400,277,133,322,48,5579
6577,36059411500,66,18,60,20,2926
6579,36059411600,113,64,223,40,6082
6581,36059411700,335,58,612,64,5991
6583,36059411800,166,47,465,59,5679
6585,36059411901,110,32,364,36,3282
6587,36059411902,139,27,230,36,3086
6589,36059412000,178,68,582,80,5219
6591,36059412100,137,44,392,39,6230
6593,36059412200,62,18,308,45,5439
6595,36059412301,68,60,516,34,2859
6597,36059412302,63,51,494,25,3086
6599,36059412400,80,676,604,64,3712
6601,36059412500,53,10,86,25,4173
6603,36059412600,50,44,85,17,3575
6605,36059412700,27,37,111,26,3862
6607,36059412800,80,364,303,56,2385
6609,36059412900,178,3028,544,214,1888
6611,36059413001,97,26,415,46,3852
6613,36059413002,102,14,217,35,3416
6615,36059413100,118,41,300,32,4400
6617,36059413200,98,35,455,56,6116
6619,36059413300,91,37,321,23,6638
6621,36059413400,84,20,223,63,5362
6623,36059413500,229,1504,750,184,4432
6625,36059413600,195,563,831,115,3752
6627,36059413700,159,131,596,91,4071
6629,36059413803,243,357,287,92,3286
6631,36059413804,137,343,274,59,3069
6633,36059413900,55,5336,1446,237,308
6635,36059414001,17,3402,443,104,82
6637,36059414002,3,3569,683,98,71
6639,36059414100,65,4124,1299,215,854
6641,36059414201,84,1236,2647,161,1201
6643,36059414202,31,2330,1748,98,397
6645,36059414301,97,688,1491,88,1233
6647,36059414302,121,1263,3848,193,3034
6650,36059414400,30,2282,2068,130,694
6652,36059414501,84,1205,898,159,3137
6654,36059414502,67,482,649,67,3285
6656,36059414600,105,52,165,51,3216
6658,36059414700,110,18,130,49,4226
6660,36059414800,163,80,357,66,6079
6662,36059414900,243,259,314,108,6298
6664,36059415000,193,28,330,87,5503
6666,36059415101,93,25,136,22,2655
6668,36059415102,56,22,140,27,4990
6670,36059415201,98,14,158,41,3575
6672,36059415202,65,20,78,34,4374
6674,36059415300,147,41,249,74,5355
6676,36059415401,108,20,140,44,5400
6678,36059415402,74,8,126,21,4634
6680,36059415500,27,6,79,19,2567
6682,36059415600,138,7,157,44,5295
6684,36059415700,76,8,233,50,5782
6686,36059415801,125,19,216,34,6036
6687,36059415802,18,1,13,3,716
6689,36059415900,59,12,182,34,4809
6690,36059416000,59,6,200,15,3799
6692,36059416100,141,20,204,40,6211
6694,36059416201,71,9,301,45,3395
6696,36059416202,50,31,864,93,3694
6698,36059416300,36,21,139,35,4012
6700,36059416400,75,76,456,86,6713
6703,36059416500,238,1588,1667,329,2409
6705,36059416600,215,107,681,105,5218
6707,36059416701,122,99,650,56,3544
6709,36059416702,89,150,624,72,3508
6711,36059416800,75,51,462,61,5936
6714,36059416900,52,22,112,39,4076
6716,36059517000,181,65,295,42,2858
6718,36059517101,131,368,1294,86,3232
6720,36059517102,160,34,128,24,2320
6722,36059517200,285,1018,2397,166,3510
6724,36059517301,129,103,546,62,2306
6726,36059517302,196,26,676,66,3918
6728,36059517400,62,81,241,56,4626
6730,36059517500,111,12,134,35,3498
6732,36059517600,90,22,213,36,4264
6734,36059517701,854,186,231,140,6219
6736,36059517704,0,0,0,0,5
6737,36059517705,173,53,77,38,2339
6739,36059517706,0,0,0,0,0
6740,36059517801,117,20,121,33,3230
6742,36059517802,70,127,512,39,2773
6744,36059517901,72,15,200,29,4571
6746,36059517902,51,7,170,22,2861
6748,36059518000,120,206,836,78,5586
6750,36059518100,66,16,85,18,2490
6752,36059518201,279,57,89,36,4031
6754,36059518203,399,52,66,36,3865
6756,36059518204,231,32,62,29,4238
6758,36059518300,692,13,212,61,4593
6760,36059518400,545,66,134,32,3591
6762,36059518501,646,92,82,76,5453
6764,36059518502,445,74,169,32,2080
6766,36059518600,296,13,67,19,3629
6768,36059518700,799,4,136,39,4434
6770,36059518800,308,2,60,29,2794
6772,36059518900,847,458,884,130,4454
6774,36059519000,491,17,437,70,5160
6776,36059519100,454,26,481,100,5011
6778,36059519200,404,12,395,49,5072
6780,36059519300,680,9,1059,69,4141
6782,36059519400,351,6,272,66,3766
6784,36059519500,487,10,291,60,5041
6786,36059519601,239,19,179,33,3977
6788,36059519602,46,8,30,14,2122
6790,36059519702,171,20,76,48,4234
6792,36059519703,194,5,66,25,3353
6794,36059519704,112,11,64,17,2929
6796,36059519801,201,5,75,21,2166
6798,36059519802,256,25,168,32,4696
6800,36059519900,219,11,208,44,4899
6802,36059520001,188,8,365,89,6188
6804,36059520002,87,17,212,29,3979
6806,36059520100,159,63,104,52,5022
6808,36059520200,70,21,222,15,2881
6810,36059520300,155,27,251,73,5484
6812,36059520401,174,63,617,79,3341
6814,36059520402,137,53,439,48,3450
6816,36059520501,165,10,228,31,3294
6818,36059520502,97,19,235,53,4975
6820,36059520600,216,88,425,57,5168
6822,36059520700,74,13,142,54,4663
6824,36059520800,72,8,137,20,3909
6826,36059520900,38,4,190,23,4493
6828,36059521000,37,9,150,26,5090
6830,36059521100,72,8,136,27,4477
6832,36059521200,41,7,83,13,2754
6834,36059521301,20,11,78,15,2280
6836,36059521302,53,7,153,38,5599
6838,36059521400,101,2,137,44,6496
6840,36059521500,98,4,161,19,4560
6842,36059521601,52,19,125,17,4132
6844,36059521602,24,7,120,10,3312
6846,36059521700,69,7,119,34,4610
6848,36059521801,96,22,137,11,3581
