,STATE,COUNTY,GEOCODE,SUMLEV,POP100,HU100,P0010001,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,H0010001,H0010002,H0010003,NAME
24768,36,,3658409,160,9517,2941,9517,9517,1093,8424,8230,7177,172,3,815,15,48,194,2941,2863,78,Plainedge CDP
24769,36,,3658442,160,27100,9207,27100,27100,1598,25502,24941,19134,131,21,5548,1,106,561,9207,8861,346,Plainview CDP
24770,36,,3658475,160,1448,445,1448,1448,67,1381,1350,1169,9,2,165,1,4,31,445,411,34,Plandome village
24771,36,,3658486,160,1009,333,1009,1009,71,938,914,718,0,2,185,1,8,24,333,327,6,Plandome Heights village
24772,36,,3658497,160,793,272,793,793,50,743,736,638,2,0,91,0,5,7,272,252,20,Plandome Manor village
24780,36,,3658849,160,1527,855,1527,1527,62,1465,1437,1407,8,0,18,0,4,28,855,668,187,Point Lookout CDP
24783,36,,3659157,160,903,374,903,903,43,860,843,743,8,0,91,0,1,17,374,364,10,Poquott village
24790,36,,3659355,160,7962,3471,7962,7962,712,7250,6957,6258,109,2,537,2,49,293,3471,3291,180,Port Jefferson village
24791,36,,3659377,160,7950,2985,7950,7950,1570,6380,6132,5277,302,4,512,0,37,248,2985,2859,126,Port Jefferson Station CDP
24796,36,,3659520,160,16753,6269,16753,16753,2524,14229,13637,11747,312,11,1502,4,61,592,6269,5925,344,Port Washington CDP
24797,36,,3659531,160,3160,1377,3160,3160,297,2863,2786,2435,28,0,296,1,26,77,1377,1324,53,Port Washington North village
24808,36,,3660408,160,1013,625,1013,1013,279,734,702,629,40,7,20,0,6,32,625,364,261,Quiogue CDP
24809,36,,3660422,160,1662,1613,1662,1662,134,1528,1490,1368,41,16,58,0,7,38,1613,688,925,Quogue village
24821,36,,3661142,160,3110,1644,3110,3110,351,2759,2679,2599,36,0,35,0,9,80,1644,1200,444,Remsenburg-Speonk CDP
24831,36,,3661665,160,13271,6336,13271,13271,1145,12126,11775,10661,723,12,333,2,44,351,6336,5877,459,Ridge CDP
24834,36,,3661973,160,14993,5763,14993,14993,5674,9319,8933,6853,1716,37,225,3,99,386,5763,5365,398,Riverhead CDP
24836,36,,3662066,160,2882,910,2882,2882,1176,1706,1655,1054,539,16,26,3,17,51,910,838,72,Riverside CDP
24840,36,,3663264,160,26016,9991,26016,26016,3029,22987,22379,20319,1314,19,617,0,110,608,9991,9669,322,Rockville Centre village
24841,36,,3663319,160,13633,5285,13633,13633,1651,11982,11532,11073,171,13,239,3,33,450,5285,4826,459,Rocky Point CDP
24846,36,,3663473,160,18955,6701,18955,18955,2814,16141,15595,13641,548,15,1166,8,217,546,6701,6496,205,Ronkonkoma CDP
24847,36,,3663506,160,18066,4441,18066,18066,8406,9660,9247,343,8519,32,169,11,173,413,4441,4242,199,Roosevelt CDP
24850,36,,3663770,160,2988,1441,2988,2988,513,2475,2401,1872,44,4,465,3,13,74,1441,1309,132,Roslyn village
24851,36,,3663792,160,1318,407,1318,1318,42,1276,1248,1062,10,0,169,0,7,28,407,391,16,Roslyn Estates village
24852,36,,3663803,160,1067,379,1067,1067,63,1004,959,756,4,0,196,0,3,45,379,330,49,Roslyn Harbor village
24853,36,,3663814,160,6747,2218,6747,6747,700,6047,5878,3203,375,10,2239,0,51,169,2218,2108,110,Roslyn Heights CDP
24861,36,,3664232,160,978,339,978,978,30,948,924,492,3,0,418,1,10,24,339,314,25,Russell Gardens village
24865,36,,3664430,160,989,293,989,989,18,971,944,840,1,0,94,0,9,27,293,281,12,Saddle Rock village
24866,36,,3664441,160,428,139,428,428,1,427,410,355,3,0,41,0,11,17,139,130,9,Saddle Rock Estates CDP
24867,36,,3664452,160,770,718,770,770,60,710,680,624,9,8,28,0,11,30,718,305,413,Sagaponack village
24868,36,,3664485,160,2772,2013,2772,2772,301,2471,2370,2100,206,12,35,0,17,101,2013,1202,811,Sag Harbor village
24870,36,,3664584,160,13487,4921,13487,13487,1037,12450,12164,11500,117,7,513,0,27,286,4921,4729,192,St. James CDP
24876,36,,3664842,160,12618,4106,12618,12618,2484,10134,9794,6994,321,7,2383,1,88,340,4106,3989,117,Salisbury CDP
24879,36,,3664881,160,113,432,113,113,3,110,107,105,0,0,2,0,0,3,432,31,401,Saltaire village
24883,36,,3665035,160,2712,947,2712,2712,117,2595,2551,2249,32,0,261,0,9,44,947,878,69,Sands Point village
24891,36,,3665409,160,16569,6228,16569,16569,1148,15421,15029,14489,186,10,283,4,57,392,6228,5935,293,Sayville CDP
24906,36,,3666047,160,5062,2086,5062,5062,475,4587,4407,4160,82,2,148,1,14,180,2086,1954,132,Sea Cliff village
24907,36,,3666058,160,15251,5475,15251,15251,1239,14012,13658,13051,111,2,428,0,66,354,5475,5293,182,Seaford CDP
24908,36,,3666102,160,5044,1607,5044,5044,197,4847,4726,1986,58,6,2647,0,29,121,1607,1556,51,Searingtown CDP
24909,36,,3666212,160,21262,7167,21262,21262,4129,17133,16550,14013,885,28,1495,3,126,583,7167,6838,329,Selden CDP
24912,36,,3666465,160,3986,1531,3986,3986,257,3729,3576,3148,67,0,346,2,13,153,1531,1413,118,Setauket CDP
24914,36,,3666828,160,1602,1145,1602,1602,181,1421,1362,1329,13,0,18,0,2,59,1145,703,442,Shelter Island CDP
24915,36,,3666850,160,1601,1552,1601,1601,92,1509,1458,1424,8,0,24,0,2,51,1552,761,791,Shelter Island Heights CDP
24920,36,,3667048,160,2282,1537,2282,2282,702,1580,1516,1404,45,7,51,0,9,64,1537,845,692,Shinnecock Hills CDP
24921,36,,3667070,160,26360,8782,26360,26360,6200,20160,19167,16268,1907,70,724,2,196,993,8782,8262,520,Shirley CDP
24923,36,,3667191,160,561,232,561,561,45,516,492,467,11,0,13,0,1,24,232,188,44,Shoreham village
24939,36,,3667851,160,25629,8800,25629,25629,2484,23145,22455,20966,351,7,1007,0,124,690,8800,8495,305,Smithtown CDP
24945,36,,3668374,160,7416,2943,7416,7416,758,6658,6412,6111,125,13,136,5,22,246,2943,2728,215,Sound Beach CDP
24946,36,,3668462,160,4550,3438,4550,4550,792,3758,3636,3218,236,19,129,0,34,122,3438,1701,1737,Southampton village
24953,36,,3669001,160,14345,4902,14345,14345,2078,12267,11961,10822,284,11,773,0,71,306,4902,4765,137,South Farmingdale CDP
24954,36,,3669023,160,1741,534,1741,1741,384,1357,1267,158,834,8,240,0,27,90,534,507,27,South Floral Park village
24956,36,,3669188,160,3406,1074,3406,3406,836,2570,2482,1852,506,10,79,2,33,88,1074,1029,45,South Hempstead CDP
24958,36,,3669254,160,9561,3418,9561,9561,1428,8133,7886,6864,210,5,773,0,34,247,3418,3290,128,South Huntington CDP
24964,36,,3669452,160,6040,4222,6040,6040,779,5261,5109,4941,66,3,78,0,21,152,4222,2617,1605,Southold CDP
24966,36,,3669892,160,6386,2063,6386,6386,793,5593,5356,2125,1674,20,1376,2,159,237,2063,1995,68,South Valley Stream CDP
24974,36,,3670387,160,8086,4482,8086,8086,2728,5358,5159,4883,112,7,128,1,28,199,4482,2973,1509,Springs CDP
24982,36,,3671267,160,1992,709,1992,1992,256,1736,1680,1480,39,3,149,0,9,56,709,691,18,Stewart Manor village
24986,36,,3671608,160,13467,5033,13467,13467,826,12641,12262,10310,217,2,1667,2,64,379,5033,4831,202,Stony Brook CDP
24987,36,,3671620,160,10409,115,10409,10409,1748,8661,8121,2658,3516,3,1829,0,115,540,115,72,43,Stony Brook University CDP
24996,36,,3672554,160,19259,6293,19259,19259,971,18288,17802,10645,118,19,6944,2,74,486,6293,6033,260,Syosset CDP
25002,36,,3673352,160,11472,4006,11472,11472,2411,9061,8798,7890,392,15,430,1,70,263,4006,3853,153,Terryville CDP
25006,36,,3673605,160,2759,1024,2759,2759,121,2638,2575,1245,37,4,1265,1,23,63,1024,984,40,Thomaston village
25021,36,,3675572,160,1505,995,1505,1505,342,1163,1126,987,83,8,35,0,13,37,995,628,367,Tuckahoe CDP
25030,36,,3676089,160,32473,8255,32473,32473,12934,19539,18682,5644,11543,76,1119,12,288,857,8255,7850,405,Uniondale CDP
25034,36,,3676287,160,4358,1706,4358,4358,323,4035,3905,1702,60,0,2119,0,24,130,1706,1642,64,University Gardens CDP
25035,36,,3676331,160,1786,612,1786,1786,87,1699,1645,1323,31,0,278,0,13,54,612,557,55,Upper Brookville village
25044,36,,3676705,160,40634,12925,40634,40634,10672,29962,28415,11450,9343,120,6503,21,978,1547,12925,12494,431,Valley Stream village
25054,36,,3677519,160,1735,573,1735,1735,92,1643,1600,1521,23,0,49,0,7,43,573,563,10,Village of the Branch village
25059,36,,3677772,160,7731,3223,7731,7731,690,7041,6809,6512,160,0,102,0,35,232,3223,2789,434,Wading River CDP
25061,36,,3677805,160,904,916,904,904,142,762,738,688,17,1,23,0,9,24,916,386,530,Wainscott CDP
25070,36,,3678146,160,18613,6228,18613,18613,1399,17214,16836,16211,59,7,495,0,64,378,6228,6062,166,Wantagh CDP
25082,36,,3678575,160,2506,2125,2506,2506,189,2317,2218,2079,28,4,93,1,13,99,2125,958,1167,Water Mill CDP
25097,36,,3679246,160,43213,15139,43213,43213,8202,35011,33804,26727,5291,79,1455,4,248,1207,15139,14523,616,West Babylon CDP
25098,36,,3679301,160,4625,1809,4625,4625,495,4130,3970,3680,133,2,137,0,18,160,1809,1742,67,West Bay Shore CDP
25099,36,,3679444,160,15864,5265,15864,15864,5143,10721,10275,5875,2741,28,1481,4,146,446,5265,5083,182,Westbury village
25109,36,,3680170,160,3621,2206,3621,3621,654,2967,2890,2737,80,4,45,0,24,77,2206,1291,915,Westhampton CDP
25110,36,,3680181,160,2150,2455,2150,2150,319,1831,1787,1694,33,1,49,0,10,44,2455,858,1597,Westhampton Beach village
25111,36,,3680186,160,126,271,126,126,5,121,121,119,0,0,2,0,0,0,271,28,243,West Hampton Dunes village
25113,36,,3680225,160,19835,6315,19835,19835,3956,15879,15317,11322,2249,33,1438,0,275,562,6315,6093,222,West Hempstead CDP
25114,36,,3680258,160,5385,2024,5385,5385,530,4855,4738,4231,108,3,377,0,19,117,2024,1968,56,West Hills CDP
25116,36,,3680302,160,27048,9021,27048,27048,2659,24389,23832,23078,166,6,528,2,52,557,9021,8763,258,West Islip CDP
25125,36,,3680885,160,4872,2109,4872,4872,342,4530,4412,4282,45,2,72,0,11,118,2109,1765,344,West Sayville CDP
25130,36,,3681419,160,5140,1493,5140,5140,878,4262,4012,919,2619,5,395,0,74,250,1493,1442,51,Wheatley Heights CDP
25139,36,,3682117,160,7591,2787,7591,7591,753,6838,6619,5025,81,4,1448,1,60,219,2787,2691,96,Williston Park village
25151,36,,3682744,160,9335,3402,9335,9335,532,8803,8664,6881,127,2,1611,0,43,139,3402,3155,247,Woodbury CDP
25153,36,,3682942,160,18669,5485,18669,18669,960,17709,17418,15791,757,0,586,4,280,291,5485,5199,286,Woodmere CDP
25155,36,,3682986,160,897,306,897,897,28,869,859,811,3,1,33,0,11,10,306,293,13,Woodsburgh village
25161,36,,3683294,160,12990,3548,12990,12990,5487,7503,7153,451,6352,42,163,0,145,350,3548,3290,258,Wyandanch CDP
25164,36,,3683426,160,5974,2480,5974,5974,793,5181,4960,4475,278,8,145,0,54,221,2480,2280,200,Yaphank CDP
46,34,3.0,3400300700,60,6848,2450,6848,6848,456,6392,6165,5261,42,1,837,2,22,227,2450,2327,123,Allendale borough
47,34,3.0,3400301090,60,1762,676,1762,1762,121,1641,1601,949,54,0,593,0,5,40,676,587,89,Alpine borough
48,34,3.0,3400305170,60,28321,9387,28321,28321,9121,19200,18668,9278,1894,30,7222,0,244,532,9387,9097,290,Bergenfield borough
49,34,3.0,3400306490,60,8778,3026,8778,8778,4506,4272,4057,2614,585,15,748,2,93,215,3026,2939,87,Bogota borough
50,34,3.0,3400310480,60,6372,2563,6372,6372,1582,4790,4646,3855,132,10,608,0,41,144,2563,2429,134,Carlstadt borough
51,34,3.0,3400313570,60,25693,11435,25693,25693,8954,16739,16007,11185,656,23,3784,5,354,732,11435,10735,700,Cliffside Park borough
52,34,3.0,3400313810,60,8594,2891,8594,8594,725,7869,7620,4496,83,2,3009,0,30,249,2891,2762,129,Closter borough
53,34,3.0,3400315820,60,9155,3157,9155,9155,630,8525,8301,5305,90,3,2865,1,37,224,3157,3015,142,Cresskill borough
54,34,3.0,3400317530,60,4981,1680,4981,4981,270,4711,4570,2941,41,1,1562,1,24,141,1680,1598,82,Demarest borough
55,34,3.0,3400318400,60,17863,6572,17863,17863,3883,13980,13538,9847,503,12,3081,2,93,442,6572,6408,164,Dumont borough
56,34,3.0,3400319510,60,10022,4585,10022,10022,2556,7466,7225,5028,456,28,1612,2,99,241,4585,4306,279,East Rutherford borough
57,34,3.0,3400320020,60,14336,7315,14336,14336,1959,12377,11878,5934,772,13,5071,1,87,499,7315,6742,573,Edgewater borough
58,34,3.0,3400321300,60,21422,7949,21422,21422,5898,15524,15052,10928,1494,25,2367,0,238,472,7949,7652,297,Elmwood Park borough
59,34,3.0,3400321450,60,7290,2600,7290,7290,948,6342,6164,5328,108,4,709,0,15,178,2600,2482,118,Emerson borough
60,34,3.0,3400321480,60,29308,11563,29308,29308,9639,19669,18909,8497,7180,46,2863,8,315,760,11563,10909,654,Englewood city
61,34,3.0,3400321510,60,5342,1961,5342,5342,341,5001,4863,2201,107,0,2534,0,21,138,1961,1846,115,Englewood Cliffs borough
62,34,3.0,3400322470,60,34927,12649,34927,34927,5369,29558,28781,23305,784,24,4468,10,190,777,12649,12243,406,Fair Lawn borough
63,34,3.0,3400322560,60,15025,5291,15025,15025,10018,5007,4712,3513,240,27,694,0,238,295,5291,5021,270,Fairview borough
64,34,3.0,3400324420,60,40191,19861,40191,40191,5376,34815,33895,15488,1192,21,16949,9,236,920,19861,18451,1410,Fort Lee borough
65,34,3.0,3400324990,60,11079,4051,11079,11079,786,10293,10031,8755,172,2,1051,3,48,262,4051,3722,329,Franklin Lakes borough
66,34,3.0,3400325770,60,32655,12407,32655,32655,12781,19874,19343,16398,1684,48,985,3,225,531,12407,11773,634,Garfield city
67,34,3.0,3400326640,60,12133,4041,12133,12133,848,11285,10843,9037,163,0,1617,1,25,442,4041,3934,107,Glen Rock borough
68,34,3.0,3400328680,60,46030,20290,46030,46030,19220,26810,25849,11053,9558,62,4734,7,435,961,20290,19132,1158,Hackensack city
69,34,3.0,3400330150,60,4741,1643,4741,4741,299,4442,4333,3235,35,0,1049,0,14,109,1643,1594,49,Harrington Park borough
70,34,3.0,3400330420,60,12125,4715,12125,12125,2551,9574,9301,7466,333,7,1421,1,73,273,4715,4535,180,Hasbrouck Heights borough
71,34,3.0,3400330540,60,3343,1148,3343,3343,191,3152,3024,2416,51,0,545,0,12,128,1148,1104,44,Haworth borough
72,34,3.0,3400331920,60,10143,3635,10143,10143,1138,9005,8769,7861,115,3,742,1,47,236,3635,3502,133,Hillsdale borough
73,34,3.0,3400332310,60,4258,1473,4258,4258,302,3956,3842,3475,26,1,321,0,19,114,1473,1416,57,Ho-Ho-Kus borough
74,34,3.0,3400340020,60,9304,3476,9304,9304,1669,7635,7368,3256,202,2,3876,0,32,267,3476,3359,117,Leonia borough
75,34,3.0,3400340680,60,10987,4527,10987,10987,3468,7519,7298,4012,469,6,2717,3,91,221,4527,4351,176,Little Ferry borough
76,34,3.0,3400341100,60,26206,10414,26206,26206,10838,15368,14842,10413,2020,12,2194,0,203,526,10414,9971,443,Lodi borough
77,34,3.0,3400342090,60,22519,9516,22519,22519,6081,16438,15895,13388,688,9,1587,0,223,543,9516,9069,447,Lyndhurst township
78,34,3.0,3400342750,60,25487,10109,25487,25487,2204,23283,22554,18840,686,93,2830,2,103,729,10109,9727,382,Mahwah township
79,34,3.0,3400344880,60,10080,3829,10080,10080,2567,7513,7286,5143,605,32,1442,1,63,227,3829,3717,112,Maywood borough
80,34,3.0,3400346110,60,7014,2887,7014,7014,734,6280,6100,5749,70,6,241,0,34,180,2887,2750,137,Midland Park borough
81,34,3.0,3400347610,60,8436,3115,8436,8436,683,7753,7532,6069,121,0,1324,1,17,221,3115,3016,99,Montvale borough
82,34,3.0,3400347700,60,3133,1149,3133,3133,1292,1841,1789,1391,20,0,351,0,27,52,1149,1120,29,Moonachie borough
83,34,3.0,3400351660,60,16923,6432,16923,16923,3304,13619,13191,8830,796,6,3420,0,139,428,6432,6276,156,New Milford borough
84,34,3.0,3400352320,60,16457,6749,16457,16457,5109,11348,10850,9245,257,7,1173,2,166,498,6749,6525,224,North Arlington borough
85,34,3.0,3400353430,60,4761,1700,4761,4761,569,4192,4060,2714,55,0,1278,0,13,132,1700,1641,59,Northvale borough
86,34,3.0,3400353610,60,5641,2032,5641,5641,418,5223,5091,3196,74,4,1809,0,8,132,2032,1943,89,Norwood borough
87,34,3.0,3400353850,60,12748,4561,12748,12748,1210,11538,11137,10370,119,12,605,1,30,401,4561,4356,205,Oakland borough
88,34,3.0,3400354870,60,5888,2083,5888,5888,380,5508,5350,3673,59,3,1600,0,15,158,2083,1982,101,Old Tappan borough
89,34,3.0,3400354990,60,8244,2850,8244,8244,734,7510,7285,5889,73,7,1277,0,39,225,2850,2782,68,Oradell borough
90,34,3.0,3400355770,60,20292,7668,20292,20292,4862,15430,15174,2903,262,10,11900,6,93,256,7668,7314,354,Palisades Park borough
91,34,3.0,3400355950,60,26698,8786,26698,26698,2810,23888,23119,15556,459,3,6966,0,135,769,8786,8448,338,Paramus borough
92,34,3.0,3400356130,60,8883,3435,8883,8883,936,7947,7729,6972,91,2,631,0,33,218,3435,3310,125,Park Ridge borough
93,34,3.0,3400361680,60,14798,5670,14798,14798,1374,13424,13041,11711,127,4,1134,1,64,383,5670,5488,182,Ramsey borough
94,34,3.0,3400362910,60,11501,4237,11501,11501,3343,8158,7921,4281,200,10,3319,4,107,237,4237,4050,187,Ridgefield borough
95,34,3.0,3400362940,60,13224,5269,13224,13224,6189,7035,6688,4477,649,8,1460,1,93,347,5269,4986,283,Ridgefield Park village
96,34,3.0,3400363000,60,25979,8814,25979,25979,2069,23910,22813,17786,353,7,4556,0,111,1097,8814,8490,324,Ridgewood village
97,34,3.0,3400363360,60,12049,4337,12049,12049,1339,10710,10424,6649,283,8,3434,0,50,286,4337,4191,146,River Edge borough
98,34,3.0,3400363690,60,9909,3644,9909,9909,731,9178,8905,7756,117,8,993,1,30,273,3644,3536,108,River Vale township
99,34,3.0,3400363990,60,5814,2227,5814,5814,1575,4239,4095,3254,208,3,602,0,28,144,2227,2151,76,Rochelle Park township
100,34,3.0,3400364170,60,407,81,407,407,33,374,365,327,10,0,27,0,1,9,81,69,12,Rockleigh borough
101,34,3.0,3400365280,60,18834,7370,18834,18834,3395,15439,14718,11242,631,27,2688,6,124,721,7370,7061,309,Rutherford borough
102,34,3.0,3400365340,60,14294,5618,14294,14294,2748,11546,11285,9554,442,6,1219,2,62,261,5618,5378,240,Saddle Brook township
103,34,3.0,3400365400,60,3372,1458,3372,3372,181,3191,3093,2550,65,11,451,2,14,98,1458,1246,212,Saddle River borough
104,34,3.0,3400368970,60,2701,950,2701,2701,1256,1445,1394,1068,135,1,172,1,17,51,950,922,28,South Hackensack township
105,34,3.0,3400372360,60,41246,14430,41246,41246,8848,32398,31047,16845,9180,46,4378,8,590,1351,14430,13784,646,Teaneck township
106,34,3.0,3400372420,60,15409,5184,15409,15409,1137,14272,13777,8719,240,8,4711,12,87,495,5184,4913,271,Tenafly borough
107,34,3.0,3400372480,60,61,26,61,61,25,36,34,26,7,0,1,0,0,2,26,25,1,Teterboro borough
108,34,3.0,3400375140,60,8353,2785,8353,8353,579,7774,7524,6120,129,1,1240,1,33,250,2785,2658,127,Upper Saddle River borough
109,34,3.0,3400376400,60,10058,3691,10058,10058,1315,8743,8504,7701,126,6,640,0,31,239,3691,3577,114,Waldwick borough
110,34,3.0,3400376490,60,11868,5108,11868,11868,2299,9569,9408,8286,320,11,694,6,91,161,5108,4825,283,Wallington borough
111,34,3.0,3400377135,60,9285,3375,9285,9285,800,8485,8273,7585,87,8,566,0,27,212,3375,3278,97,Washington township
112,34,3.0,3400380270,60,11282,4716,11282,11282,1651,9631,9282,7861,448,6,928,6,33,349,4716,4515,201,Westwood borough
113,34,3.0,3400382300,60,6128,2235,6128,6128,407,5721,5568,4955,46,2,536,1,28,153,2235,2114,121,Woodcliff Lake borough
114,34,3.0,3400382570,60,10137,4057,10137,10137,1738,8399,8175,6141,337,4,1617,0,76,224,4057,3920,137,Wood-Ridge borough
115,34,3.0,3400383050,60,16585,5769,16585,16585,1315,15270,14762,13767,93,4,872,3,23,508,5769,5569,200,Wyckoff township
225,34,13.0,3401304695,60,38222,14970,38222,38222,19181,19041,18188,10310,3092,50,4201,18,517,853,14970,14282,688,Belleville township
226,34,13.0,3401306260,60,53105,21714,53105,53105,16197,36908,34905,19668,9941,84,4495,4,713,2003,21714,20810,904,Bloomfield township
227,34,13.0,3401309250,60,9027,3669,9027,9027,1313,7714,7498,6471,419,4,545,4,55,216,3669,3538,131,Caldwell borough
228,34,13.0,3401311200,60,12980,5042,12980,12980,1465,11515,11160,9754,305,18,1016,2,65,355,5042,4754,288,Cedar Grove township
229,34,13.0,3401313045,60,34447,13590,34447,34447,9983,24464,23316,1073,21627,44,262,7,303,1148,13590,12788,802,City of Orange township
230,34,13.0,3401319390,60,69612,30357,69612,69612,9032,60580,57318,1388,54689,164,501,6,570,3262,30357,27410,2947,East Orange city
231,34,13.0,3401321840,60,2244,806,2244,2244,137,2107,2021,1889,24,2,104,0,2,86,806,750,56,Essex Fells borough
232,34,13.0,3401322385,60,7872,2826,7872,7872,733,7139,6980,6562,38,0,355,1,24,159,2826,2747,79,Fairfield township
233,34,13.0,3401326610,60,7802,2592,7802,7802,558,7244,6749,5825,289,0,587,0,48,495,2592,2529,63,Glen Ridge borough
234,34,13.0,3401334450,60,61176,24984,61176,61176,8985,52191,50124,983,48208,84,413,7,429,2067,24984,22638,2346,Irvington township
235,34,13.0,3401340890,60,31330,10719,31330,31330,1583,29747,28972,18812,953,12,9014,4,177,775,10719,10337,382,Livingston township
236,34,13.0,3401343800,60,25684,9269,25684,25684,2182,23502,22061,13170,7740,30,951,4,166,1441,9269,8866,403,Maplewood township
237,34,13.0,3401346380,60,21710,7241,21710,21710,973,20737,19891,12147,458,15,7123,2,146,846,7241,6908,333,Millburn township
238,34,13.0,3401347500,60,40921,16304,40921,40921,4304,36617,34137,22593,9008,36,2045,11,444,2480,16304,15555,749,Montclair township
239,34,13.0,3401351000,60,311549,118163,311549,311549,113374,198175,185706,24916,147905,572,4871,63,7379,12469,118163,108789,9374,Newark city
240,34,13.0,3401352620,60,6694,2364,6694,6694,405,6289,6092,5476,85,3,518,0,10,197,2364,2258,106,North Caldwell borough
241,34,13.0,3401353680,60,30143,12340,30143,30143,5858,24285,23539,18864,928,38,3518,13,178,746,12340,11887,453,Nutley township
242,34,13.0,3401364590,60,6299,2607,6299,6299,437,5862,5677,4904,192,7,551,1,22,185,2607,2523,84,Roseland borough
243,34,13.0,3401369274,60,18484,6306,18484,18484,1604,16880,15836,10510,3803,11,1228,2,282,1044,6306,5940,366,South Orange Village township
244,34,13.0,3401375815,60,14572,6150,14572,14572,1431,13141,12675,11591,323,11,696,2,52,466,6150,5862,288,Verona township
245,34,13.0,3401378510,60,11012,4137,11012,11012,971,10041,9702,9064,138,0,440,0,60,339,4137,4004,133,West Caldwell township
246,34,13.0,3401379800,60,48843,18746,48843,48843,9647,39196,37101,19155,13916,53,3523,18,436,2095,18746,17738,1008,West Orange township
271,34,17.0,3401703580,60,71686,29727,71686,71686,22101,49585,47559,32697,7116,80,7011,17,638,2026,29727,27867,1860,Bayonne city
272,34,17.0,3401719360,60,2594,920,2594,2594,1619,975,906,511,54,2,257,0,82,69,920,889,31,East Newark borough
273,34,17.0,3401728650,60,12017,5142,12017,12017,7868,4149,3965,2426,343,7,1064,3,122,184,5142,4920,222,Guttenberg town
274,34,17.0,3401730210,60,19450,8594,19450,19450,7759,11691,10905,4690,722,18,4946,0,529,786,8594,8111,483,Harrison town
275,34,17.0,3401732250,60,60419,30202,60419,60419,8542,51877,49797,40657,2106,29,6518,50,437,2080,30202,28175,2027,Hoboken city
276,34,17.0,3401736000,60,292449,130992,292449,292449,72777,219672,210191,69624,54199,638,81425,101,4204,9481,130992,119517,11475,Jersey City city
277,34,17.0,3401736510,60,41999,15392,41999,41999,20465,21534,19514,14889,1246,37,2034,23,1285,2020,15392,14639,753,Kearny town
278,34,17.0,3401752470,60,63361,25079,63361,63361,44900,18461,17603,11235,1403,70,4269,14,612,858,25079,23426,1653,North Bergen township
279,34,17.0,3401766570,60,22181,9316,22181,22181,4700,17481,16997,8760,922,23,7167,3,122,484,9316,8840,476,Secaucus town
280,34,17.0,3401774630,60,68589,26455,68589,68589,56509,12080,11310,6855,1355,99,2394,7,600,770,26455,24511,1944,Union City city
281,34,17.0,3401777930,60,17197,9089,17197,17197,5665,11532,10970,7537,685,15,2594,7,132,562,9089,7969,1120,Weehawken township
282,34,17.0,3401779610,60,52912,21798,52912,52912,40114,12798,12134,6649,1234,51,3745,8,447,664,21798,20544,1254,West New York town
283,34,19.0,3401900550,60,4809,1857,4809,4809,287,4522,4370,4168,65,9,105,1,22,152,1857,1751,106,Alexandria township
284,34,19.0,3401905650,60,3745,1406,3745,3745,209,3536,3413,3267,40,2,92,0,12,123,1406,1347,59,Bethlehem township
285,34,19.0,3401906370,60,792,371,792,792,54,738,714,671,25,0,13,0,5,24,371,340,31,Bloomsbury borough
286,34,19.0,3401909280,60,1005,429,1005,1005,41,964,923,901,1,1,15,0,5,41,429,404,25,Califon borough
287,34,19.0,3401913720,60,2773,1157,2773,2773,281,2492,2414,2115,50,7,235,0,7,78,1157,1114,43,Clinton town
288,34,19.0,3401913750,60,13505,4888,13505,13505,1071,12434,11991,10391,757,8,768,1,66,443,4888,4658,230,Clinton township
289,34,19.0,3401917170,60,4560,1952,4560,4560,264,4296,4132,4006,39,4,64,0,19,164,1952,1795,157,Delaware township
290,34,19.0,3401918820,60,3917,1628,3917,3917,217,3700,3597,3467,35,12,64,0,19,103,1628,1548,80,East Amwell township
291,34,19.0,3401923700,60,4876,1974,4876,4876,1928,2948,2839,2350,133,7,317,1,31,109,1974,1853,121,Flemington borough
292,34,19.0,3401924870,60,3267,1257,3267,3267,214,3053,2935,2828,28,1,58,0,20,118,1257,1172,85,Franklin township
293,34,19.0,3401925350,60,1370,677,1370,1370,104,1266,1209,1156,16,1,23,0,13,57,677,629,48,Frenchtown borough
294,34,19.0,3401926550,60,1682,835,1682,1682,141,1541,1495,1398,62,0,18,1,16,46,835,785,50,Glen Gardner borough
295,34,19.0,3401929460,60,1438,650,1438,1438,126,1312,1259,1186,31,0,34,0,8,53,650,612,38,Hampton borough
296,34,19.0,3401931320,60,3546,1517,3546,3546,340,3206,3100,2928,51,1,113,0,7,106,1517,1424,93,High Bridge borough
297,34,19.0,3401932460,60,5177,2099,5177,5177,220,4957,4780,4694,31,2,44,0,9,177,2099,2001,98,Holland township
298,34,19.0,3401937065,60,3802,1606,3802,3802,143,3659,3531,3436,42,3,40,0,10,128,1606,1476,130,Kingwood township
299,34,19.0,3401938610,60,4139,2265,4139,4139,525,3614,3499,3337,75,3,62,1,21,115,2265,2093,172,Lambertville city
300,34,19.0,3401939630,60,1665,828,1665,1665,144,1521,1471,1328,70,0,70,0,3,50,828,795,33,Lebanon borough
301,34,19.0,3401939660,60,6195,2505,6195,6195,356,5839,5639,5422,64,4,123,0,26,200,2505,2368,137,Lebanon township
302,34,19.0,3401946260,60,1232,556,1232,1232,83,1149,1117,1082,17,2,12,0,4,32,556,524,32,Milford borough
