,STATE,COUNTY,GEOCODE,SUMLEV,POP100,HU100,P0010001,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,H0010001,H0010002,H0010003,NAME
1047,36,119.0,3611950617,60,79726,30531,79726,79726,26257,53469,51194,32009,14324,95,3859,20,887,2275,30531,28702,1829,New Rochelle city
1048,36,119.0,3611951693,60,12408,4310,12408,12408,1448,10960,10560,9511,196,0,793,1,59,400,4310,4098,212,North Castle town
1049,36,119.0,3611953517,60,5243,2126,5243,5243,594,4649,4503,4270,83,4,120,0,26,146,2126,1887,239,North Salem town
1050,36,119.0,3611955541,60,40061,14975,40061,40061,14493,25568,24507,17932,4096,53,2195,5,226,1061,14975,14077,898,Ossining town
1051,36,119.0,3611956979,60,25431,10464,25431,25431,11160,14271,13410,7720,4693,32,725,5,235,861,10464,9813,651,Peekskill city
1052,36,119.0,3611957012,60,13078,4490,13078,13078,1656,11422,10779,9030,717,11,844,10,167,643,4490,4323,167,Pelham town
1053,36,119.0,3611959685,60,5082,2076,5082,5082,344,4738,4516,4264,65,3,165,0,19,222,2076,1860,216,Pound Ridge town
1054,36,119.0,3611964309,60,16592,6038,16592,16592,1388,15204,14499,13052,189,12,1185,4,57,705,6038,5654,384,Rye city
1055,36,119.0,3611964320,60,49613,17678,49613,49613,23918,25695,24428,20216,1757,27,1961,0,467,1267,17678,16909,769,Rye town
1056,36,119.0,3611965442,60,18253,5747,18253,18253,922,17331,16419,12249,220,7,3816,0,127,912,5747,5510,237,Scarsdale town
1057,36,119.0,3611968308,60,21541,9010,21541,21541,1907,19634,19037,17912,278,4,776,4,63,597,9010,8457,553,Somers town
1058,36,119.0,3611981677,60,59559,25494,59559,59559,19426,40133,38324,26242,6746,33,4747,13,543,1809,25494,24162,1332,White Plains city
1059,36,119.0,3611984000,60,211569,85528,211569,211569,89065,122504,117591,68970,33509,330,12915,34,1833,4913,85528,80548,4980,Yonkers city
1060,36,119.0,3611984077,60,36569,13672,36569,36569,5245,31324,30346,26906,1262,30,1970,3,175,978,13672,13144,528,Yorktown town
23888,36,,3601011,160,5220,1857,5220,5220,468,4752,4638,2867,25,6,1700,1,39,114,1857,1795,62,Albertson CDP
23899,36,,3601594,160,1824,1776,1824,1824,186,1638,1599,1522,35,0,18,2,22,39,1776,770,1006,Amagansett CDP
23902,36,,3602044,160,9500,4015,9500,9500,1761,7739,7514,6403,876,18,163,0,54,225,4015,3846,169,Amityville village
23911,36,,3602374,160,2547,1164,2547,2547,476,2071,2005,1919,52,2,26,0,6,66,1164,969,195,Aquebogue CDP
23918,36,,3602737,160,592,296,592,592,31,561,550,532,2,0,6,0,10,11,296,231,65,Asharoken village
23920,36,,3602968,160,1707,1046,1707,1707,83,1624,1580,1533,3,0,28,0,16,44,1046,763,283,Atlantic Beach village
23928,36,,3603408,160,12188,4732,12188,12188,1067,11121,10773,10221,199,6,294,1,52,348,4732,4544,188,Babylon village
23930,36,,3604055,160,2763,1656,2763,2763,309,2454,2396,2290,67,7,21,1,10,58,1656,1081,575,Baiting Hollow CDP
23931,36,,3604143,160,33919,11092,33919,33919,7588,26331,24994,9831,12989,55,1576,8,535,1337,11092,10702,390,Baldwin CDP
23939,36,,3604550,160,2590,1062,2590,2590,504,2086,2025,1762,69,4,156,0,34,61,1062,1026,36,Barnum Island CDP
23944,36,,3604803,160,991,425,991,991,173,818,785,700,7,0,74,0,4,33,425,394,31,Baxter Estates village
23945,36,,3604891,160,2117,888,2117,2117,228,1889,1848,1766,42,2,28,0,10,41,888,845,43,Bay Park CDP
23946,36,,3604913,160,8609,3506,8609,8609,754,7855,7644,7301,161,4,142,2,34,211,3506,3245,261,Bayport CDP
23947,36,,3604935,160,29244,10126,29244,29244,11127,18117,17322,10660,5044,82,1236,5,295,795,10126,9667,459,Bay Shore CDP
23948,36,,3605034,160,6748,2691,6748,6748,704,6044,5888,5691,32,3,140,1,21,156,2691,2518,173,Bayville village
23949,36,,3605039,160,7726,2266,7726,7726,3470,4256,3992,2561,1019,5,301,1,105,264,2266,2210,56,Baywood CDP
23955,36,,3605639,160,1173,388,1173,1173,121,1052,1009,896,36,1,62,1,13,43,388,384,4,Bellerose village
23956,36,,3605661,160,2329,692,2329,2329,655,1674,1597,601,151,15,782,1,47,77,692,670,22,Bellerose Terrace CDP
23957,36,,3605672,160,808,312,808,808,54,754,727,672,8,0,42,0,5,27,312,287,25,Belle Terre village
23959,36,,3605738,160,16297,5776,16297,16297,1570,14727,14273,13237,242,2,737,0,55,454,5776,5572,204,Bellmore CDP
23960,36,,3605771,160,2203,1170,2203,2203,118,2085,2013,1924,46,5,34,0,4,72,1170,938,232,Bellport village
23964,36,,3606387,160,16658,6072,16658,16658,1735,14923,14587,12292,151,7,2066,4,67,336,6072,5810,262,Bethpage CDP
23977,36,,3607069,160,5156,2132,5156,5156,287,4869,4754,4599,42,3,87,0,23,115,2132,2029,103,Blue Point CDP
23978,36,,3607157,160,9852,3720,9852,9852,1040,8812,8610,8074,170,2,349,0,15,202,3720,3581,139,Bohemia CDP
23984,36,,3608026,160,62387,14127,62387,62387,47072,15315,14520,5816,6766,91,1134,6,707,795,14127,13658,469,Brentwood CDP
23990,36,,3608136,160,2953,2632,2953,2953,417,2536,2446,2160,199,3,71,0,13,90,2632,1136,1496,Bridgehampton CDP
23995,36,,3608323,160,3181,1160,3181,3181,250,2931,2849,2718,82,0,46,0,3,82,1160,1135,25,Brightwaters village
24001,36,,3609000,160,3330,1177,3330,3330,303,3027,2933,2686,190,10,34,0,13,94,1177,1097,80,Brookhaven CDP
24003,36,,3610132,160,2939,661,2939,2939,152,2787,2718,2273,45,2,390,0,8,69,661,625,36,Brookville village
24018,36,,3611781,160,5934,3016,5934,5934,1095,4839,4698,4203,414,7,47,0,27,141,3016,2779,237,Calverton CDP
24031,36,,3612402,160,48,35,48,48,4,44,43,43,0,0,0,0,0,1,35,25,10,Captree CDP
24032,36,,3612419,160,5005,1908,5005,5005,740,4265,4120,3434,148,6,488,0,44,145,1908,1825,83,Carle Place CDP
24046,36,,3613233,160,7374,2413,7374,7374,1040,6334,6217,5803,151,0,189,0,74,117,2413,2265,148,Cedarhurst village
24049,36,,3613376,160,30980,10405,30980,30980,5147,25833,24974,21175,964,41,2658,8,128,859,10405,10008,397,Centereach CDP
24050,36,,3613420,160,8046,2960,8046,8046,1129,6917,6690,6308,243,8,109,0,22,227,2960,2770,190,Center Moriches CDP
24051,36,,3613442,160,5822,2272,5822,5822,306,5516,5347,5181,20,2,108,1,35,169,2272,2171,101,Centerport CDP
24053,36,,3613552,160,36714,10344,36714,36714,21856,14858,14077,5414,7005,98,1085,11,464,781,10344,9870,474,Central Islip CDP
24055,36,,3613618,160,407,229,407,407,31,376,373,351,2,0,19,1,0,3,229,160,69,Centre Island village
24093,36,,3616958,160,3064,1020,3064,3064,203,2861,2763,2621,10,1,119,0,12,98,1020,975,45,Cold Spring Harbor CDP
24096,36,,3617530,160,36536,12312,36536,36536,2914,33622,32857,29468,632,28,2536,4,189,765,12312,12009,303,Commack CDP
24108,36,,3618146,160,23429,8024,23429,23429,9634,13795,13308,10743,1836,18,524,1,186,487,8024,7684,340,Copiague CDP
24109,36,,3618157,160,40220,16060,40220,40220,7454,32766,31371,24163,4703,51,2197,9,248,1395,16060,15234,826,Coram CDP
24117,36,,3618597,160,293,138,293,293,18,275,266,264,0,1,0,0,1,9,138,125,13,Cove Neck village
24131,36,,3619466,160,3437,2121,3437,3437,417,3020,2962,2886,36,1,28,1,10,58,2121,1400,721,Cutchogue CDP
24138,36,,3619972,160,28837,9839,28837,28837,5206,23631,22845,15200,3982,74,3322,1,266,786,9839,9510,329,Deer Park CDP
24147,36,,3620379,160,50,34,50,50,16,34,29,24,0,0,4,0,1,5,34,17,17,Dering Harbor village
24151,36,,3620687,160,26180,8315,26180,26180,2224,23956,23178,17099,1410,28,4397,8,236,778,8315,8016,299,Dix Hills CDP
24165,36,,3621578,160,2101,994,2101,2101,128,1973,1933,1898,8,0,18,0,9,40,994,860,134,East Atlantic Beach CDP
24170,36,,3621985,160,6617,2275,6617,6617,1706,4911,4750,3384,785,5,528,2,46,161,2275,2177,98,East Farmingdale CDP
24174,36,,3622183,160,1517,1774,1517,1517,177,1340,1308,1253,24,0,24,0,7,32,1774,668,1106,East Hampton village
24175,36,,3622200,160,5377,2856,5377,5377,2396,2981,2864,2524,219,8,75,0,38,117,2856,1889,967,East Hampton North CDP
24177,36,,3622260,160,7284,2294,7284,7284,303,6981,6815,5808,85,1,888,0,33,166,2294,2218,76,East Hills village
24178,36,,3622315,160,13931,4918,13931,13931,1454,12477,12149,11567,209,9,302,0,62,328,4918,4769,149,East Islip CDP
24181,36,,3622447,160,1048,946,1048,1048,109,939,912,881,11,2,11,1,6,27,946,494,452,East Marion CDP
24182,36,,3622480,160,19854,7112,19854,19854,2775,17079,16531,13474,2415,14,486,2,140,548,7112,6884,228,East Massapequa CDP
24183,36,,3622502,160,37796,12951,37796,37796,6048,31748,30832,22039,1668,39,6758,11,317,916,12951,12361,590,East Meadow CDP
24184,36,,3622546,160,5946,2349,5946,5946,571,5375,5235,5001,112,6,84,0,32,140,2349,2120,229,East Moriches CDP
24186,36,,3622612,160,20048,7246,20048,20048,2120,17928,17428,16539,205,13,591,1,79,500,7246,6996,250,East Northport CDP
24187,36,,3622623,160,2792,998,2792,2792,222,2570,2507,2362,26,0,111,0,8,63,998,968,30,East Norwich CDP
24188,36,,3622733,160,21580,8612,21580,21580,4975,16605,15945,14297,982,45,522,7,92,660,8612,8221,391,East Patchogue CDP
24189,36,,3622810,160,2219,1015,2219,2219,300,1919,1851,1786,32,1,19,2,11,68,1015,907,108,Eastport CDP
24190,36,,3622832,160,5557,3104,5557,5557,1029,4528,4408,4268,36,3,77,0,24,120,3104,2152,952,East Quogue CDP
24193,36,,3622876,160,10159,4000,10159,10159,1451,8708,8459,7789,296,4,327,0,43,249,4000,3814,186,East Rockaway village
24194,36,,3622964,160,10998,4038,10998,10998,799,10199,9877,8484,110,12,1216,1,54,322,4038,3891,147,East Setauket CDP
24195,36,,3622980,160,6841,2248,6841,6841,647,6194,5962,5620,121,5,183,0,33,232,2248,2181,67,East Shoreham CDP
24197,36,,3623217,160,2645,864,2645,2645,150,2495,2412,2060,5,0,340,0,7,83,864,828,36,East Williston village
24199,36,,3623316,160,1334,570,1334,1334,60,1274,1249,1217,5,0,22,0,5,25,570,507,63,Eatons Neck CDP
24214,36,,3624273,160,35265,10270,35265,35265,8024,27241,25933,4282,15460,102,5290,15,784,1308,10270,9896,374,Elmont CDP
24216,36,,3624405,160,11426,3846,11426,11426,1387,10039,9725,8190,535,1,941,0,58,314,3846,3730,116,Elwood CDP
24230,36,,3625384,160,8466,3868,8466,8466,1291,7175,6987,6019,280,9,618,0,61,188,3868,3627,241,Farmingdale village
24231,36,,3625417,160,14983,4845,14983,14983,2659,12324,11852,10520,510,5,709,2,106,472,4845,4706,139,Farmingville CDP
24236,36,,3625839,160,777,3357,777,777,99,678,650,585,29,10,17,0,9,28,3357,393,2964,Fire Island CDP
24238,36,,3625923,160,424,609,424,424,32,392,370,352,3,0,11,2,2,22,609,180,429,Fishers Island CDP
24241,36,,3626121,160,5098,1714,5098,5098,2764,2334,2209,1707,421,5,37,0,39,125,1714,1492,222,Flanders CDP
24243,36,,3626264,160,16172,5961,16172,16172,2067,14105,13745,11495,262,14,1889,3,82,360,5961,5746,215,Floral Park village
24245,36,,3626352,160,4794,1529,4794,4794,280,4514,4395,3423,32,7,904,0,29,119,1529,1473,56,Flower Hill village
24257,36,,3626946,160,9652,3430,9652,9652,619,9033,8783,8450,75,6,227,1,24,250,3430,3299,131,Fort Salonga CDP
24261,36,,3627309,160,30903,10231,30903,30903,5979,24924,24277,18604,1385,40,3947,8,293,647,10231,9903,328,Franklin Square CDP
24265,36,,3627485,160,44472,14137,44472,44472,21312,23160,21903,7632,12830,89,792,15,545,1257,14137,13501,636,Freeport village
24276,36,,3628178,160,23272,7715,23272,23272,1486,21786,21274,19344,212,12,1589,7,110,512,7715,7513,202,Garden City village
24277,36,,3628189,160,7985,2592,7985,7985,999,6986,6762,2702,223,19,3742,2,74,224,2592,2499,93,Garden City Park CDP
24278,36,,3628200,160,4119,1454,4119,4119,475,3644,3567,3160,42,7,348,0,10,77,1454,1401,53,Garden City South CDP
24289,36,,3628990,160,185,137,185,185,2,183,179,173,2,0,2,0,2,4,137,86,51,Gilgo CDP
24292,36,,3629113,160,28365,10793,28365,28365,9752,18613,18055,14775,1595,58,1449,2,176,558,10793,10099,694,Glen Cove city
24293,36,,3629245,160,4837,1787,4837,4837,546,4291,4176,3786,32,2,330,0,26,115,1787,1718,69,Glen Head CDP
24297,36,,3629421,160,3948,1422,3948,3948,355,3593,3501,3212,25,3,236,1,24,92,1422,1375,47,Glenwood Landing CDP
24300,36,,3629509,160,3981,1131,3981,3981,1479,2502,2319,649,1478,55,91,0,46,183,1131,1059,72,Gordon Heights CDP
24310,36,,3630169,160,11145,3883,11145,11145,1204,9941,9512,7767,145,5,1497,1,97,429,3883,3620,263,Great Neck village
24311,36,,3630191,160,2990,937,2990,2990,122,2868,2770,2159,16,2,563,0,30,98,937,879,58,Great Neck Estates village
24312,36,,3630202,160,1268,397,1268,1268,30,1238,1210,812,3,0,390,0,5,28,397,380,17,Great Neck Gardens CDP
24313,36,,3630213,160,7482,3954,7482,7482,626,6856,6661,4523,135,5,1960,0,38,195,3954,3702,252,Great Neck Plaza village
24314,36,,3630235,160,2005,842,2005,2005,155,1850,1818,1752,29,1,36,0,0,32,842,798,44,Great River CDP
24318,36,,3630543,160,13661,4669,13661,13661,2420,11241,10854,8329,1660,14,773,0,78,387,4669,4524,145,Greenlawn CDP
24319,36,,3630576,160,2583,1277,2583,2583,957,1626,1542,1300,197,4,25,0,16,84,1277,950,327,Greenport village
24320,36,,3630581,160,2282,1658,2282,2282,388,1894,1854,1729,85,0,29,0,11,40,1658,1056,602,Greenport West CDP
24321,36,,3630598,160,1069,373,1069,1069,118,951,912,622,8,0,270,0,12,39,373,344,29,Greenvale CDP
24334,36,,3631445,160,2527,1099,2527,2527,176,2351,2288,2169,41,0,60,0,18,63,1099,1034,65,Halesite CDP
24342,36,,3631896,160,15228,7879,15228,15228,5715,9513,9239,8759,167,25,177,1,110,274,7879,5669,2210,Hampton Bays CDP
24348,36,,3632094,160,562,188,562,562,5,557,536,488,0,0,45,0,3,21,188,177,11,Harbor Hills CDP
24349,36,,3632105,160,1436,497,1436,1436,145,1291,1256,1201,26,2,22,0,5,35,497,473,24,Harbor Isle CDP
24357,36,,3632732,160,20083,7384,20083,20083,2080,18003,17535,15440,503,11,1481,1,99,468,7384,7180,204,Hauppauge CDP
24361,36,,3632963,160,1520,537,1520,1520,177,1343,1287,1212,4,1,59,0,11,56,537,475,62,Head of the Harbor village
24363,36,,3633139,160,59169,16954,59169,59169,29640,29529,28135,3067,23041,147,1242,17,621,1394,16954,16299,655,Hempstead village
24368,36,,3634198,160,4398,1380,4398,4398,196,4202,4093,1487,27,18,2522,3,36,109,1380,1330,50,Herricks CDP
24371,36,,3634286,160,7262,2698,7262,7262,1086,6176,5983,4989,303,4,630,1,56,193,2698,2532,166,Hewlett CDP
24372,36,,3634297,160,494,144,494,494,20,474,451,400,7,2,40,0,2,23,144,140,4,Hewlett Bay Park village
24373,36,,3634308,160,1290,442,1290,1290,59,1231,1201,1124,13,3,59,0,2,30,442,418,24,Hewlett Harbor village
24374,36,,3634319,160,569,161,569,569,30,539,533,491,12,5,22,0,3,6,161,149,12,Hewlett Neck village
24375,36,,3634374,160,43869,13889,43869,43869,8003,35866,34788,19073,1129,75,14178,7,326,1078,13889,13477,412,Hicksville CDP
24386,36,,3635056,160,26487,9714,26487,26487,3166,23321,22774,20723,701,19,1194,3,134,547,9714,9439,275,Holbrook CDP
24390,36,,3635254,160,18937,6646,18937,18937,2728,16209,15730,14130,455,16,1040,3,86,479,6646,6448,198,Holtsville CDP
24405,36,,3636233,160,19645,8341,19645,19645,1458,18187,17651,16612,368,10,568,5,88,536,8341,7920,421,Huntington CDP
24406,36,,3637022,160,1446,593,1446,1446,56,1390,1351,1301,5,1,29,0,15,39,593,552,41,Huntington Bay village
24407,36,,3637044,160,34878,10943,34878,34878,15793,19085,18277,13388,3012,38,1588,8,243,808,10943,10517,426,Huntington Station CDP
24413,36,,3637583,160,11340,3355,11340,11340,5997,5343,5158,2680,1920,9,431,4,114,185,3355,3180,175,Inwood CDP
24416,36,,3637840,160,3567,1087,3567,3567,1135,2432,2340,1651,437,5,219,0,28,92,1087,1044,43,Islandia village
24417,36,,3637847,160,4928,1851,4928,4928,1645,3283,3158,2729,149,9,203,8,60,125,1851,1725,126,Island Park village
24418,36,,3637869,160,18418,6605,18418,18418,3574,14844,14371,12703,889,23,635,2,119,473,6605,6407,198,Islip CDP
24419,36,,3638022,160,5323,1774,5323,5323,836,4487,4364,4023,146,13,147,1,34,123,1774,1698,76,Islip Terrace CDP
24422,36,,3638253,160,1609,1126,1609,1609,177,1432,1411,1381,22,0,7,1,0,21,1126,689,437,Jamesport CDP
24429,36,,3638539,160,14808,4818,14808,14808,595,14213,13925,6369,301,7,7168,3,77,288,4818,4597,221,Jericho CDP
24439,36,,3639309,160,1226,457,1226,1226,15,1211,1173,877,4,1,282,1,8,38,457,430,27,Kensington village
24444,36,,3639672,160,17085,6564,17085,17085,1414,15671,15306,14499,179,4,554,0,70,365,6564,6311,253,Kings Park CDP
24445,36,,3639694,160,5619,1416,5619,5619,214,5405,5102,4680,88,0,307,4,23,303,1416,1293,123,Kings Point village
24456,36,,3640530,160,11072,4078,11072,11072,1252,9820,9532,8299,277,9,920,0,27,288,4078,3910,168,Lake Grove village
24463,36,,3640838,160,18619,7223,18619,18619,2588,16031,15494,13560,687,21,1086,3,137,537,7223,6645,578,Lake Ronkonkoma CDP
24464,36,,3640937,160,2828,858,2828,2828,103,2725,2658,1039,12,1,1587,0,19,67,858,820,38,Lake Success village
24465,36,,3641003,160,6077,1625,6077,6077,1123,4954,4701,152,4249,17,157,0,126,253,1625,1567,58,Lakeview CDP
24472,36,,3641432,160,1881,708,1881,1881,117,1764,1708,1613,5,0,81,1,8,56,708,614,94,Lattingtown village
24473,36,,3641465,160,1495,800,1495,1495,249,1246,1217,1182,6,4,15,0,10,29,800,550,250,Laurel CDP
24474,36,,3641487,160,1940,630,1940,1940,92,1848,1793,1603,15,0,168,0,7,55,630,594,36,Laurel Hollow village
24476,36,,3641553,160,6809,2432,6809,6809,308,6501,6389,6095,85,0,93,0,116,112,2432,2185,247,Lawrence village
24480,36,,3642081,160,51758,17123,51758,51758,8617,43141,41782,34853,675,65,5900,6,283,1359,17123,16634,489,Levittown CDP
24483,36,,3642279,160,2719,1302,2719,2719,148,2571,2520,2454,10,0,52,0,4,51,1302,1161,141,Lido Beach CDP
24489,36,,3642554,160,27148,9712,27148,27148,4458,22690,22053,20548,629,23,729,0,124,637,9712,9260,452,Lindenhurst village
24498,36,,3643005,160,3571,1246,3571,3571,206,3365,3262,3100,9,0,136,0,17,103,1246,1150,96,Lloyd Harbor village
24501,36,,3643192,160,3571,1339,3571,3571,861,2710,2645,2408,90,0,124,0,23,65,1339,1268,71,Locust Valley CDP
24503,36,,3643335,160,35029,16771,35029,35029,5370,29659,28794,25531,1820,42,1107,21,273,865,16771,15360,1411,Long Beach city
24509,36,,3643874,160,20438,7798,20438,20438,3847,16591,16002,13210,1345,22,1270,1,154,589,7798,7459,339,Lynbrook village
24525,36,,3644787,160,8560,3159,8560,8560,1116,7444,7235,6163,464,11,488,0,109,209,3159,3068,91,Malverne village
24526,36,,3644792,160,538,194,538,538,63,475,457,334,60,0,47,0,16,18,194,186,8,Malverne Park Oaks CDP
24529,36,,3644897,160,8176,2947,8176,8176,868,7308,7094,4606,597,8,1863,0,20,214,2947,2790,157,Manhasset CDP
24530,36,,3644908,160,3649,1154,3649,3649,237,3412,3341,1287,32,6,1974,0,42,71,1154,1119,35,Manhasset Hills CDP
24533,36,,3645106,160,6956,2699,6956,6956,2487,4469,4338,3195,106,4,995,2,36,131,2699,2534,165,Manorhaven village
24534,36,,3645139,160,14317,5364,14317,14317,1428,12889,12456,11814,326,12,253,0,51,433,5364,5159,205,Manorville CDP
24543,36,,3645986,160,21355,7375,21355,21355,1586,19769,19264,18661,112,9,432,3,47,505,7375,7152,223,Massapequa CDP
24544,36,,3645997,160,17109,5913,17109,17109,1235,15874,15563,15105,78,12,306,0,62,311,5913,5759,154,Massapequa Park village
24546,36,,3646074,160,15404,4792,15404,15404,4605,10799,10198,8191,1440,43,390,10,124,601,4792,4557,235,Mastic CDP
24547,36,,3646085,160,14199,5198,14199,14199,3160,11039,10334,8194,1771,64,208,4,93,705,5198,4677,521,Mastic Beach CDP
24548,36,,3646107,160,847,323,847,847,77,770,757,710,1,0,46,0,0,13,323,284,39,Matinecock village
24549,36,,3646140,160,4322,2527,4322,4322,516,3806,3706,3586,65,3,39,1,12,100,2527,1805,722,Mattituck CDP
24556,36,,3646404,160,24247,8416,24247,24247,5973,18274,17554,15080,1545,31,758,8,132,720,8416,8095,321,Medford CDP
24559,36,,3646514,160,19284,7777,19284,19284,1288,17996,17538,14654,794,12,1997,3,78,458,7777,7368,409,Melville CDP
24562,36,,3646668,160,22040,7672,22040,22040,2066,19974,19480,18074,339,8,928,0,131,494,7672,7436,236,Merrick CDP
24566,36,,3646976,160,10546,4588,10546,10546,1290,9256,8919,7226,1308,33,282,7,63,337,4588,4375,213,Middle Island CDP
24572,36,,3647306,160,11723,4157,11723,11723,882,10841,10566,9991,178,10,348,7,32,275,4157,4001,156,Miller Place CDP
24574,36,,3647405,160,1054,414,1054,1054,132,922,890,802,20,0,67,0,1,32,414,349,65,Mill Neck village
24579,36,,3647636,160,20800,8776,20800,20800,4071,16729,16104,12500,528,13,2860,3,200,625,8776,8311,465,Mineola village
24587,36,,3648054,160,4318,4487,4318,4318,804,3514,3384,3195,86,5,62,2,34,130,4487,1804,2683,Montauk CDP
24595,36,,3648450,160,3026,1460,3026,3026,390,2636,2505,2101,321,7,54,0,22,131,1460,1361,99,Moriches CDP
24605,36,,3649066,160,11623,4339,11623,11623,984,10639,10372,9556,157,18,599,0,42,267,4339,4131,208,Mount Sinai CDP
24609,36,,3649231,160,2809,842,2809,2809,149,2660,2558,2141,29,1,378,1,8,102,842,821,21,Munsey Park village
24611,36,,3649330,160,3512,1141,3512,3512,159,3353,3286,2027,54,1,1189,5,10,67,1141,1057,84,Muttontown village
24615,36,,3649424,160,368,480,368,368,29,339,329,307,7,0,11,0,4,10,480,179,301,Napeague CDP
24625,36,,3649825,160,13207,4707,13207,13207,1186,12021,11709,10575,208,8,838,0,80,312,4707,4560,147,Nesconset CDP
24631,36,,3650067,160,14199,3402,14199,14199,7917,6282,6083,667,4895,18,422,1,80,199,3402,3185,217,New Cassel CDP
24639,36,,3650397,160,10257,3376,10257,10257,1413,8844,8610,4253,176,29,4063,4,85,234,3376,3260,116,New Hyde Park village
24644,36,,3650727,160,403,316,403,403,38,365,360,354,1,0,2,2,1,5,316,187,129,New Suffolk CDP
24652,36,,3651286,160,1564,625,1564,1564,78,1486,1451,1392,6,5,40,2,6,35,625,578,47,Nissequogue village
24655,36,,3651396,160,18643,5628,18643,18643,6899,11744,11148,1678,8834,123,280,10,223,596,5628,5304,324,North Amityville CDP
24656,36,,3651418,160,763,246,763,763,324,439,424,262,141,9,10,0,2,15,246,227,19,Northampton CDP
24657,36,,3651440,160,17927,6430,17927,17927,3381,14546,14058,11154,1732,21,1007,1,143,488,6430,6229,201,North Babylon CDP
24660,36,,3651495,160,19619,4742,19619,19619,13376,6243,5898,2032,2663,39,940,10,214,345,4742,4579,163,North Bay Shore CDP
24661,36,,3651517,160,20583,6866,20583,20583,2374,18209,17691,15443,645,5,1470,3,125,518,6866,6723,143,North Bellmore CDP
24662,36,,3651528,160,11900,3670,11900,11900,4451,7449,6934,3883,2532,108,322,1,88,515,3670,3484,186,North Bellport CDP
24670,36,,3652078,160,4266,1535,4266,4266,728,3538,3451,3197,137,7,94,0,16,87,1535,1505,30,North Great River CDP
24671,36,,3652188,160,1162,732,1162,1162,47,1115,1095,1062,8,2,18,0,5,20,732,464,268,North Haven village
24672,36,,3653022,160,5464,2500,5464,5464,151,5313,5203,3245,53,0,1878,3,24,110,2500,2290,210,North Hills village
24674,36,,3653198,160,12000,4016,12000,12000,3390,8610,8309,7040,719,14,445,0,91,301,4016,3861,155,North Lindenhurst CDP
24675,36,,3653231,160,747,234,747,747,113,634,610,468,70,0,68,0,4,24,234,233,1,North Lynbrook CDP
24676,36,,3653253,160,17829,6103,17829,17829,1541,16288,15983,15369,107,4,459,0,44,305,6103,5963,140,North Massapequa CDP
24677,36,,3653264,160,12238,4137,12238,12238,1332,10906,10627,9566,305,5,668,2,81,279,4137,4023,114,North Merrick CDP
24678,36,,3653275,160,15657,5024,15657,15657,1230,14427,14138,6588,108,37,7238,8,159,289,5024,4887,137,North New Hyde Park CDP
24679,36,,3653319,160,6751,2421,6751,6751,1792,4959,4808,4447,179,7,131,2,42,151,2421,2314,107,North Patchogue CDP
24680,36,,3653396,160,7347,3128,7347,7347,401,6946,6787,6563,53,4,146,0,21,159,3128,2983,145,Northport village
24682,36,,3653561,160,5461,3587,5461,5461,1080,4381,4210,3946,60,26,125,3,50,171,3587,2158,1429,North Sea CDP
24685,36,,3653748,160,18197,5638,18197,18197,2677,15520,14753,2635,8111,74,3515,6,412,767,5638,5447,191,North Valley Stream CDP
24687,36,,3653775,160,1566,813,1566,1566,224,1342,1309,1270,19,0,18,0,2,33,813,620,193,Northville CDP
24688,36,,3653792,160,11931,4282,11931,11931,1416,10515,10260,9673,138,3,375,0,71,255,4282,4174,108,North Wantagh CDP
24689,36,,3653852,160,4637,3512,4637,4637,863,3774,3641,3378,83,26,110,7,37,133,3512,1912,1600,Northwest Harbor CDP
24693,36,,3654056,160,4325,2832,4325,4325,578,3747,3636,3481,60,5,76,0,14,111,2832,1797,1035,Noyack CDP
24696,36,,3654111,160,268,233,268,268,20,248,248,225,5,0,18,0,0,0,233,113,120,Oak Beach CDP
24697,36,,3654144,160,7430,3240,7430,7430,517,6913,6760,6550,86,6,103,2,13,153,3240,3109,131,Oakdale CDP
24699,36,,3654430,160,153,591,153,153,10,143,138,133,2,1,0,0,2,5,591,76,515,Ocean Beach village
24700,36,,3654441,160,32637,11552,32637,32637,4529,28108,27335,25259,658,19,1181,1,217,773,11552,11212,340,Oceanside CDP
24704,36,,3654551,160,6403,2836,6403,6403,340,6063,5924,5293,17,0,597,0,17,139,2836,2390,446,Old Bethpage CDP
24705,36,,3654562,160,2020,718,2020,2020,120,1900,1866,1558,31,3,260,0,14,34,718,692,26,Old Brookville village
24706,36,,3654617,160,893,365,893,893,42,851,827,738,2,0,74,1,12,24,365,334,31,Old Field village
24708,36,,3654705,160,4289,1209,4289,4289,318,3971,3823,2234,586,3,977,0,23,148,1209,1080,129,Old Westbury village
24717,36,,3655321,160,999,800,999,999,41,958,939,920,2,4,10,0,3,19,800,470,330,Orient CDP
24729,36,,3655992,160,7049,2964,7049,7049,1396,5653,5486,4993,228,8,236,0,21,167,2964,2831,133,Oyster Bay CDP
24730,36,,3656011,160,2265,759,2265,2265,113,2152,2082,1774,22,0,270,0,16,70,759,695,64,Oyster Bay Cove village
24740,36,,3656660,160,12408,5776,12408,12408,3520,8888,8576,7604,662,19,242,1,48,312,5776,5456,320,Patchogue village
24746,36,,3656968,160,692,495,692,692,83,609,593,568,13,0,6,0,6,16,495,300,195,Peconic CDP
