,stco,geoid,name,2000,2010
285,34025,3402562430,"Red Bank borough, Monmouth County, New Jersey",5450,5381
286,34025,3402564410,"Roosevelt borough, Monmouth County, New Jersey",351,327
287,34025,3402565130,"Rumson borough, Monmouth County, New Jersey",2610,2585
288,34025,3402566240,"Sea Bright borough, Monmouth County, New Jersey",1202,1211
289,34025,3402566330,"Sea Girt borough, Monmouth County, New Jersey",1285,1291
290,34025,3402567350,"Shrewsbury borough, Monmouth County, New Jersey",1223,1310
291,34025,3402567365,"Shrewsbury township, Monmouth County, New Jersey",546,648
292,34025,3402570110,"Spring Lake borough, Monmouth County, New Jersey",1930,2048
293,34025,3402570140,"Spring Lake Heights borough, Monmouth County, New Jersey",2950,2972
294,34025,3402573020,"Tinton Falls borough, Monmouth County, New Jersey",6211,8766
295,34025,3402574540,"Union Beach borough, Monmouth County, New Jersey",2229,2269
296,34025,3402574900,"Upper Freehold township, Monmouth County, New Jersey",1501,2458
297,34025,3402576460,"Wall township, Monmouth County, New Jersey",9957,10883
298,34025,3402579310,"West Long Branch borough, Monmouth County, New Jersey",2535,2528
299,34027,3402706610,"Boonton town, Morris County, New Jersey",3352,3398
300,34027,3402706640,"Boonton township, Morris County, New Jersey",1510,1647
301,34027,3402709040,"Butler borough, Morris County, New Jersey",2923,3169
302,34027,3402712100,"Chatham borough, Morris County, New Jersey",3232,3210
303,34027,3402712130,"Chatham township, Morris County, New Jersey",4019,4128
304,34027,3402712580,"Chester borough, Morris County, New Jersey",627,647
305,34027,3402712610,"Chester township, Morris County, New Jersey",2377,2697
306,34027,3402717650,"Denville township, Morris County, New Jersey",6178,6734
307,34027,3402718070,"Dover town, Morris County, New Jersey",5568,5783
308,34027,3402719210,"East Hanover township, Morris County, New Jersey",3895,3976
309,34027,3402723910,"Florham Park borough, Morris County, New Jersey",3342,4201
310,34027,3402729550,"Hanover township, Morris County, New Jersey",4818,5526
311,34027,3402729700,"Harding township, Morris County, New Jersey",1243,1610
312,34027,3402734980,"Jefferson township, Morris County, New Jersey",7527,8597
313,34027,3402737110,"Kinnelon borough, Morris County, New Jersey",3123,3600
314,34027,3402740290,"Lincoln Park borough, Morris County, New Jersey",4110,4145
315,34027,3402741362,"Long Hill township, Morris County, New Jersey",3206,3226
316,34027,3402742510,"Madison borough, Morris County, New Jersey",5641,5775
317,34027,3402745330,"Mendham borough, Morris County, New Jersey",1828,1798
318,34027,3402745360,"Mendham township, Morris County, New Jersey",1849,2062
319,34027,3402746860,"Mine Hill township, Morris County, New Jersey",1388,1380
320,34027,3402747670,"Montville township, Morris County, New Jersey",7541,7823
321,34027,3402748090,"Morris township, Morris County, New Jersey",8298,8502
322,34027,3402748210,"Morris Plains borough, Morris County, New Jersey",1994,2197
323,34027,3402748300,"Morristown town, Morris County, New Jersey",7615,8172
324,34027,3402748480,"Mountain Lakes borough, Morris County, New Jersey",1357,1363
325,34027,3402748690,"Mount Arlington borough, Morris County, New Jersey",2039,2545
326,34027,3402749080,"Mount Olive township, Morris County, New Jersey",9311,11244
327,34027,3402750130,"Netcong borough, Morris County, New Jersey",1043,1449
328,34027,3402756460,"Parsippany-Troy Hills township, Morris County, New Jersey",20066,21274
329,34027,3402758110,"Pequannock township, Morris County, New Jersey",5097,6794
330,34027,3402761890,"Randolph township, Morris County, New Jersey",8903,9343
331,34027,3402763300,"Riverdale borough, Morris County, New Jersey",940,1657
332,34027,3402764050,"Rockaway borough, Morris County, New Jersey",2491,2521
333,34027,3402764080,"Rockaway township, Morris County, New Jersey",8506,9587
334,34027,3402764980,"Roxbury township, Morris County, New Jersey",8550,8582
335,34027,3402775890,"Victory Gardens borough, Morris County, New Jersey",588,566
336,34027,3402777240,"Washington township, Morris County, New Jersey",5890,6488
337,34027,3402780390,"Wharton borough, Morris County, New Jersey",2394,2426
338,34029,3402900000,"County subdivisions not defined, Ocean County, New Jersey",0,0
339,34029,3402903050,"Barnegat township, Ocean County, New Jersey",6066,9085
340,34029,3402903130,"Barnegat Light borough, Ocean County, New Jersey",1207,1282
341,34029,3402903520,"Bay Head borough, Ocean County, New Jersey",1053,1023
342,34029,3402903940,"Beach Haven borough, Ocean County, New Jersey",2555,2667
343,34029,3402904180,"Beachwood borough, Ocean County, New Jersey",3623,3826
344,34029,3402905305,"Berkeley township, Ocean County, New Jersey",22288,23818
345,34029,3402907420,"Brick township, Ocean County, New Jersey",32689,33677
346,34029,3402918670,"Eagleswood township, Ocean County, New Jersey",693,760
347,34029,3402930390,"Harvey Cedars borough, Ocean County, New Jersey",1205,1214
348,34029,3402934530,"Island Heights borough, Ocean County, New Jersey",807,831
349,34029,3402934680,"Jackson township, Ocean County, New Jersey",14640,20342
350,34029,3402937380,"Lacey township, Ocean County, New Jersey",10580,11573
351,34029,3402937770,"Lakehurst borough, Ocean County, New Jersey",961,943
352,34029,3402938550,"Lakewood township, Ocean County, New Jersey",21214,26337
353,34029,3402939390,"Lavallette borough, Ocean County, New Jersey",3210,3207
354,34029,3402940560,"Little Egg Harbor township, Ocean County, New Jersey",7931,10324
355,34029,3402941250,"Long Beach township, Ocean County, New Jersey",9023,9216
356,34029,3402943140,"Manchester township, Ocean County, New Jersey",22681,25886
357,34029,3402943380,"Mantoloking borough, Ocean County, New Jersey",522,535
358,34029,3402954300,"Ocean township, Ocean County, New Jersey",2981,4291
359,34029,3402954450,"Ocean Gate borough, Ocean County, New Jersey",1152,1203
360,34029,3402958590,"Pine Beach borough, Ocean County, New Jersey",872,903
361,34029,3402959790,"Plumsted township, Ocean County, New Jersey",2628,3067
362,34029,3402959880,"Point Pleasant borough, Ocean County, New Jersey",8350,8331
363,34029,3402959910,"Point Pleasant Beach borough, Ocean County, New Jersey",3558,3373
364,34029,3402966450,"Seaside Heights borough, Ocean County, New Jersey",2840,3003
365,34029,3402966480,"Seaside Park borough, Ocean County, New Jersey",2811,2703
366,34029,3402967110,"Ship Bottom borough, Ocean County, New Jersey",2218,2066
367,34029,3402969510,"South Toms River borough, Ocean County, New Jersey",1123,1160
368,34029,3402970320,"Stafford township, Ocean County, New Jersey",11522,13604
369,34029,3402971640,"Surf City borough, Ocean County, New Jersey",2621,2566
370,34029,3402973125,"Toms River township, Ocean County, New Jersey",41116,43334
371,34029,3402974210,"Tuckerton borough, Ocean County, New Jersey",1971,1902
372,34031,3403106340,"Bloomingdale borough, Passaic County, New Jersey",2940,3089
373,34031,3403113690,"Clifton city, Passaic County, New Jersey",31060,31946
374,34031,3403129070,"Haledon borough, Passaic County, New Jersey",2906,2932
375,34031,3403130570,"Hawthorne borough, Passaic County, New Jersey",7419,7756
376,34031,3403140620,"Little Falls township, Passaic County, New Jersey",4797,4925
377,34031,3403153040,"North Haledon borough, Passaic County, New Jersey",2675,3213
378,34031,3403156550,"Passaic city, Passaic County, New Jersey",20194,20432
379,34031,3403157000,"Paterson city, Passaic County, New Jersey",47169,47946
380,34031,3403160090,"Pompton Lakes borough, Passaic County, New Jersey",4024,4341
381,34031,3403161170,"Prospect Park borough, Passaic County, New Jersey",1889,1931
382,34031,3403163150,"Ringwood borough, Passaic County, New Jersey",4221,4331
