,stco,geoid,name,POP100,HU100,P0010001,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,H0010001,H0010002,H0010003
546,36059,3632105,"Harbor Isle CDP, New York",1436,497,1436,1436,145,1291,1256,1201,26,2,22,0,5,35,497,473,24
547,36059,3633139,"Hempstead village, New York",59169,16954,59169,59169,29640,29529,28135,3067,23041,147,1242,17,621,1394,16954,16299,655
548,36059,3634198,"Herricks CDP, New York",4398,1380,4398,4398,196,4202,4093,1487,27,18,2522,3,36,109,1380,1330,50
549,36059,3634286,"Hewlett CDP, New York",7262,2698,7262,7262,1086,6176,5983,4989,303,4,630,1,56,193,2698,2532,166
550,36059,3634297,"Hewlett Bay Park village, New York",494,144,494,494,20,474,451,400,7,2,40,0,2,23,144,140,4
551,36059,3634308,"Hewlett Harbor village, New York",1290,442,1290,1290,59,1231,1201,1124,13,3,59,0,2,30,442,418,24
552,36059,3634319,"Hewlett Neck village, New York",569,161,569,569,30,539,533,491,12,5,22,0,3,6,161,149,12
553,36059,3634374,"Hicksville CDP, New York",43869,13889,43869,43869,8003,35866,34788,19073,1129,75,14178,7,326,1078,13889,13477,412
554,36059,3637583,"Inwood CDP, New York",11340,3355,11340,11340,5997,5343,5158,2680,1920,9,431,4,114,185,3355,3180,175
555,36059,3637847,"Island Park village, New York",4928,1851,4928,4928,1645,3283,3158,2729,149,9,203,8,60,125,1851,1725,126
556,36059,3638539,"Jericho CDP, New York",14808,4818,14808,14808,595,14213,13925,6369,301,7,7168,3,77,288,4818,4597,221
557,36059,3639309,"Kensington village, New York",1226,457,1226,1226,15,1211,1173,877,4,1,282,1,8,38,457,430,27
558,36059,3639694,"Kings Point village, New York",5619,1416,5619,5619,214,5405,5102,4680,88,0,307,4,23,303,1416,1293,123
559,36059,3640937,"Lake Success village, New York",2828,858,2828,2828,103,2725,2658,1039,12,1,1587,0,19,67,858,820,38
560,36059,3641003,"Lakeview CDP, New York",6077,1625,6077,6077,1123,4954,4701,152,4249,17,157,0,126,253,1625,1567,58
561,36059,3641432,"Lattingtown village, New York",1881,708,1881,1881,117,1764,1708,1613,5,0,81,1,8,56,708,614,94
562,36059,3641487,"Laurel Hollow village, New York",1940,630,1940,1940,92,1848,1793,1603,15,0,168,0,7,55,630,594,36
563,36059,3641553,"Lawrence village, New York",6809,2432,6809,6809,308,6501,6389,6095,85,0,93,0,116,112,2432,2185,247
564,36059,3642081,"Levittown CDP, New York",51758,17123,51758,51758,8617,43141,41782,34853,675,65,5900,6,283,1359,17123,16634,489
565,36059,3642279,"Lido Beach CDP, New York",2719,1302,2719,2719,148,2571,2520,2454,10,0,52,0,4,51,1302,1161,141
566,36059,3643192,"Locust Valley CDP, New York",3571,1339,3571,3571,861,2710,2645,2408,90,0,124,0,23,65,1339,1268,71
567,36059,3643335,"Long Beach city, New York",35029,16771,35029,35029,5370,29659,28794,25531,1820,42,1107,21,273,865,16771,15360,1411
568,36059,3643874,"Lynbrook village, New York",20438,7798,20438,20438,3847,16591,16002,13210,1345,22,1270,1,154,589,7798,7459,339
569,36059,3644787,"Malverne village, New York",8560,3159,8560,8560,1116,7444,7235,6163,464,11,488,0,109,209,3159,3068,91
570,36059,3644792,"Malverne Park Oaks CDP, New York",538,194,538,538,63,475,457,334,60,0,47,0,16,18,194,186,8
571,36059,3644897,"Manhasset CDP, New York",8176,2947,8176,8176,868,7308,7094,4606,597,8,1863,0,20,214,2947,2790,157
572,36059,3644908,"Manhasset Hills CDP, New York",3649,1154,3649,3649,237,3412,3341,1287,32,6,1974,0,42,71,1154,1119,35
573,36059,3645106,"Manorhaven village, New York",6956,2699,6956,6956,2487,4469,4338,3195,106,4,995,2,36,131,2699,2534,165
574,36059,3645986,"Massapequa CDP, New York",21355,7375,21355,21355,1586,19769,19264,18661,112,9,432,3,47,505,7375,7152,223
575,36059,3645997,"Massapequa Park village, New York",17109,5913,17109,17109,1235,15874,15563,15105,78,12,306,0,62,311,5913,5759,154
576,36059,3646107,"Matinecock village, New York",847,323,847,847,77,770,757,710,1,0,46,0,0,13,323,284,39
577,36059,3646668,"Merrick CDP, New York",22040,7672,22040,22040,2066,19974,19480,18074,339,8,928,0,131,494,7672,7436,236
578,36059,3647405,"Mill Neck village, New York",1054,414,1054,1054,132,922,890,802,20,0,67,0,1,32,414,349,65
579,36059,3647636,"Mineola village, New York",20800,8776,20800,20800,4071,16729,16104,12500,528,13,2860,3,200,625,8776,8311,465
580,36059,3649231,"Munsey Park village, New York",2809,842,2809,2809,149,2660,2558,2141,29,1,378,1,8,102,842,821,21
581,36059,3649330,"Muttontown village, New York",3512,1141,3512,3512,159,3353,3286,2027,54,1,1189,5,10,67,1141,1057,84
582,36059,3650067,"New Cassel CDP, New York",14199,3402,14199,14199,7917,6282,6083,667,4895,18,422,1,80,199,3402,3185,217
583,36059,3650397,"New Hyde Park village, New York",10257,3376,10257,10257,1413,8844,8610,4253,176,29,4063,4,85,234,3376,3260,116
584,36059,3651517,"North Bellmore CDP, New York",20583,6866,20583,20583,2374,18209,17691,15443,645,5,1470,3,125,518,6866,6723,143
585,36059,3653022,"North Hills village, New York",5464,2500,5464,5464,151,5313,5203,3245,53,0,1878,3,24,110,2500,2290,210
586,36059,3653231,"North Lynbrook CDP, New York",747,234,747,747,113,634,610,468,70,0,68,0,4,24,234,233,1
587,36059,3653253,"North Massapequa CDP, New York",17829,6103,17829,17829,1541,16288,15983,15369,107,4,459,0,44,305,6103,5963,140
588,36059,3653264,"North Merrick CDP, New York",12238,4137,12238,12238,1332,10906,10627,9566,305,5,668,2,81,279,4137,4023,114
589,36059,3653275,"North New Hyde Park CDP, New York",15657,5024,15657,15657,1230,14427,14138,6588,108,37,7238,8,159,289,5024,4887,137
590,36059,3653748,"North Valley Stream CDP, New York",18197,5638,18197,18197,2677,15520,14753,2635,8111,74,3515,6,412,767,5638,5447,191
591,36059,3653792,"North Wantagh CDP, New York",11931,4282,11931,11931,1416,10515,10260,9673,138,3,375,0,71,255,4282,4174,108
592,36059,3654441,"Oceanside CDP, New York",32637,11552,32637,32637,4529,28108,27335,25259,658,19,1181,1,217,773,11552,11212,340
593,36059,3654551,"Old Bethpage CDP, New York",6403,2836,6403,6403,340,6063,5924,5293,17,0,597,0,17,139,2836,2390,446
594,36059,3654562,"Old Brookville village, New York",2020,718,2020,2020,120,1900,1866,1558,31,3,260,0,14,34,718,692,26
595,36059,3654705,"Old Westbury village, New York",4289,1209,4289,4289,318,3971,3823,2234,586,3,977,0,23,148,1209,1080,129
596,36059,3655992,"Oyster Bay CDP, New York",7049,2964,7049,7049,1396,5653,5486,4993,228,8,236,0,21,167,2964,2831,133
597,36059,3656011,"Oyster Bay Cove village, New York",2265,759,2265,2265,113,2152,2082,1774,22,0,270,0,16,70,759,695,64
598,36059,3658409,"Plainedge CDP, New York",9517,2941,9517,9517,1093,8424,8230,7177,172,3,815,15,48,194,2941,2863,78
599,36059,3658442,"Plainview CDP, New York",27100,9207,27100,27100,1598,25502,24941,19134,131,21,5548,1,106,561,9207,8861,346
600,36059,3658475,"Plandome village, New York",1448,445,1448,1448,67,1381,1350,1169,9,2,165,1,4,31,445,411,34
601,36059,3658486,"Plandome Heights village, New York",1009,333,1009,1009,71,938,914,718,0,2,185,1,8,24,333,327,6
602,36059,3658497,"Plandome Manor village, New York",793,272,793,793,50,743,736,638,2,0,91,0,5,7,272,252,20
603,36059,3658849,"Point Lookout CDP, New York",1527,855,1527,1527,62,1465,1437,1407,8,0,18,0,4,28,855,668,187
604,36059,3659520,"Port Washington CDP, New York",16753,6269,16753,16753,2524,14229,13637,11747,312,11,1502,4,61,592,6269,5925,344
605,36059,3659531,"Port Washington North village, New York",3160,1377,3160,3160,297,2863,2786,2435,28,0,296,1,26,77,1377,1324,53
606,36059,3663264,"Rockville Centre village, New York",26016,9991,26016,26016,3029,22987,22379,20319,1314,19,617,0,110,608,9991,9669,322
607,36059,3663506,"Roosevelt CDP, New York",18066,4441,18066,18066,8406,9660,9247,343,8519,32,169,11,173,413,4441,4242,199
608,36059,3663770,"Roslyn village, New York",2988,1441,2988,2988,513,2475,2401,1872,44,4,465,3,13,74,1441,1309,132
609,36059,3663792,"Roslyn Estates village, New York",1318,407,1318,1318,42,1276,1248,1062,10,0,169,0,7,28,407,391,16
610,36059,3663803,"Roslyn Harbor village, New York",1067,379,1067,1067,63,1004,959,756,4,0,196,0,3,45,379,330,49
611,36059,3663814,"Roslyn Heights CDP, New York",6747,2218,6747,6747,700,6047,5878,3203,375,10,2239,0,51,169,2218,2108,110
612,36059,3664232,"Russell Gardens village, New York",978,339,978,978,30,948,924,492,3,0,418,1,10,24,339,314,25
613,36059,3664430,"Saddle Rock village, New York",989,293,989,989,18,971,944,840,1,0,94,0,9,27,293,281,12
614,36059,3664441,"Saddle Rock Estates CDP, New York",428,139,428,428,1,427,410,355,3,0,41,0,11,17,139,130,9
615,36059,3664842,"Salisbury CDP, New York",12618,4106,12618,12618,2484,10134,9794,6994,321,7,2383,1,88,340,4106,3989,117
616,36059,3665035,"Sands Point village, New York",2712,947,2712,2712,117,2595,2551,2249,32,0,261,0,9,44,947,878,69
617,36059,3666047,"Sea Cliff village, New York",5062,2086,5062,5062,475,4587,4407,4160,82,2,148,1,14,180,2086,1954,132
618,36059,3666058,"Seaford CDP, New York",15251,5475,15251,15251,1239,14012,13658,13051,111,2,428,0,66,354,5475,5293,182
619,36059,3666102,"Searingtown CDP, New York",5044,1607,5044,5044,197,4847,4726,1986,58,6,2647,0,29,121,1607,1556,51
620,36059,3669001,"South Farmingdale CDP, New York",14345,4902,14345,14345,2078,12267,11961,10822,284,11,773,0,71,306,4902,4765,137
621,36059,3669023,"South Floral Park village, New York",1741,534,1741,1741,384,1357,1267,158,834,8,240,0,27,90,534,507,27
622,36059,3669188,"South Hempstead CDP, New York",3406,1074,3406,3406,836,2570,2482,1852,506,10,79,2,33,88,1074,1029,45
623,36059,3669892,"South Valley Stream CDP, New York",6386,2063,6386,6386,793,5593,5356,2125,1674,20,1376,2,159,237,2063,1995,68
624,36059,3671267,"Stewart Manor village, New York",1992,709,1992,1992,256,1736,1680,1480,39,3,149,0,9,56,709,691,18
625,36059,3672554,"Syosset CDP, New York",19259,6293,19259,19259,971,18288,17802,10645,118,19,6944,2,74,486,6293,6033,260
626,36059,3673605,"Thomaston village, New York",2759,1024,2759,2759,121,2638,2575,1245,37,4,1265,1,23,63,1024,984,40
627,36059,3676089,"Uniondale CDP, New York",32473,8255,32473,32473,12934,19539,18682,5644,11543,76,1119,12,288,857,8255,7850,405
628,36059,3676287,"University Gardens CDP, New York",4358,1706,4358,4358,323,4035,3905,1702,60,0,2119,0,24,130,1706,1642,64
629,36059,3676331,"Upper Brookville village, New York",1786,612,1786,1786,87,1699,1645,1323,31,0,278,0,13,54,612,557,55
630,36059,3676705,"Valley Stream village, New York",40634,12925,40634,40634,10672,29962,28415,11450,9343,120,6503,21,978,1547,12925,12494,431
631,36059,3678146,"Wantagh CDP, New York",18613,6228,18613,18613,1399,17214,16836,16211,59,7,495,0,64,378,6228,6062,166
632,36059,3679444,"Westbury village, New York",15864,5265,15864,15864,5143,10721,10275,5875,2741,28,1481,4,146,446,5265,5083,182
633,36059,3680225,"West Hempstead CDP, New York",19835,6315,19835,19835,3956,15879,15317,11322,2249,33,1438,0,275,562,6315,6093,222
634,36059,3682117,"Williston Park village, New York",7591,2787,7591,7591,753,6838,6619,5025,81,4,1448,1,60,219,2787,2691,96
635,36059,3682744,"Woodbury CDP, New York",9335,3402,9335,9335,532,8803,8664,6881,127,2,1611,0,43,139,3402,3155,247
636,36059,3682942,"Woodmere CDP, New York",18669,5485,18669,18669,960,17709,17418,15791,757,0,586,4,280,291,5485,5199,286
637,36059,3682986,"Woodsburgh village, New York",897,306,897,897,28,869,859,811,3,1,33,0,11,10,306,293,13
638,36061,3606144919,"Manhattan borough, New York County, New York",1694251,913926,1694251,1694251,402640,1291611,1228622,793294,199592,1895,219624,882,13335,62989,913926,817782,96144
639,36071,3607107003,"Blooming Grove town, Orange County, New York",18811,6944,18811,18811,3913,14898,14228,11981,1387,73,401,4,382,670,6944,6253,691
640,36071,3607115308,"Chester town, Orange County, New York",12646,4590,12646,12646,2446,10200,9743,8065,1058,15,498,2,105,457,4590,4356,234
641,36071,3607118300,"Cornwall town, Orange County, New York",12884,5240,12884,12884,1664,11220,10699,9761,414,17,408,3,96,521,5240,4923,317
642,36071,3607118916,"Crawford town, Orange County, New York",9130,3549,9130,9130,1370,7760,7402,6847,346,11,138,1,59,358,3549,3339,210
643,36071,3607119961,"Deerpark town, Orange County, New York",7509,3319,7509,7509,657,6852,6457,5851,211,22,328,3,42,395,3319,2954,365
644,36071,3607129553,"Goshen town, Orange County, New York",14571,5226,14571,14571,3133,11438,11061,9604,888,29,473,1,66,377,5226,4832,394
645,36071,3607130631,"Greenville town, Orange County, New York",4689,1725,4689,4689,626,4063,3903,3652,144,7,54,0,46,160,1725,1613,112
646,36071,3607131907,"Hamptonburgh town, Orange County, New York",5489,1877,5489,5489,797,4692,4503,4086,175,4,203,0,35,189,1877,1778,99
647,36071,3607134550,"Highlands town, Orange County, New York",12939,3554,12939,12939,2066,10873,10319,8235,1333,59,598,28,66,554,3554,3156,398
648,36071,3607147042,"Middletown city, Orange County, New York",30345,11980,30345,30345,13243,17102,16019,8236,6304,73,1130,3,273,1083,11980,11011,969
649,36071,3607147713,"Minisink town, Orange County, New York",4621,1659,4621,4621,618,4003,3866,3657,127,5,45,0,32,137,1659,1579,80
650,36071,3607147999,"Monroe town, Orange County, New York",54341,13628,54341,54341,5807,48534,47175,35458,1588,29,1199,16,8885,1359,13628,12853,775
651,36071,3607148153,"Montgomery town, Orange County, New York",23322,8920,23322,23322,4320,19002,18032,15797,1663,37,389,5,141,970,8920,8367,553
652,36071,3607148857,"Mount Hope town, Orange County, New York",6537,2059,6537,6537,1143,5394,5208,4079,756,17,298,0,58,186,2059,1869,190
653,36071,3607150034,"Newburgh city, Orange County, New York",28856,11099,28856,28856,15085,13771,12885,4833,7545,55,246,8,198,886,11099,9771,1328
654,36071,3607150045,"Newburgh town, Orange County, New York",31985,12406,31985,31985,7066,24919,23734,18410,4095,55,929,3,242,1185,12406,11745,661
655,36071,3607150848,"New Windsor town, Orange County, New York",27805,11156,27805,27805,7100,20705,19735,14468,3969,40,1059,15,184,970,11156,10500,656
656,36071,3607159388,"Port Jervis city, Orange County, New York",8775,3992,8775,8775,1311,7464,6914,5843,727,33,181,1,129,550,3992,3542,450
657,36071,3607175781,"Tuxedo town, Orange County, New York",3811,1660,3811,3811,466,3345,3230,2831,182,0,191,0,26,115,1660,1441,219
658,36071,3607177992,"Wallkill town, Orange County, New York",30486,12047,30486,30486,8492,21994,20870,13464,5709,101,1289,8,299,1124,12047,11371,676
659,36071,3607178366,"Warwick town, Orange County, New York",32027,13315,32027,32027,4429,27598,26561,24413,1268,56,622,3,199,1037,13315,12115,1200
660,36071,3607178839,"Wawayanda town, Orange County, New York",7534,2758,7534,7534,1335,6199,5968,5272,451,6,190,0,49,231,2758,2593,165
661,36071,3607182755,"Woodbury town, Orange County, New York",12197,4176,12197,12197,2657,9540,9212,7005,1001,10,796,0,400,328,4176,3785,391
662,36079,3607912529,"Carmel town, Putnam County, New York",33576,12578,33576,33576,5301,28275,27480,25831,752,20,698,0,179,795,12578,11897,681
663,36079,3607939331,"Kent town, Putnam County, New York",12900,5429,12900,12900,2818,10082,9692,8963,359,18,270,0,82,390,5429,4866,563
664,36079,3607956748,"Patterson town, Putnam County, New York",11541,4101,11541,11541,2557,8984,8645,7872,447,13,253,2,58,339,4101,3786,315
665,36079,3607957584,"Philipstown town, Putnam County, New York",9831,4325,9831,9831,916,8915,8505,8087,150,7,208,1,52,410,4325,3847,478
666,36079,3607960147,"Putnam Valley town, Putnam County, New York",11762,4817,11762,11762,1852,9910,9488,8859,292,10,251,5,71,422,4817,4237,580
667,36079,3607968924,"Southeast town, Putnam County, New York",18058,7058,18058,18058,4316,13742,13356,12330,425,12,466,4,119,386,7058,6696,362
668,36081,3608160323,"Queens borough, Queens County, New York",2405464,896333,2405464,2405464,667861,1737603,1653491,549358,381375,9576,656583,1110,55489,84112,896333,847210,49123
669,36085,3608570915,"Staten Island borough, Richmond County, New York",495747,183692,495747,495747,96960,398787,387469,277981,46835,624,58753,135,3141,11318,183692,173202,10490
670,36087,3608715968,"Clarkstown town, Rockland County, New York",86855,30629,86855,86855,16275,70580,68409,49281,8298,66,10152,10,602,2171,30629,29489,1140
671,36087,3608732765,"Haverstraw town, Rockland County, New York",39087,13178,39087,39087,18556,20531,19790,12340,5434,37,1713,7,259,741,13178,12646,532
672,36087,3608755211,"Orangetown town, Rockland County, New York",48655,18986,48655,48655,6428,42227,40830,34462,2577,27,3480,4,280,1397,18986,17945,1041
673,36087,3608760510,"Ramapo town, Rockland County, New York",148919,39869,148919,148919,21984,126935,123940,100337,16555,245,4563,19,2221,2995,39869,37722,2147
674,36087,3608771674,"Stony Point town, Rockland County, New York",14813,5406,14813,14813,3208,11605,11209,9693,911,15,505,2,83,396,5406,5146,260
675,36103,3601594,"Amagansett CDP, New York",1824,1776,1824,1824,186,1638,1599,1522,35,0,18,2,22,39,1776,770,1006
676,36103,3602044,"Amityville village, New York",9500,4015,9500,9500,1761,7739,7514,6403,876,18,163,0,54,225,4015,3846,169
677,36103,3602374,"Aquebogue CDP, New York",2547,1164,2547,2547,476,2071,2005,1919,52,2,26,0,6,66,1164,969,195
678,36103,3602737,"Asharoken village, New York",592,296,592,592,31,561,550,532,2,0,6,0,10,11,296,231,65
679,36103,3603408,"Babylon village, New York",12188,4732,12188,12188,1067,11121,10773,10221,199,6,294,1,52,348,4732,4544,188
680,36103,3604055,"Baiting Hollow CDP, New York",2763,1656,2763,2763,309,2454,2396,2290,67,7,21,1,10,58,1656,1081,575
681,36103,3604913,"Bayport CDP, New York",8609,3506,8609,8609,754,7855,7644,7301,161,4,142,2,34,211,3506,3245,261
682,36103,3604935,"Bay Shore CDP, New York",29244,10126,29244,29244,11127,18117,17322,10660,5044,82,1236,5,295,795,10126,9667,459
683,36103,3605039,"Baywood CDP, New York",7726,2266,7726,7726,3470,4256,3992,2561,1019,5,301,1,105,264,2266,2210,56
684,36103,3605672,"Belle Terre village, New York",808,312,808,808,54,754,727,672,8,0,42,0,5,27,312,287,25
685,36103,3605771,"Bellport village, New York",2203,1170,2203,2203,118,2085,2013,1924,46,5,34,0,4,72,1170,938,232
686,36103,3607069,"Blue Point CDP, New York",5156,2132,5156,5156,287,4869,4754,4599,42,3,87,0,23,115,2132,2029,103
687,36103,3607157,"Bohemia CDP, New York",9852,3720,9852,9852,1040,8812,8610,8074,170,2,349,0,15,202,3720,3581,139
688,36103,3608026,"Brentwood CDP, New York",62387,14127,62387,62387,47072,15315,14520,5816,6766,91,1134,6,707,795,14127,13658,469
689,36103,3608136,"Bridgehampton CDP, New York",2953,2632,2953,2953,417,2536,2446,2160,199,3,71,0,13,90,2632,1136,1496
690,36103,3608323,"Brightwaters village, New York",3181,1160,3181,3181,250,2931,2849,2718,82,0,46,0,3,82,1160,1135,25
691,36103,3609000,"Brookhaven CDP, New York",3330,1177,3330,3330,303,3027,2933,2686,190,10,34,0,13,94,1177,1097,80
692,36103,3610304000,"Babylon town, Suffolk County, New York",218223,75270,218223,218223,52142,166081,160237,114931,33874,428,9329,20,1655,5844,75270,71907,3363
693,36103,3610310000,"Brookhaven town, Suffolk County, New York",485773,178581,485773,485773,83528,402245,386917,329999,30287,814,23108,97,2612,15328,178581,167187,11394
694,36103,3610322194,"East Hampton town, Suffolk County, New York",28385,21163,28385,28385,7531,20854,20106,18607,770,57,474,12,186,748,21163,11118,10045
695,36103,3610337000,"Huntington town, Suffolk County, New York",204127,73073,204127,204127,31403,172724,167499,143950,8667,147,13598,27,1110,5225,73073,70014,3059
696,36103,3610338000,"Islip town, Suffolk County, New York",339938,111346,339938,339938,118903,221035,213728,172617,26931,455,11001,58,2666,7307,111346,105002,6344
697,36103,3610359106,"Poospatuck Reservation, Suffolk County, New York",436,159,436,436,87,349,304,34,55,215,0,0,0,45,159,150,9
698,36103,3610361984,"Riverhead town, Suffolk County, New York",35902,16310,35902,35902,8262,27640,26742,23881,2193,53,436,5,174,898,16310,13879,2431
699,36103,3610366839,"Shelter Island town, Suffolk County, New York",3253,2731,3253,3253,289,2964,2849,2777,21,0,46,0,5,115,2731,1481,1250
700,36103,3610367059,"Shinnecock Reservation, Suffolk County, New York",819,349,819,819,47,772,744,28,30,684,2,0,0,28,349,300,49
701,36103,3610368000,"Smithtown town, Suffolk County, New York",116296,41415,116296,116296,9979,106317,103561,95702,1662,58,5585,6,548,2756,41415,40018,1397
702,36103,3610368473,"Southampton town, Suffolk County, New York",69036,42770,69036,69036,17178,51858,50186,46104,2293,170,1185,9,425,1672,42770,25806,16964
703,36103,3610369463,"Southold town, Suffolk County, New York",23732,15773,23732,23732,3610,20122,19566,18700,485,21,255,7,98,556,15773,10010,5763
704,36103,3611781,"Calverton CDP, New York",5934,3016,5934,5934,1095,4839,4698,4203,414,7,47,0,27,141,3016,2779,237
705,36103,3613376,"Centereach CDP, New York",30980,10405,30980,30980,5147,25833,24974,21175,964,41,2658,8,128,859,10405,10008,397
706,36103,3613420,"Center Moriches CDP, New York",8046,2960,8046,8046,1129,6917,6690,6308,243,8,109,0,22,227,2960,2770,190
707,36103,3613442,"Centerport CDP, New York",5822,2272,5822,5822,306,5516,5347,5181,20,2,108,1,35,169,2272,2171,101
708,36103,3613552,"Central Islip CDP, New York",36714,10344,36714,36714,21856,14858,14077,5414,7005,98,1085,11,464,781,10344,9870,474
709,36103,3616958,"Cold Spring Harbor CDP, New York",3064,1020,3064,3064,203,2861,2763,2621,10,1,119,0,12,98,1020,975,45
710,36103,3617530,"Commack CDP, New York",36536,12312,36536,36536,2914,33622,32857,29468,632,28,2536,4,189,765,12312,12009,303
711,36103,3618146,"Copiague CDP, New York",23429,8024,23429,23429,9634,13795,13308,10743,1836,18,524,1,186,487,8024,7684,340
712,36103,3618157,"Coram CDP, New York",40220,16060,40220,40220,7454,32766,31371,24163,4703,51,2197,9,248,1395,16060,15234,826
713,36103,3619466,"Cutchogue CDP, New York",3437,2121,3437,3437,417,3020,2962,2886,36,1,28,1,10,58,2121,1400,721
714,36103,3619972,"Deer Park CDP, New York",28837,9839,28837,28837,5206,23631,22845,15200,3982,74,3322,1,266,786,9839,9510,329
715,36103,3620379,"Dering Harbor village, New York",50,34,50,50,16,34,29,24,0,0,4,0,1,5,34,17,17
716,36103,3620687,"Dix Hills CDP, New York",26180,8315,26180,26180,2224,23956,23178,17099,1410,28,4397,8,236,778,8315,8016,299
717,36103,3621985,"East Farmingdale CDP, New York",6617,2275,6617,6617,1706,4911,4750,3384,785,5,528,2,46,161,2275,2177,98
718,36103,3622183,"East Hampton village, New York",1517,1774,1517,1517,177,1340,1308,1253,24,0,24,0,7,32,1774,668,1106
719,36103,3622200,"East Hampton North CDP, New York",5377,2856,5377,5377,2396,2981,2864,2524,219,8,75,0,38,117,2856,1889,967
720,36103,3622315,"East Islip CDP, New York",13931,4918,13931,13931,1454,12477,12149,11567,209,9,302,0,62,328,4918,4769,149
721,36103,3622447,"East Marion CDP, New York",1048,946,1048,1048,109,939,912,881,11,2,11,1,6,27,946,494,452
722,36103,3622546,"East Moriches CDP, New York",5946,2349,5946,5946,571,5375,5235,5001,112,6,84,0,32,140,2349,2120,229
723,36103,3622612,"East Northport CDP, New York",20048,7246,20048,20048,2120,17928,17428,16539,205,13,591,1,79,500,7246,6996,250
724,36103,3622733,"East Patchogue CDP, New York",21580,8612,21580,21580,4975,16605,15945,14297,982,45,522,7,92,660,8612,8221,391
725,36103,3622810,"Eastport CDP, New York",2219,1015,2219,2219,300,1919,1851,1786,32,1,19,2,11,68,1015,907,108
726,36103,3622832,"East Quogue CDP, New York",5557,3104,5557,5557,1029,4528,4408,4268,36,3,77,0,24,120,3104,2152,952
727,36103,3622980,"East Shoreham CDP, New York",6841,2248,6841,6841,647,6194,5962,5620,121,5,183,0,33,232,2248,2181,67
728,36103,3623316,"Eatons Neck CDP, New York",1334,570,1334,1334,60,1274,1249,1217,5,0,22,0,5,25,570,507,63
729,36103,3624405,"Elwood CDP, New York",11426,3846,11426,11426,1387,10039,9725,8190,535,1,941,0,58,314,3846,3730,116
730,36103,3625417,"Farmingville CDP, New York",14983,4845,14983,14983,2659,12324,11852,10520,510,5,709,2,106,472,4845,4706,139
731,36103,3625839,"Fire Island CDP, New York",777,3357,777,777,99,678,650,585,29,10,17,0,9,28,3357,393,2964
732,36103,3625923,"Fishers Island CDP, New York",424,609,424,424,32,392,370,352,3,0,11,2,2,22,609,180,429
733,36103,3626121,"Flanders CDP, New York",5098,1714,5098,5098,2764,2334,2209,1707,421,5,37,0,39,125,1714,1492,222
734,36103,3626946,"Fort Salonga CDP, New York",9652,3430,9652,9652,619,9033,8783,8450,75,6,227,1,24,250,3430,3299,131
735,36103,3628997,"Gilgo-Oak Beach-Captree CDP, New York",233,172,233,233,6,227,222,216,2,0,2,0,2,5,172,111,61
736,36103,3629509,"Gordon Heights CDP, New York",3981,1131,3981,3981,1479,2502,2319,649,1478,55,91,0,46,183,1131,1059,72
737,36103,3630235,"Great River CDP, New York",2005,842,2005,2005,155,1850,1818,1752,29,1,36,0,0,32,842,798,44
738,36103,3630543,"Greenlawn CDP, New York",13661,4669,13661,13661,2420,11241,10854,8329,1660,14,773,0,78,387,4669,4524,145
739,36103,3630576,"Greenport village, New York",2583,1277,2583,2583,957,1626,1542,1300,197,4,25,0,16,84,1277,950,327
740,36103,3630581,"Greenport West CDP, New York",2282,1658,2282,2282,388,1894,1854,1729,85,0,29,0,11,40,1658,1056,602
741,36103,3631445,"Halesite CDP, New York",2527,1099,2527,2527,176,2351,2288,2169,41,0,60,0,18,63,1099,1034,65
742,36103,3631896,"Hampton Bays CDP, New York",15228,7879,15228,15228,5715,9513,9239,8759,167,25,177,1,110,274,7879,5669,2210
743,36103,3632732,"Hauppauge CDP, New York",20083,7384,20083,20083,2080,18003,17535,15440,503,11,1481,1,99,468,7384,7180,204
744,36103,3632963,"Head of the Harbor village, New York",1520,537,1520,1520,177,1343,1287,1212,4,1,59,0,11,56,537,475,62
745,36103,3635056,"Holbrook CDP, New York",26487,9714,26487,26487,3166,23321,22774,20723,701,19,1194,3,134,547,9714,9439,275
746,36103,3635254,"Holtsville CDP, New York",18937,6646,18937,18937,2728,16209,15730,14130,455,16,1040,3,86,479,6646,6448,198
747,36103,3636233,"Huntington CDP, New York",19645,8341,19645,19645,1458,18187,17651,16612,368,10,568,5,88,536,8341,7920,421
748,36103,3637022,"Huntington Bay village, New York",1446,593,1446,1446,56,1390,1351,1301,5,1,29,0,15,39,593,552,41
749,36103,3637044,"Huntington Station CDP, New York",34878,10943,34878,34878,15793,19085,18277,13388,3012,38,1588,8,243,808,10943,10517,426
750,36103,3637840,"Islandia village, New York",3567,1087,3567,3567,1135,2432,2340,1651,437,5,219,0,28,92,1087,1044,43
751,36103,3637869,"Islip CDP, New York",18418,6605,18418,18418,3574,14844,14371,12703,889,23,635,2,119,473,6605,6407,198
752,36103,3638022,"Islip Terrace CDP, New York",5323,1774,5323,5323,836,4487,4364,4023,146,13,147,1,34,123,1774,1698,76
753,36103,3638253,"Jamesport CDP, New York",1609,1126,1609,1609,177,1432,1411,1381,22,0,7,1,0,21,1126,689,437
754,36103,3639672,"Kings Park CDP, New York",17085,6564,17085,17085,1414,15671,15306,14499,179,4,554,0,70,365,6564,6311,253
