,stco,geoid,name,POP100,HU100,P0010001,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,H0010001,H0010002,H0010003
165,34013,3401364590,"Roseland borough, Essex County, New Jersey",6299,2607,6299,6299,437,5862,5677,4904,192,7,551,1,22,185,2607,2523,84
166,34013,3401369274,"South Orange Village township, Essex County, New Jersey",18484,6306,18484,18484,1604,16880,15836,10510,3803,11,1228,2,282,1044,6306,5940,366
167,34013,3401375815,"Verona township, Essex County, New Jersey",14572,6150,14572,14572,1431,13141,12675,11591,323,11,696,2,52,466,6150,5862,288
168,34013,3401378510,"West Caldwell township, Essex County, New Jersey",11012,4137,11012,11012,971,10041,9702,9064,138,0,440,0,60,339,4137,4004,133
169,34013,3401379800,"West Orange township, Essex County, New Jersey",48843,18746,48843,48843,9647,39196,37101,19155,13916,53,3523,18,436,2095,18746,17738,1008
170,34017,3401703580,"Bayonne city, Hudson County, New Jersey",71686,29727,71686,71686,22101,49585,47559,32697,7116,80,7011,17,638,2026,29727,27867,1860
171,34017,3401719360,"East Newark borough, Hudson County, New Jersey",2594,920,2594,2594,1619,975,906,511,54,2,257,0,82,69,920,889,31
172,34017,3401728650,"Guttenberg town, Hudson County, New Jersey",12017,5142,12017,12017,7868,4149,3965,2426,343,7,1064,3,122,184,5142,4920,222
173,34017,3401730210,"Harrison town, Hudson County, New Jersey",19450,8594,19450,19450,7759,11691,10905,4690,722,18,4946,0,529,786,8594,8111,483
174,34017,3401732250,"Hoboken city, Hudson County, New Jersey",60419,30202,60419,60419,8542,51877,49797,40657,2106,29,6518,50,437,2080,30202,28175,2027
175,34017,3401736000,"Jersey City city, Hudson County, New Jersey",292449,130992,292449,292449,72777,219672,210191,69624,54199,638,81425,101,4204,9481,130992,119517,11475
176,34017,3401736510,"Kearny town, Hudson County, New Jersey",41999,15392,41999,41999,20465,21534,19514,14889,1246,37,2034,23,1285,2020,15392,14639,753
177,34017,3401752470,"North Bergen township, Hudson County, New Jersey",63361,25079,63361,63361,44900,18461,17603,11235,1403,70,4269,14,612,858,25079,23426,1653
178,34017,3401766570,"Secaucus town, Hudson County, New Jersey",22181,9316,22181,22181,4700,17481,16997,8760,922,23,7167,3,122,484,9316,8840,476
179,34017,3401774630,"Union City city, Hudson County, New Jersey",68589,26455,68589,68589,56509,12080,11310,6855,1355,99,2394,7,600,770,26455,24511,1944
180,34017,3401777930,"Weehawken township, Hudson County, New Jersey",17197,9089,17197,17197,5665,11532,10970,7537,685,15,2594,7,132,562,9089,7969,1120
181,34017,3401779610,"West New York town, Hudson County, New Jersey",52912,21798,52912,52912,40114,12798,12134,6649,1234,51,3745,8,447,664,21798,20544,1254
182,34019,3401900550,"Alexandria township, Hunterdon County, New Jersey",4809,1857,4809,4809,287,4522,4370,4168,65,9,105,1,22,152,1857,1751,106
183,34019,3401905650,"Bethlehem township, Hunterdon County, New Jersey",3745,1406,3745,3745,209,3536,3413,3267,40,2,92,0,12,123,1406,1347,59
184,34019,3401906370,"Bloomsbury borough, Hunterdon County, New Jersey",792,371,792,792,54,738,714,671,25,0,13,0,5,24,371,340,31
185,34019,3401909280,"Califon borough, Hunterdon County, New Jersey",1005,429,1005,1005,41,964,923,901,1,1,15,0,5,41,429,404,25
186,34019,3401913720,"Clinton town, Hunterdon County, New Jersey",2773,1157,2773,2773,281,2492,2414,2115,50,7,235,0,7,78,1157,1114,43
187,34019,3401913750,"Clinton township, Hunterdon County, New Jersey",13505,4888,13505,13505,1071,12434,11991,10391,757,8,768,1,66,443,4888,4658,230
188,34019,3401917170,"Delaware township, Hunterdon County, New Jersey",4560,1952,4560,4560,264,4296,4132,4006,39,4,64,0,19,164,1952,1795,157
189,34019,3401918820,"East Amwell township, Hunterdon County, New Jersey",3917,1628,3917,3917,217,3700,3597,3467,35,12,64,0,19,103,1628,1548,80
190,34019,3401923700,"Flemington borough, Hunterdon County, New Jersey",4876,1974,4876,4876,1928,2948,2839,2350,133,7,317,1,31,109,1974,1853,121
191,34019,3401924870,"Franklin township, Hunterdon County, New Jersey",3267,1257,3267,3267,214,3053,2935,2828,28,1,58,0,20,118,1257,1172,85
192,34019,3401925350,"Frenchtown borough, Hunterdon County, New Jersey",1370,677,1370,1370,104,1266,1209,1156,16,1,23,0,13,57,677,629,48
193,34019,3401926550,"Glen Gardner borough, Hunterdon County, New Jersey",1682,835,1682,1682,141,1541,1495,1398,62,0,18,1,16,46,835,785,50
194,34019,3401929460,"Hampton borough, Hunterdon County, New Jersey",1438,650,1438,1438,126,1312,1259,1186,31,0,34,0,8,53,650,612,38
195,34019,3401931320,"High Bridge borough, Hunterdon County, New Jersey",3546,1517,3546,3546,340,3206,3100,2928,51,1,113,0,7,106,1517,1424,93
196,34019,3401932460,"Holland township, Hunterdon County, New Jersey",5177,2099,5177,5177,220,4957,4780,4694,31,2,44,0,9,177,2099,2001,98
197,34019,3401937065,"Kingwood township, Hunterdon County, New Jersey",3802,1606,3802,3802,143,3659,3531,3436,42,3,40,0,10,128,1606,1476,130
198,34019,3401938610,"Lambertville city, Hunterdon County, New Jersey",4139,2265,4139,4139,525,3614,3499,3337,75,3,62,1,21,115,2265,2093,172
199,34019,3401939630,"Lebanon borough, Hunterdon County, New Jersey",1665,828,1665,1665,144,1521,1471,1328,70,0,70,0,3,50,828,795,33
200,34019,3401939660,"Lebanon township, Hunterdon County, New Jersey",6195,2505,6195,6195,356,5839,5639,5422,64,4,123,0,26,200,2505,2368,137
201,34019,3401946260,"Milford borough, Hunterdon County, New Jersey",1232,556,1232,1232,83,1149,1117,1082,17,2,12,0,4,32,556,524,32
202,34019,3401961920,"Raritan township, Hunterdon County, New Jersey",23447,8911,23447,23447,1899,21548,20798,17989,588,16,2104,2,99,750,8911,8613,298
203,34019,3401962250,"Readington township, Hunterdon County, New Jersey",16128,6552,16128,16128,1217,14911,14456,13443,213,8,744,0,48,455,6552,6271,281
204,34019,3401970980,"Stockton borough, Hunterdon County, New Jersey",495,255,495,495,10,485,472,463,0,0,8,0,1,13,255,233,22
205,34019,3401972510,"Tewksbury township, Hunterdon County, New Jersey",5870,2386,5870,5870,332,5538,5340,5019,54,0,232,0,35,198,2386,2185,201
206,34019,3401974420,"Union township, Hunterdon County, New Jersey",6507,1917,6507,6507,543,5964,5790,5026,481,1,258,1,23,174,1917,1840,77
207,34019,3401978230,"West Amwell township, Hunterdon County, New Jersey",3005,1209,3005,3005,180,2825,2725,2596,62,0,61,0,6,100,1209,1147,62
208,34021,3402119780,"East Windsor township, Mercer County, New Jersey",30045,11690,30045,30045,7750,22295,21572,11910,2653,43,6780,11,175,723,11690,11158,532
209,34021,3402122185,"Ewing township, Mercer County, New Jersey",37264,15637,37264,37264,4868,32396,31179,17587,11364,52,1938,16,222,1217,15637,13889,1748
210,34021,3402129310,"Hamilton township, Mercer County, New Jersey",92297,37716,92297,92297,18279,74018,71473,55199,11724,67,4121,14,348,2545,37716,36125,1591
211,34021,3402131620,"Hightstown borough, Mercer County, New Jersey",5900,2216,5900,5900,2166,3734,3521,2739,402,6,333,4,37,213,2216,2097,119
212,34021,3402133150,"Hopewell borough, Mercer County, New Jersey",1918,828,1918,1918,84,1834,1752,1685,32,4,27,1,3,82,828,787,41
213,34021,3402133180,"Hopewell township, Mercer County, New Jersey",17491,6748,17491,17491,1039,16452,15834,13108,586,9,2035,7,89,618,6748,6367,381
214,34021,3402139510,"Lawrence township, Mercer County, New Jersey",33077,13268,33077,33077,3687,29390,28200,18370,3755,27,5883,8,157,1190,13268,12550,718
215,34021,3402157600,"Pennington borough, Mercer County, New Jersey",2802,1088,2802,2802,88,2714,2604,2466,45,4,83,0,6,110,1088,1028,60
216,34021,3402160900,"Princeton borough, Mercer County, New Jersey",30681,10380,30681,30681,3014,27667,26141,17446,1742,17,6732,9,195,1526,10380,9373,1007
217,34021,3402163850,"Robbinsville township, Mercer County, New Jersey",15476,5687,15476,15476,790,14686,14206,9336,469,21,4307,0,73,480,5687,5479,208
218,34021,3402174000,"Trenton city, Mercer County, New Jersey",90871,34322,90871,90871,40905,49966,48096,8510,38386,144,592,24,440,1870,34322,30139,4183
219,34021,3402180240,"West Windsor township, Mercer County, New Jersey",29518,10862,29518,29518,1507,28011,27108,10224,1206,33,15499,12,134,903,10862,10369,493
220,34023,3402310750,"Carteret borough, Middlesex County, New Jersey",25326,8809,25326,25326,9340,15986,15430,5586,3820,43,5756,6,219,556,8809,8387,422
221,34023,3402315550,"Cranbury township, Middlesex County, New Jersey",3842,1388,3842,3842,183,3659,3543,2612,108,0,803,0,20,116,1388,1323,65
222,34023,3402318490,"Dunellen borough, Middlesex County, New Jersey",7637,2727,7637,7637,2820,4817,4587,3390,669,2,430,4,92,230,2727,2620,107
223,34023,3402319000,"East Brunswick township, Middlesex County, New Jersey",49715,18088,49715,49715,4758,44957,43548,27185,2113,41,13894,7,308,1409,18088,17302,786
224,34023,3402320230,"Edison township, Middlesex County, New Jersey",107588,38493,107588,107588,10771,96817,94630,28304,7764,219,57687,27,629,2187,38493,36852,1641
225,34023,3402330840,"Helmetta borough, Middlesex County, New Jersey",2455,1091,2455,2455,282,2173,2081,1846,99,1,119,4,12,92,1091,1052,39
226,34023,3402331470,"Highland Park borough, Middlesex County, New Jersey",15072,6669,15072,15072,2251,12821,12302,8212,1258,12,2643,5,172,519,6669,6320,349
227,34023,3402334890,"Jamesburg borough, Middlesex County, New Jersey",5783,2228,5783,5783,1843,3940,3755,3043,401,9,267,1,34,185,2228,2115,113
228,34023,3402345690,"Metuchen borough, Middlesex County, New Jersey",15049,6053,15049,15049,1510,13539,12830,9259,645,16,2825,2,83,709,6053,5822,231
229,34023,3402345900,"Middlesex borough, Middlesex County, New Jersey",14636,5472,14636,14636,3751,10885,10471,8331,902,14,1159,0,65,414,5472,5302,170
230,34023,3402346620,"Milltown borough, Middlesex County, New Jersey",7037,2707,7037,7037,810,6227,6013,5555,178,5,246,0,29,214,2707,2613,94
231,34023,3402347280,"Monroe township, Middlesex County, New Jersey",48594,21504,48594,48594,2746,45848,44992,30185,1655,42,12892,4,214,856,21504,20289,1215
232,34023,3402351210,"New Brunswick city, Middlesex County, New Jersey",55266,17509,55266,55266,31376,23890,23136,10322,6278,34,5722,30,750,754,17509,15387,2122
233,34023,3402352560,"North Brunswick township, Middlesex County, New Jersey",43905,15585,43905,43905,10676,33229,32086,12614,7737,75,11212,1,447,1143,15585,15025,560
234,34023,3402354705,"Old Bridge township, Middlesex County, New Jersey",66876,26067,66876,66876,9276,57600,55695,40394,4671,71,10119,17,423,1905,26067,25059,1008
235,34023,3402358200,"Perth Amboy city, Middlesex County, New Jersey",55436,17855,55436,55436,46149,9287,8747,4153,3483,38,610,12,451,540,17855,17136,719
236,34023,3402359010,"Piscataway township, Middlesex County, New Jersey",60804,18904,60804,60804,8276,52528,50980,14251,11771,130,23973,21,834,1548,18904,18071,833
237,34023,3402359280,"Plainsboro township, Middlesex County, New Jersey",24084,10281,24084,24084,1449,22635,22029,6696,1579,49,13578,7,120,606,10281,9720,561
238,34023,3402365790,"Sayreville borough, Middlesex County, New Jersey",45345,17695,45345,45345,7868,37477,36187,22366,5743,66,7611,5,396,1290,17695,16910,785
239,34023,3402368550,"South Amboy city, Middlesex County, New Jersey",9411,3906,9411,9411,2093,7318,7006,5948,529,8,470,1,50,312,3906,3740,166
240,34023,3402368790,"South Brunswick township, Middlesex County, New Jersey",47043,16647,47043,47043,3510,43533,42393,16098,3405,85,22604,7,194,1140,16647,16014,633
241,34023,3402369390,"South Plainfield borough, Middlesex County, New Jersey",24338,8432,24338,24338,4555,19783,19008,11588,2496,51,4579,5,289,775,8432,8217,215
242,34023,3402369420,"South River borough, Middlesex County, New Jersey",16118,5977,16118,16118,4198,11920,11075,8804,1000,4,826,2,439,845,5977,5694,283
243,34023,3402369810,"Spotswood borough, Middlesex County, New Jersey",8163,3297,8163,8163,917,7246,6968,6144,272,3,523,0,26,278,3297,3196,101
244,34023,3402382000,"Woodbridge township, Middlesex County, New Jersey",103639,38137,103639,103639,22279,81360,78786,40272,10143,165,27425,24,757,2574,38137,36381,1756
245,34025,3402500000,"County subdivisions not defined, Monmouth County, New Jersey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,34025,3402500070,"Aberdeen township, Monmouth County, New Jersey",19329,7967,19329,19329,2642,16687,15955,12820,1883,25,1116,3,108,732,7967,7697,270
247,34025,3402500730,"Allenhurst borough, Monmouth County, New Jersey",472,369,472,472,19,453,442,435,4,0,3,0,0,11,369,199,170
248,34025,3402500760,"Allentown borough, Monmouth County, New Jersey",1734,724,1734,1734,92,1642,1582,1477,64,3,28,2,8,60,724,694,30
249,34025,3402501960,"Asbury Park city, Monmouth County, New Jersey",15188,8274,15188,15188,4079,11109,10602,5284,5059,14,162,4,79,507,8274,7087,1187
250,34025,3402502110,"Atlantic Highlands borough, Monmouth County, New Jersey",4414,2092,4414,4414,363,4051,3885,3748,54,0,78,1,4,166,2092,1949,143
251,34025,3402502440,"Avon-by-the-Sea borough, Monmouth County, New Jersey",1933,1334,1933,1933,141,1792,1747,1702,22,1,20,0,2,45,1334,902,432
252,34025,3402504930,"Belmar borough, Monmouth County, New Jersey",5907,4066,5907,5907,963,4944,4815,4605,100,5,71,0,34,129,4066,2867,1199
253,34025,3402506970,"Bradley Beach borough, Monmouth County, New Jersey",4282,3221,4282,4282,880,3402,3280,3119,82,7,57,0,15,122,3221,2157,1064
254,34025,3402507750,"Brielle borough, Monmouth County, New Jersey",4982,2176,4982,4982,226,4756,4628,4500,69,3,34,2,20,128,2176,1949,227
255,34025,3402514560,"Colts Neck township, Monmouth County, New Jersey",9957,3451,9957,9957,614,9343,9112,8469,105,0,495,1,42,231,3451,3307,144
256,34025,3402516660,"Deal borough, Monmouth County, New Jersey",900,925,900,900,120,780,757,731,6,0,6,0,14,23,925,347,578
257,34025,3402519840,"Eatontown borough, Monmouth County, New Jersey",13597,6182,13597,13597,2005,11592,10768,7572,1644,19,1316,2,215,824,6182,5842,340
258,34025,3402521570,"Englishtown borough, Monmouth County, New Jersey",2346,820,2346,2346,368,1978,1913,1630,66,0,207,0,10,65,820,789,31
259,34025,3402522440,"Fair Haven borough, Monmouth County, New Jersey",6269,2074,6269,6269,241,6028,5839,5664,66,6,92,0,11,189,2074,1994,80
260,34025,3402522950,"Farmingdale borough, Monmouth County, New Jersey",1504,630,1504,1504,167,1337,1270,1148,80,0,40,1,1,67,630,616,14
261,34025,3402525200,"Freehold borough, Monmouth County, New Jersey",12538,4394,12538,12538,6649,5889,5597,4060,1110,10,330,3,84,292,4394,4143,251
262,34025,3402525230,"Freehold township, Monmouth County, New Jersey",35369,13500,35369,35369,3636,31733,30665,26399,1506,28,2585,4,143,1068,13500,12897,603
263,34025,3402530690,"Hazlet township, Monmouth County, New Jersey",20125,7492,20125,20125,2292,17833,17287,16173,330,16,682,9,77,546,7492,7179,313
264,34025,3402531500,"Highlands borough, Monmouth County, New Jersey",4621,2931,4621,4621,343,4278,4097,3928,80,3,55,0,31,181,2931,2425,506
265,34025,3402532640,"Holmdel township, Monmouth County, New Jersey",17400,6038,17400,17400,989,16411,15814,11994,189,5,3555,0,71,597,6038,5787,251
266,34025,3402533300,"Howell township, Monmouth County, New Jersey",53537,19694,53537,53537,6359,47178,45437,40545,1958,39,2621,10,264,1741,19694,18906,788
267,34025,3402534200,"Interlaken borough, Monmouth County, New Jersey",828,400,828,828,19,809,783,768,1,1,4,0,9,26,400,362,38
268,34025,3402536480,"Keansburg borough, Monmouth County, New Jersey",9755,4361,9755,9755,1932,7823,7368,6136,921,13,265,4,29,455,4361,3808,553
269,34025,3402536810,"Keyport borough, Monmouth County, New Jersey",7204,3427,7204,7204,1572,5632,5397,4754,387,5,226,1,24,235,3427,3202,225
270,34025,3402537560,"Lake Como borough, Monmouth County, New Jersey",1697,1081,1697,1697,336,1361,1314,1199,73,0,33,0,9,47,1081,778,303
271,34025,3402540770,"Little Silver borough, Monmouth County, New Jersey",6131,2323,6131,6131,261,5870,5681,5504,25,1,138,0,13,189,2323,2196,127
272,34025,3402541010,"Loch Arbour village, Monmouth County, New Jersey",224,154,224,224,8,216,213,206,0,0,6,0,1,3,154,94,60
273,34025,3402541310,"Long Branch city, Monmouth County, New Jersey",31667,14944,31667,31667,10332,21335,18469,13133,3177,23,588,6,1542,2866,14944,12391,2553
274,34025,3402542990,"Manalapan township, Monmouth County, New Jersey",40905,14850,40905,40905,3188,37717,36779,32140,876,13,3561,5,184,938,14850,14325,525
275,34025,3402543050,"Manasquan borough, Monmouth County, New Jersey",5938,3412,5938,5938,417,5521,5398,5335,10,1,48,3,1,123,3412,2462,950
276,34025,3402544070,"Marlboro township, Monmouth County, New Jersey",41502,14215,41502,41502,2323,39179,38362,28433,728,37,9020,4,140,817,14215,13774,441
277,34025,3402544520,"Matawan borough, Monmouth County, New Jersey",9565,4010,9565,9565,1431,8134,7760,6359,725,10,594,0,72,374,4010,3849,161
278,34025,3402545990,"Middletown township, Monmouth County, New Jersey",67106,25859,67106,67106,5112,61994,60114,57142,823,43,1867,7,232,1880,25859,24710,1149
279,34025,3402546560,"Millstone township, Monmouth County, New Jersey",10376,3428,10376,10376,844,9532,9209,8111,415,14,627,0,42,323,3428,3324,104
280,34025,3402547130,"Monmouth Beach borough, Monmouth County, New Jersey",3174,2006,3174,3174,122,3052,2978,2908,9,5,36,0,20,74,2006,1452,554
281,34025,3402549890,"Neptune township, Monmouth County, New Jersey",28061,13278,28061,28061,4052,24009,22917,12558,9419,32,770,4,134,1092,13278,11466,1812
282,34025,3402549920,"Neptune City borough, Monmouth County, New Jersey",4626,2251,4626,4626,644,3982,3781,3041,627,8,92,0,13,201,2251,2109,142
283,34025,3402554270,"Ocean township, Monmouth County, New Jersey",27672,12257,27672,27672,3007,24665,23719,19270,2507,23,1636,5,278,946,12257,11249,1008
284,34025,3402554570,"Oceanport borough, Monmouth County, New Jersey",6150,2469,6150,6150,611,5539,5366,5155,85,0,70,1,55,173,2469,2346,123
285,34025,3402562430,"Red Bank borough, Monmouth County, New Jersey",12936,5863,12936,12936,4890,8046,7710,6458,966,4,231,1,50,336,5863,5423,440
286,34025,3402564410,"Roosevelt borough, Monmouth County, New Jersey",808,331,808,808,103,705,673,630,23,1,12,0,7,32,331,307,24
287,34025,3402565130,"Rumson borough, Monmouth County, New Jersey",7343,2624,7343,7343,308,7035,6799,6635,21,2,106,0,35,236,2624,2398,226
288,34025,3402566240,"Sea Bright borough, Monmouth County, New Jersey",1449,1200,1449,1449,78,1371,1327,1271,13,0,34,0,9,44,1200,793,407
289,34025,3402566330,"Sea Girt borough, Monmouth County, New Jersey",1866,1305,1866,1866,56,1810,1791,1771,9,2,4,1,4,19,1305,786,519
290,34025,3402567350,"Shrewsbury borough, Monmouth County, New Jersey",4184,1509,4184,4184,165,4019,3891,3700,61,4,97,1,28,128,1509,1456,53
291,34025,3402567365,"Shrewsbury township, Monmouth County, New Jersey",1076,544,1076,1076,217,859,798,557,148,2,88,0,3,61,544,505,39
292,34025,3402570110,"Spring Lake borough, Monmouth County, New Jersey",2789,2107,2789,2789,86,2703,2650,2591,11,1,36,0,11,53,2107,1225,882
293,34025,3402570140,"Spring Lake Heights borough, Monmouth County, New Jersey",4890,2998,4890,4890,221,4669,4553,4463,23,4,54,0,9,116,2998,2428,570
294,34025,3402573020,"Tinton Falls borough, Monmouth County, New Jersey",19181,8972,19181,19181,1694,17487,16846,14085,1610,16,1041,0,94,641,8972,8500,472
295,34025,3402574540,"Union Beach borough, Monmouth County, New Jersey",5723,2183,5723,5723,726,4997,4776,4499,111,10,125,0,31,221,2183,2036,147
296,34025,3402574900,"Upper Freehold township, Monmouth County, New Jersey",7273,2604,7273,7273,454,6819,6612,5950,161,5,460,1,35,207,2604,2471,133
297,34025,3402576460,"Wall township, Monmouth County, New Jersey",26525,10838,26525,26525,1559,24966,24243,23242,461,13,443,11,73,723,10838,10121,717
298,34025,3402579310,"West Long Branch borough, Monmouth County, New Jersey",8587,2755,8587,8587,774,7813,7387,6818,275,5,143,0,146,426,2755,2551,204
299,34027,3402706610,"Boonton town, Morris County, New Jersey",8815,3555,8815,8815,1409,7406,7044,5600,444,6,953,1,40,362,3555,3412,143
300,34027,3402706640,"Boonton township, Morris County, New Jersey",4380,1583,4380,4380,275,4105,3961,3626,47,2,275,0,11,144,1583,1504,79
301,34027,3402709040,"Butler borough, Morris County, New Jersey",8047,3403,8047,8047,1409,6638,6414,5987,123,5,284,0,15,224,3403,3258,145
302,34027,3402712100,"Chatham borough, Morris County, New Jersey",9212,3224,9212,9212,675,8537,8147,7159,89,0,847,0,52,390,3224,3057,167
303,34027,3402712130,"Chatham township, Morris County, New Jersey",10983,4155,10983,10983,514,10469,10078,8549,81,4,1387,0,57,391,4155,3963,192
304,34027,3402712580,"Chester borough, Morris County, New Jersey",1681,660,1681,1681,281,1400,1343,1276,5,1,60,0,1,57,660,633,27
305,34027,3402712610,"Chester township, Morris County, New Jersey",7713,2736,7713,7713,539,7174,6878,6377,90,3,381,1,26,296,2736,2575,161
306,34027,3402717650,"Denville township, Morris County, New Jersey",17107,6834,17107,17107,1280,15827,15221,13485,317,27,1351,0,41,606,6834,6442,392
307,34027,3402718070,"Dover town, Morris County, New Jersey",18460,5972,18460,18460,14209,4251,4059,2726,783,27,423,0,100,192,5972,5752,220
308,34027,3402719210,"East Hanover township, Morris County, New Jersey",11105,4040,11105,11105,876,10229,10050,8450,141,4,1425,0,30,179,4040,3935,105
309,34027,3402723910,"Florham Park borough, Morris County, New Jersey",12585,4768,12585,12585,929,11656,11264,9410,725,5,1075,8,41,392,4768,4468,300
310,34027,3402729550,"Hanover township, Morris County, New Jersey",14677,5928,14677,14677,1046,13631,13208,10880,325,10,1948,5,40,423,5928,5694,234
311,34027,3402729700,"Harding township, Morris County, New Jersey",3871,1569,3871,3871,179,3692,3537,3305,41,1,180,0,10,155,1569,1419,150
312,34027,3402734980,"Jefferson township, Morris County, New Jersey",20538,8566,20538,20538,1998,18540,17974,16605,356,18,860,7,128,566,8566,7840,726
313,34027,3402737110,"Kinnelon borough, Morris County, New Jersey",9966,3571,9966,9966,728,9238,8939,8192,91,6,610,0,40,299,3571,3405,166
314,34027,3402740290,"Lincoln Park borough, Morris County, New Jersey",10915,4181,10915,10915,1469,9446,9160,8040,332,7,719,2,60,286,4181,4063,118
315,34027,3402741362,"Long Hill township, Morris County, New Jersey",8629,3240,8629,8629,912,7717,7418,6576,73,6,693,4,66,299,3240,3118,122
316,34027,3402742510,"Madison borough, Morris County, New Jersey",16937,5989,16937,16937,2004,14933,14309,12482,463,11,1262,7,84,624,5989,5705,284
317,34027,3402745330,"Mendham borough, Morris County, New Jersey",4981,1867,4981,4981,293,4688,4542,4321,29,2,161,0,29,146,1867,1762,105
318,34027,3402745360,"Mendham township, Morris County, New Jersey",6016,2105,6016,6016,330,5686,5410,4929,93,1,347,0,40,276,2105,1986,119
319,34027,3402746860,"Mine Hill township, Morris County, New Jersey",4015,1523,4015,4015,1283,2732,2612,2178,191,3,210,1,29,120,1523,1477,46
320,34027,3402747670,"Montville township, Morris County, New Jersey",22450,8206,22450,22450,1578,20872,20264,15009,319,18,4811,6,101,608,8206,7901,305
321,34027,3402748090,"Morris township, Morris County, New Jersey",22974,8993,22974,22974,2378,20596,19775,17253,1019,9,1368,9,117,821,8993,8587,406
322,34027,3402748210,"Morris Plains borough, Morris County, New Jersey",6153,2527,6153,6153,590,5563,5396,4675,219,0,487,0,15,167,2527,2432,95
323,34027,3402748300,"Morristown town, Morris County, New Jersey",20180,9213,20180,20180,7367,12813,12287,9198,1961,28,961,11,128,526,9213,8482,731
324,34027,3402748480,"Mountain Lakes borough, Morris County, New Jersey",4472,1429,4472,4472,247,4225,4016,3285,19,4,694,1,13,209,1429,1376,53
325,34027,3402748690,"Mount Arlington borough, Morris County, New Jersey",5909,2915,5909,5909,719,5190,5037,4478,197,3,334,0,25,153,2915,2651,264
326,34027,3402749080,"Mount Olive township, Morris County, New Jersey",28886,11597,28886,28886,4460,24426,23387,18399,1807,12,3025,3,141,1039,11597,11079,518
327,34027,3402750130,"Netcong borough, Morris County, New Jersey",3375,1490,3375,3375,817,2558,2454,2162,151,12,118,0,11,104,1490,1434,56
328,34027,3402756460,"Parsippany-Troy Hills township, Morris County, New Jersey",56162,22146,56162,56162,5631,50531,48965,24960,1911,77,21694,6,317,1566,22146,21346,800
329,34027,3402758110,"Pequannock township, Morris County, New Jersey",15571,6688,15571,15571,1224,14347,14002,13461,98,8,395,3,37,345,6688,6379,309
330,34027,3402761890,"Randolph township, Morris County, New Jersey",26504,9676,26504,26504,3791,22713,21808,17750,740,15,3185,1,117,905,9676,9354,322
331,34027,3402763300,"Riverdale borough, Morris County, New Jersey",4107,2009,4107,4107,411,3696,3586,3269,88,0,219,1,9,110,2009,1929,80
332,34027,3402764050,"Rockaway borough, Morris County, New Jersey",6598,2645,6598,6598,1355,5243,5054,4273,187,7,553,1,33,189,2645,2561,84
333,34027,3402764080,"Rockaway township, Morris County, New Jersey",25341,10140,25341,25341,3995,21346,20556,17804,731,10,1918,10,83,790,10140,9643,497
334,34027,3402764980,"Roxbury township, Morris County, New Jersey",22950,8682,22950,22950,3340,19610,18923,16865,647,8,1292,2,109,687,8682,8356,326
335,34027,3402775890,"Victory Gardens borough, Morris County, New Jersey",1582,584,1582,1582,1185,397,374,177,142,4,41,0,10,23,584,571,13
336,34027,3402777240,"Washington township, Morris County, New Jersey",18197,6577,18197,18197,1359,16838,16339,15209,286,2,760,2,80,499,6577,6343,234
337,34027,3402780390,"Wharton borough, Morris County, New Jersey",7241,2736,7241,7241,3576,3665,3473,2795,225,7,394,1,51,192,2736,2604,132
338,34029,3402900000,"County subdivisions not defined, Ocean County, New Jersey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,34029,3402903050,"Barnegat township, Ocean County, New Jersey",24296,10724,24296,24296,2460,21836,21009,19461,987,20,471,4,66,827,10724,9758,966
340,34029,3402903130,"Barnegat Light borough, Ocean County, New Jersey",640,1257,640,640,21,619,605,601,0,0,1,1,2,14,1257,321,936
341,34029,3402903520,"Bay Head borough, Ocean County, New Jersey",930,1024,930,930,27,903,886,865,5,2,11,0,3,17,1024,434,590
342,34029,3402903940,"Beach Haven borough, Ocean County, New Jersey",1027,2600,1027,1027,102,925,909,906,2,0,0,0,1,16,2600,485,2115
343,34029,3402904180,"Beachwood borough, Ocean County, New Jersey",10859,3860,10859,10859,1290,9569,9192,8765,239,7,147,2,32,377,3860,3719,141
344,34029,3402905305,"Berkeley township, Ocean County, New Jersey",43754,24629,43754,43754,3680,40074,38945,37056,1079,34,637,11,128,1129,24629,21040,3589
345,34029,3402907420,"Brick township, Ocean County, New Jersey",73620,33863,73620,73620,8218,65402,63096,59338,2071,64,1347,10,266,2306,33863,30119,3744
346,34029,3402918670,"Eagleswood township, Ocean County, New Jersey",1722,797,1722,1722,116,1606,1550,1519,8,12,10,0,1,56,797,676,121
347,34029,3402930390,"Harvey Cedars borough, Ocean County, New Jersey",391,1178,391,391,6,385,383,381,0,0,2,0,0,2,1178,198,980
348,34029,3402934530,"Island Heights borough, Ocean County, New Jersey",1650,841,1650,1650,55,1595,1525,1487,8,3,14,1,12,70,841,722,119
349,34029,3402934680,"Jackson township, Ocean County, New Jersey",58544,21626,58544,58544,7543,51001,49160,44395,2769,42,1558,13,383,1841,21626,20470,1156
350,34029,3402937380,"Lacey township, Ocean County, New Jersey",28655,12483,28655,28655,2000,26655,25770,25091,223,22,334,5,95,885,12483,11086,1397
